wl_pl (micron)	Fp_w1	snr_w1
5.997305207932233984e+00	6.907294880070069339e+05	2.503667309463601387e-01
6.057579632132558345e+00	5.961557127768050414e+05	2.243373967509262878e-01
6.118459829440422659e+00	8.276478050459161168e+05	3.224714661811858285e-01
6.179951888027764184e+00	8.826391149303818820e+05	3.555014756784591889e-01
6.242061957254174231e+00	1.367999464373370400e+06	5.696017391683616538e-01
6.304796248281853366e+00	1.551441031309725251e+06	6.689583781880686919e-01
6.368161034696747436e+00	8.714608119751012418e+05	3.901427366230486027e-01
6.432162653135911512e+00	7.613101041351523018e+05	3.546108813940301308e-01
6.496807503921196769e+00	5.699553160491304006e+05	2.765100876910759342e-01
6.562102051699297611e+00	7.501766317761468235e+05	3.789176016209453435e-01
6.628052826088236316e+00	7.426756979051607195e+05	3.900414838819029062e-01
6.694666422330328714e+00	7.225871595377306221e+05	3.938780944402991979e-01
6.761949501951739272e+00	8.545582805579851847e+05	4.827397706538882338e-01
6.829908793428641545e+00	8.521142212033099495e+05	4.985148033422766023e-01
6.898551092860084388e+00	1.209730460191198392e+06	7.330523286595165278e-01
6.967883264647622532e+00	1.365195640051264549e+06	8.577000983869181860e-01
7.037912242181770139e+00	1.638010836123246001e+06	1.068197380805041785e+00
7.108645028535355515e+00	1.947484517660674872e+06	1.319470389216134798e+00
7.180088697163850675e+00	1.775716034543569898e+06	1.250515797285338904e+00
7.252250392612733521e+00	2.083259882206054637e+06	1.524023581505892677e+00
7.325137331231958093e+00	1.713759585851863027e+06	1.301303466669011311e+00
7.398756801897606650e+00	1.421633262576539302e+06	1.118903479840263060e+00
7.473116166740798150e+00	1.418313417787555605e+06	1.155351922150622768e+00
7.548222861883920665e+00	2.317834256187835243e+06	1.951308373007101249e+00
7.624084398184262312e+00	2.547233164891596884e+06	2.215398348620628788e+00
7.700708361985109107e+00	1.044125752017178456e+06	9.387317430944749352e-01
7.778102415874408315e+00	2.148222149882933125e+06	1.994290082122680996e+00
7.856274299451034615e+00	2.191763158176301513e+06	2.102435926120644005e+00
7.935231830098784300e+00	2.500553863427664153e+06	2.478238278881170764e+00
8.014982903768117950e+00	3.180638544093101285e+06	3.255272477966678402e+00
8.095535495765789236e+00	4.407967105499385856e+06	4.654174239694835791e+00
8.176897661552379404e+00	4.953335036181544885e+06	5.392115594396396538e+00
8.259077537547879544e+00	6.961625148632999510e+06	7.795934713272576921e+00
8.342083341945345509e+00	7.389789355629140511e+06	8.509888141387817129e+00
8.425923375532734738e+00	7.990157113744590431e+06	9.448470975939855521e+00
8.510606022523013792e+00	8.904065567742547020e+06	1.079713105550380625e+01
8.596139751392593453e+00	9.897622486268404871e+06	1.229489409170930081e+01
8.682533115728196194e+00	1.026090476371191442e+07	1.305404726788158953e+01
8.769794755082248372e+00	1.061114159803636186e+07	1.381823013225228891e+01
8.857933395836843360e+00	1.162463164342449978e+07	1.547920330387372267e+01
8.946957852076408813e+00	1.147817491642795503e+07	1.563560567941992119e+01
9.036877026469138485e+00	1.149899517336568423e+07	1.601185367542105453e+01
9.127699911157268531e+00	1.183440065390698239e+07	1.682647326900915630e+01
9.219435588656336833e+00	1.181583440672284923e+07	1.714274442064398940e+01
9.312093232763436035e+00	1.180326839361229353e+07	1.745328181064195761e+01
9.405682109474627239e+00	1.206883345618817024e+07	1.816012034697590494e+01
9.500211577911558791e+00	1.222661679647837766e+07	1.869804756486297492e+01
9.595691091257400274e+00	1.253472171882962063e+07	1.945328020311604433e+01
9.692130197702201855e+00	1.269359194059699401e+07	1.996952478609946979e+01
9.789538541397700300e+00	1.305000070328877121e+07	2.078293987480690319e+01
9.887925863421797246e+00	1.313587038573042117e+07	2.116164690165526352e+01
9.987302002752668884e+00	1.335571843153050728e+07	2.174187606355260982e+01
1.008767689725269712e+01	1.346720490362794325e+07	2.213841997497715752e+01
1.018906058466227371e+01	1.326639606933943368e+07	2.201335790612109378e+01
1.029146320360360356e+01	1.307957905632560700e+07	2.189082902524735275e+01
1.039489499459459410e+01	1.348886432315596566e+07	2.273758437931930487e+01
1.049936630107293389e+01	1.333757234327416867e+07	2.263909377522427846e+01
1.060488757043044927e+01	1.349484403925173357e+07	2.303610290136299810e+01
1.071146935505789166e+01	1.369817698602484353e+07	2.349123771222777890e+01
1.081912231340018415e+01	1.365043920501695573e+07	2.349948637584535405e+01
1.092785721102229601e+01	1.372711120158158243e+07	2.369303145001869382e+01
1.103768492168583570e+01	1.343309040480479784e+07	2.323037633189638385e+01
1.114861642843644596e+01	1.325018007464458048e+07	2.293073433393834648e+01
1.126066282470214119e+01	1.239132731411352381e+07	2.145492632252254950e+01
1.137383531540266546e+01	1.182434505122204125e+07	2.045703270328099421e+01
1.148814521807002897e+01	1.102878666804195195e+07	1.905433888328875369e+01
1.160360396398027838e+01	1.023782927743190527e+07	1.764995876130636532e+01
1.172022309929666406e+01	9.077339855608548969e+06	1.561191640294534899e+01
1.183801428622426855e+01	8.615729595630500466e+06	1.476230413495243354e+01
1.195698930417627182e+01	8.965616630904626101e+06	1.528241522665876673e+01
1.207716005095191392e+01	8.962568930383965373e+06	1.519715050093802233e+01
1.219853854392630410e+01	9.184108442260321230e+06	1.548048428142907262e+01
1.232113692125219728e+01	9.211345832017563283e+06	1.543067867022894291e+01
1.244496744307382485e+01	9.269242525515610352e+06	1.542426242070771281e+01
1.257004249275295926e+01	9.409512254513375461e+06	1.554447946295804961e+01
1.269637457810726211e+01	1.078145198558806814e+07	1.765121528591586042e+01
1.282397633266110226e+01	1.136993705556847341e+07	1.845293021880556950e+01
1.295286051690895412e+01	1.180666013218037784e+07	1.898781385878417893e+01
1.308304001959145424e+01	1.205704802225962840e+07	1.920742772431576739e+01
1.321452785898433469e+01	1.149194899370728992e+07	1.813825174755434944e+01
1.334733718420025816e+01	1.117132879753394239e+07	1.745603325615572032e+01
1.348148127650377859e+01	9.423860646945782006e+06	1.458963046655884988e+01
1.361697355063949644e+01	9.859117841394329444e+06	1.508620013449835184e+01
1.375382755617355812e+01	9.875102953323891386e+06	1.493504189958636985e+01
1.389205697884866986e+01	7.342711476991417818e+06	1.099592745432765462e+01
1.403167564195267936e+01	8.268359118546690792e+06	1.222137577320684798e+01
1.417269750770094561e+01	6.544697772316255607e+06	9.566754767165805973e+00
1.431513667863261574e+01	4.975365806871435605e+06	7.189999909184228599e+00
1.445900739902088183e+01	3.914590357583289966e+06	5.589548922079353943e+00
1.460432405629747343e+01	3.342708192090174649e+06	4.713725809659371713e+00
1.475110118249141600e+01	3.119626052993691992e+06	4.343066421243805486e+00
1.489935345568228620e+01	3.088960084909657016e+06	4.244695151774360298e+00
1.504909570146803510e+01	3.323988136455187108e+06	4.507405698733983890e+00
1.520034289444761377e+01	3.345727819223333150e+06	4.477396587818160079e+00
1.535311015971844739e+01	3.582581863953644410e+06	4.730393251405095256e+00
1.550741277438898535e+01	4.344480148767518811e+06	5.657328278820671130e+00
1.566326616910645875e+01	5.474560219451602548e+06	7.028223324362589786e+00
1.582068592959999265e+01	6.755631565735143609e+06	8.548525724891259614e+00
1.597968779823918695e+01	8.123505439257313497e+06	1.013013451294901124e+01
1.614028767560842681e+01	7.728766601160147227e+06	9.506239422945487405e+00
1.630250162209695119e+01	8.658653727641332895e+06	1.049440338948007501e+01
1.646634585950496188e+01	9.302908264993086457e+06	1.111038165489709506e+01
1.663183677266582094e+01	9.590547196087833494e+06	1.128663929561828638e+01
1.679899091108456943e+01	8.960125959144700319e+06	1.039398866219313255e+01
1.696782499059295901e+01	9.826342293974936008e+06	1.122531327739622320e+01
1.713835589502102863e+01	9.880775716138632968e+06	1.111897164585709596e+01
1.731060067788556367e+01	1.008937311124479584e+07	1.118221996321272727e+01
1.748457656409546601e+01	1.029733386459485814e+07	1.123957767234045590e+01
1.766030095167431924e+01	9.973205553878797218e+06	1.072291303802584039e+01
1.783779141350018804e+01	1.058661342010397650e+07	1.120719463509185765e+01
1.801706569906300359e+01	1.024548919052370265e+07	1.068392577676096522e+01
1.819814173623951703e+01	9.951183791726663709e+06	1.022205808279770878e+01
1.838103763308614447e+01	nan	nan
1.848647141062578925e+01	nan	nan
