# wavelength[um] flux[W/sr/m2/um]
7.229891012046562260e+00 1.027069082646917098e+00
7.237124519209114482e+00 8.586247481800838299e-01
7.244365263496786334e+00 9.075864166714356918e-01
7.251613252150332478e+00 2.622253654383019938e-01
7.258868492417732021e+00 2.911247014516658571e-01
7.266130991554229368e+00 4.411537358101088047e-01
7.273400756822333335e+00 3.210212909924205493e-01
7.280677795491791393e+00 2.997723087025757627e-01
7.287962114839658945e+00 7.946303915164956155e-01
7.295253722150257580e+00 7.211101511244926154e-01
7.302552624715170637e+00 4.670699845206036649e-01
7.309858829833316030e+00 4.318568934273089299e-01
7.317172344810906282e+00 7.487885426882402440e-01
7.324493176961444973e+00 5.097000667060807011e-01
7.331821333605770263e+00 4.030026381670238633e-01
7.339156822072049557e+00 3.689632171698959962e-01
7.346499649695761747e+00 3.437756527866213108e-01
7.353849823819730069e+00 4.277978253918258145e-01
7.361207351794133658e+00 4.723685059608344616e-01
7.368572240976500431e+00 5.536824829554626293e-01
7.375944498731713317e+00 2.342698932803620460e-01
7.383324132432038667e+00 5.124300328718710551e-01
7.390711149457120932e+00 3.480469202947893415e-01
7.398105557193965787e+00 2.951388147957555441e-01
7.405507363036982760e+00 6.115077681279385002e-01
7.412916574387977242e+00 5.616244138164125932e-01
7.420333198656157592e+00 2.526155033075037637e-01
7.427757243258164443e+00 2.945827791943642637e-01
7.435188715618025412e+00 6.847346831295159086e-01
7.442627623167226147e+00 4.202719659082319037e-01
7.450073973344676581e+00 2.178254064042564608e-01
7.457527773596703824e+00 3.716070488543851136e-01
7.464989031377126771e+00 5.170533941222615892e-01
7.472457754147218800e+00 3.210992338134706636e-01
7.479933949375681124e+00 2.635228080792966776e-01
7.487417624538714733e+00 7.129160339938319657e-01
7.494908787120000859e+00 6.678334306237956319e-01
7.502407444610704523e+00 2.669846099695195596e-01
7.509913604509470098e+00 3.847587022665365786e-01
7.517427274322463049e+00 7.646509511544929971e-01
7.524948461563358393e+00 7.452484031925354913e-01
7.532477173753336253e+00 2.736423772972202961e-01
7.540013418421120939e+00 4.974547794542875656e-01
7.547557203102952528e+00 8.786865554178042714e-01
7.555108535342625053e+00 8.461237960038738848e-01
7.562667422691464303e+00 3.203883158519768015e-01
7.570233872708334033e+00 8.778440415862629465e-01
7.577807892959705249e+00 8.329892107174837745e-01
7.585389491019602026e+00 1.083463363209574926e+00
7.592978674469621048e+00 4.187252055081023272e-01
7.600575450898948482e+00 1.177754214732404492e+00
7.608179827904360870e+00 1.277214602707800850e+00
7.615791813090228679e+00 9.823396176836991511e-01
7.623411414068545611e+00 4.957576947290975311e-01
7.631038638458921497e+00 1.055071516982380109e+00
7.638673493888578747e+00 1.092083179529126591e+00
7.646315987992360341e+00 6.141718808373097804e-01
7.653966128412754699e+00 3.068413291016516831e-01
7.661623922799913444e+00 2.925240206931861708e-01
7.669289378811644298e+00 2.428904306685180925e-01
7.676962504113392427e+00 2.487338524779242055e-01
7.684643306378275973e+00 3.130668849439059986e-01
7.692331793287112696e+00 2.815519392622234385e-01
7.700027972528378228e+00 4.727940520451358597e-01
7.707731851798260259e+00 4.041966584292105424e-01
7.715443438800645204e+00 5.822479907377412500e-01
7.723162741247111995e+00 2.793321526467276716e-01
7.730889766856956058e+00 5.147865023313822341e-01
7.738624523357209739e+00 6.443675113219362593e-01
7.746367018482623656e+00 9.988231721441043209e-01
7.754117259975699561e+00 5.379099718952928821e-01
7.761875255586685896e+00 2.599781940851187967e-01
7.769641013073576907e+00 5.358227072456513973e-01
7.777414540202122417e+00 1.119118936682209409e+00
7.785195844745862459e+00 8.783756101579330844e-01
7.792984934486088200e+00 2.646013345189049404e-01
7.800781817211894342e+00 3.505129321626768713e-01
7.808586500720170243e+00 8.537586823330568508e-01
7.816398992815588365e+00 1.273079567961178160e+00
7.824219301310663788e+00 8.348891021521296363e-01
7.832047434025690258e+00 3.930227061459095061e-01
7.839883398788800584e+00 4.200710257378769130e-01
7.847727203435961307e+00 9.391698963446767356e-01
7.855578855810978034e+00 1.363773937061770525e+00
7.863438363765501649e+00 4.310383925979288100e-01
7.871305735159038086e+00 4.816562607572188459e-01
7.879180977858965207e+00 4.462010872906407299e-01
7.887064099740538126e+00 3.437451071200926522e-01
7.894955108686875889e+00 9.751678090599157356e-01
7.902854012588970356e+00 4.764755480223638595e-01
7.910760819345729722e+00 8.485047574988668906e-01
7.918675536863970521e+00 4.431474173897274604e-01
7.926598173058410524e+00 4.553392195549065824e-01
7.934528735851682946e+00 4.013482332963119181e-01
7.942467233174356878e+00 7.864558809873325451e-01
7.950413672964919520e+00 1.726124836815047914e+00
7.958368063169806383e+00 8.764669733244643268e-01
7.966330411743424378e+00 9.264589247489840584e-01
7.974300726648118065e+00 6.258532438326785963e-01
7.982279015854214066e+00 1.039827962432192665e+00
7.990265287339989975e+00 1.694802064144278697e+00
7.998259549091704557e+00 1.209529458702539584e+00
8.006261809103635940e+00 1.251931681094880622e+00
8.014272075378054083e+00 6.067968958683047642e-01
8.022290355925221661e+00 8.268267917414180435e-01
8.030316658763410942e+00 6.362274381574276605e-01
8.038350991918917998e+00 1.439851700321207240e+00
8.046393363426080469e+00 8.083400282738588682e-01
8.054443781327282892e+00 8.267416534262546080e-01
8.062502253672942487e+00 1.480162930991647530e+00
8.070568788521519821e+00 1.422219142087275401e+00
8.078643393939561435e+00 9.090645098640651733e-01
8.086726078001667872e+00 6.938427890974989687e-01
8.094816848790527430e+00 1.899642810840682206e+00
8.102915714396893065e+00 2.266638116949395876e+00
8.111022682919651672e+00 1.973680174581493807e+00
8.119137762465774344e+00 3.249795787081716014e+00
8.127260961150341245e+00 1.454791199883681552e+00
8.135392287096552266e+00 8.675958377912609265e-01
8.143531748435727025e+00 2.436546757411060860e+00
8.151679353307327958e+00 2.817555370380090185e+00
8.159835109858954993e+00 1.615390013851636608e+00
8.167999026246373973e+00 2.435329463307734255e+00
8.176171110633504213e+00 1.311816852440777614e+00
8.184351371192425617e+00 1.618729694408401532e+00
8.192539816103396433e+00 1.448894024960757809e+00
8.200736453554856809e+00 1.992677063291692363e+00
8.208941291743464319e+00 1.680862017626949978e+00
8.217154338874046005e+00 2.018913989724924196e+00
8.225375603159649884e+00 2.531716807993634522e+00
8.233605092821548510e+00 4.045958369052267578e+00
8.241842816089222978e+00 3.974719854019971077e+00
8.250088781200394905e+00 2.012700251297163678e+00
8.258342996401033531e+00 1.756065563690278442e+00
8.266605469945350393e+00 2.128754102131309001e+00
8.274876210095818863e+00 3.872606457795101598e+00
8.283155225123197241e+00 4.200925050532156924e+00
8.291442523306500334e+00 4.429110626144436402e+00
8.299738112933010115e+00 4.543143382835584276e+00
8.308042002298329010e+00 2.122214954949725119e+00
8.316354199706326611e+00 2.531907286081905628e+00
8.324674713469219611e+00 1.988251766041131852e+00
8.333003551907516737e+00 3.666006477291284593e+00
8.341340723350057829e+00 3.242469137654472089e+00
8.349686236134026274e+00 3.705707117645139714e+00
8.358040098604922363e+00 3.081853289102169935e+00
8.366402319116609476e+00 4.410051557463996019e+00
8.374772906031305197e+00 4.947424630520448119e+00
8.383151867719606187e+00 3.874243224963626275e+00
8.391539212560473970e+00 2.786583043489439415e+00
8.399934948941243817e+00 2.517317197141161866e+00
8.408339085257667378e+00 3.572100069648003640e+00
8.416751629913893140e+00 4.615792096972440639e+00
8.425172591322457549e+00 4.153133896366551170e+00
8.433601977904316982e+00 3.991143048402665094e+00
8.442039798088842417e+00 4.217628639882010866e+00
8.450486060313872727e+00 5.664644290198046939e+00
8.458940773025680926e+00 3.870184571887757663e+00
8.467403944678963512e+00 3.618567393174899838e+00
8.475875583736875996e+00 4.695535714472431010e+00
8.484355698671075530e+00 6.122507794616004695e+00
8.492844297961685385e+00 4.551329552227668884e+00
8.501341390097307382e+00 5.535592274289574455e+00
8.509846983575016566e+00 5.036738255328968350e+00
8.518361086900416268e+00 3.935676255532212231e+00
8.526883708587609689e+00 4.539682480641242357e+00
8.535414857159230095e+00 5.219041457541811369e+00
8.543954541146415949e+00 3.512546717939677432e+00
8.552502769088842882e+00 4.706399624192540543e+00
8.561059549534769886e+00 5.620215567271208634e+00
8.569624891040954040e+00 5.455157646790267378e+00
8.578198802172744664e+00 4.850989889879258499e+00
8.586781291504054892e+00 4.679955603486295246e+00
8.595372367617367004e+00 7.230923129228566282e+00
8.603972039103767955e+00 6.500285149457806000e+00
8.612580314562926276e+00 5.105492112539154803e+00
8.621197202603104515e+00 4.170919594109537165e+00
8.629822711841203642e+00 6.230051735848254779e+00
8.638456850902732853e+00 7.242680685767298954e+00
8.647099628421834439e+00 7.554086781512697080e+00
8.655751053041287335e+00 6.390297839995849216e+00
8.664411133412508903e+00 5.584034574069587364e+00
8.673079878195581571e+00 4.878819930453587972e+00
8.681757296059268825e+00 5.522765680841152047e+00
8.690443395680977900e+00 5.150089623832506014e+00
8.699138185746802421e+00 5.287492013639903732e+00
8.707841674951529498e+00 5.595373477305196630e+00
8.716553871998655723e+00 6.404361060004152506e+00
8.725274785600383609e+00 7.409410483352938392e+00
8.734004424477626927e+00 7.858836554300765442e+00
8.742742797360028462e+00 7.683840702673665923e+00
8.751489912985945807e+00 6.389988803641221793e+00
8.760245780102499324e+00 6.699183466943813947e+00
8.769010407465557932e+00 7.149214993124921591e+00
8.777783803839753318e+00 6.235230403530383825e+00
8.786565977998490595e+00 6.292562454721015719e+00
8.795356938723937645e+00 4.319211564729428687e+00
8.804156694807060646e+00 4.776348344224419229e+00
8.812965255047608082e+00 5.964171234917894360e+00
8.821782628254135616e+00 7.684301162159361098e+00
8.830608823244022076e+00 8.085011039587453041e+00
8.839443848843473006e+00 7.722935163056983576e+00
8.848287713887497574e+00 6.996449944641784491e+00
8.857140427219976075e+00 6.933823282053573678e+00
8.866001997693627956e+00 8.018630248466807942e+00
8.874872434170020696e+00 7.484469590615517198e+00
8.883751745519582244e+00 7.190973402793072289e+00
8.892639940621625882e+00 7.683622146742441039e+00
8.901537028364346682e+00 5.710539745220921226e+00
8.910443017644842811e+00 7.734178413888078474e+00
8.919357917369106659e+00 4.246820183483354327e+00
8.928281736452028383e+00 6.697155372288595920e+00
8.937214483817424338e+00 7.789889182278098012e+00
8.946156168398053055e+00 7.243874109156607233e+00
8.955106799135602813e+00 7.483498376733635382e+00
8.964066384980702296e+00 8.244339601788757577e+00
8.973034934892920589e+00 7.857585860282303436e+00
8.982012457840815145e+00 7.900153039173571479e+00
8.990998962801914018e+00 7.652271360564918190e+00
8.999994458762728300e+00 6.404535966703862826e+00
9.008998954718750340e+00 6.963270829991417443e+00
9.018012459674482173e+00 7.901637449643886590e+00
9.027034982643428407e+00 6.428359670187462349e+00
9.036066532648110439e+00 6.483964368335819017e+00
9.045107118720064676e+00 6.562581461937727845e+00
9.054156749899895829e+00 6.300309236389158407e+00
9.063215435237234274e+00 7.923579721610474635e+00
9.072283183790759153e+00 7.728621929428502568e+00
9.081360004628230342e+00 6.859451911771929922e+00
9.090445906826463585e+00 7.054061034009712294e+00
9.099540899471353583e+00 7.512454871641208065e+00
9.108644991657907752e+00 7.984785823440408770e+00
9.117758192490214242e+00 8.019722227595259767e+00
9.126880511081456149e+00 7.393478628879255332e+00
9.136011956553980795e+00 7.270799976890436334e+00
9.145152538039223344e+00 7.529608741745881240e+00
9.154302264677752987e+00 7.102730960760990975e+00
9.163461145619306691e+00 6.274995834608812828e+00
9.172629190022773216e+00 7.067552126919598443e+00
9.181806407056209096e+00 6.889251003175220767e+00
9.190992805896815554e+00 6.262775964011097152e+00
9.200188395730981128e+00 7.299830019024470928e+00
9.209393185754311872e+00 7.168494761514966562e+00
9.218607185171599383e+00 7.175269255124804957e+00
9.227830403196843889e+00 7.189586125119037163e+00
9.237062849053257807e+00 7.386881447690084812e+00
9.246304531973295937e+00 6.608414837093677718e+00
9.255555461198628819e+00 7.289609637225308525e+00
9.264815645980180037e+00 7.048458251347749837e+00
9.274085095578147531e+00 6.834223197194441823e+00
9.283363819261991168e+00 7.076540139336644941e+00
9.292651826310423857e+00 6.556148546527034604e+00
9.301949126011466618e+00 6.980614210141689036e+00
9.311255727662413051e+00 6.096303568974481557e+00
9.320571640569852434e+00 6.203043678497402347e+00
9.329896874049707023e+00 6.364550130392965244e+00
9.339231437427212512e+00 6.652288486267031509e+00
9.348575340036930470e+00 7.003670707637982495e+00
9.357928591222769654e+00 6.730637505165248946e+00
9.367291200337987789e+00 6.630345231531205030e+00
9.376663176745186234e+00 5.714320898389117609e+00
9.386044529816329529e+00 6.796385635299573735e+00
9.395435268932773809e+00 6.569213127921786466e+00
9.404835403485281020e+00 6.759093805673805910e+00
9.414244942873983391e+00 6.375462700343804912e+00
9.423663896508406523e+00 6.302674824025573663e+00
9.433092273807510253e+00 5.980830949143448372e+00
9.442530084199674434e+00 5.781858677649466038e+00
9.451977337122700717e+00 5.903043968279702902e+00
9.461434042023851632e+00 5.674432047645683319e+00
9.470900208359843475e+00 5.492974200437068077e+00
9.480375845596832107e+00 6.171952443166698998e+00
9.489860963210444922e+00 5.729903365454901198e+00
9.499355570685795058e+00 5.761939927230272929e+00
9.508859677517522258e+00 5.439006610158069854e+00
9.518373293209727137e+00 5.428287417795755410e+00
9.527896427276015601e+00 5.366445330742047659e+00
9.537429089239532587e+00 4.662066893040000437e+00
9.546971288632937203e+00 5.423904462701783835e+00
9.556523034998413380e+00 5.045438470521448338e+00
9.566084337887714284e+00 4.978539572649983036e+00
9.575655206862155211e+00 4.980656442459102884e+00
9.585235651492601150e+00 4.911000082544106249e+00
9.594825681359491654e+00 4.707491990953514005e+00
9.604425306052856826e+00 4.577834948863095832e+00
9.614034535172327978e+00 4.814761792711708566e+00
9.623653378327144736e+00 4.357126567269437700e+00
9.633281845136142607e+00 4.317331316472860614e+00
9.642919945227788503e+00 4.579566612178095575e+00
9.652567688240175414e+00 4.782736130171351796e+00
9.662225083821059712e+00 5.092163287589619003e+00
9.671892141627827399e+00 4.932458779690756856e+00
9.681568871327542070e+00 5.300726941867138997e+00
9.691255282596946685e+00 5.331688462936222450e+00
9.700951385122440485e+00 5.076225825208512177e+00
9.710657188600118062e+00 4.942329795054201114e+00
9.720372702735790682e+00 4.702593497757272090e+00
9.730097937244991613e+00 4.644575253515430546e+00
9.739832901852937042e+00 5.084727615756020391e+00
9.749577606294584697e+00 4.845007449554844747e+00
9.759332060314648061e+00 4.814418316752286486e+00
9.769096273667583930e+00 4.569087666508783840e+00
9.778870256117615511e+00 4.628842123677813447e+00
9.788654017438732424e+00 4.697350929364291439e+00
9.798447567414664050e+00 4.727980875256182713e+00
9.808250915838973683e+00 4.519427242262301192e+00
9.818064072515031881e+00 4.695473138236120114e+00
9.827887047255972064e+00 4.506273833936154993e+00
9.837719849884754453e+00 4.636934289865029868e+00
9.847562490234214039e+00 4.663335438006115830e+00
9.857414978147000184e+00 4.458779453477236032e+00
9.867277323475576623e+00 5.016635593935849791e+00
9.877149536082288961e+00 5.187602820568942619e+00
9.887031625839359350e+00 4.939921101202406462e+00
9.896923602628888261e+00 5.054499947099349022e+00
9.906825476342849157e+00 5.082559698865465769e+00
9.916737256883115137e+00 5.080610333824592928e+00
9.926658954161467818e+00 4.461789852747445551e+00
9.936590578099599114e+00 4.511151109582990593e+00
9.946532138629125441e+00 5.409212708672710868e+00
9.956483645691628581e+00 4.954926140689694058e+00
9.966445109238607714e+00 5.444733153615699095e+00
9.976416539231488301e+00 5.594246570138867725e+00
9.986397945641751761e+00 5.225081298122309370e+00
9.996389338450816453e+00 5.433738211982693578e+00
1.000639072765004123e+01 5.529736357352785348e+00
1.001640212324083024e+01 5.560753411891534270e+00
1.002642353523456720e+01 4.031403058825636876e+00
1.003645497365266870e+01 5.348357578800728263e+00
1.004649644852658774e+01 5.452188278192590332e+00
1.005654796989779420e+01 5.629385005750338067e+00
1.006660954781781925e+01 5.441891162552555450e+00
1.007668119234822868e+01 5.818147104603784925e+00
1.008676291356065136e+01 5.309977394985997634e+00
1.009685472153683961e+01 5.803947949717226606e+00
1.010695662636857328e+01 5.903651020846700348e+00
1.011706863815775748e+01 4.172557784597730191e+00
1.012719076701644383e+01 4.378472967622326628e+00
1.013732302306676303e+01 4.743521657750982001e+00
1.014746541644093547e+01 5.657581230812163575e+00
1.015761795728136363e+01 5.635741876403351114e+00
1.016778065574060363e+01 5.704171963926751410e+00
1.017795352198134040e+01 5.423962197409620600e+00
1.018813656617644803e+01 6.012223373612378019e+00
1.019832979850896315e+01 5.584193912980595975e+00
1.020853322917211337e+01 5.396095359434886163e+00
1.021874686836936519e+01 3.983469895784604198e+00
1.022897072631432991e+01 5.166485508751216038e+00
1.023920481323086840e+01 6.120360508621914164e+00
1.024944913935308044e+01 4.843459043673525422e+00
1.025970371492529942e+01 4.449953331515573929e+00
1.026996855020209765e+01 4.288662589562102667e+00
1.028024365544828811e+01 4.960473075908887530e+00
1.029052904093896892e+01 4.455987234432377875e+00
1.030082471695954105e+01 4.622389253642088747e+00
1.031113069380570302e+01 4.358163855589736180e+00
1.032144698178340825e+01 5.397860244964606480e+00
1.033177359120896099e+01 5.195934837255498984e+00
1.034211053240895950e+01 5.422097918142301687e+00
1.035245781572035639e+01 4.900635972178824851e+00
1.036281545149045868e+01 5.242981553074331558e+00
1.037318345007685672e+01 5.785108943448912022e+00
1.038356182184754672e+01 5.486591748957531323e+00
1.039395057718094506e+01 5.393447563454003557e+00
1.040434972646577272e+01 5.454008298010998068e+00
1.041475928010119567e+01 5.542558333965960315e+00
1.042517924849676270e+01 5.071688228695451883e+00
1.043560964207244091e+01 5.507801524424467132e+00
1.044605047125863351e+01 5.087084496757296570e+00
1.045650174649616382e+01 4.854704483709100238e+00
1.046696347823632323e+01 4.698057087167299528e+00
1.047743567694081790e+01 5.096795321784853172e+00
1.048791835308187714e+01 5.143748649752784452e+00
1.049841151714219301e+01 4.266637177299524630e+00
1.050891517961488475e+01 4.207554854035198133e+00
1.051942935100361431e+01 3.685075921937905896e+00
1.052995404182255434e+01 2.433408129508156659e+00
1.054048926259641661e+01 3.783075122904987708e+00
1.055103502386043246e+01 4.220943939482308060e+00
1.056159133616034929e+01 4.946229163726587608e+00
1.057215821005249445e+01 4.779946533132370945e+00
1.058273565610372025e+01 5.113898249676391394e+00
1.059332368489147136e+01 5.086003517851907851e+00
1.060392230700380445e+01 5.444974667564514093e+00
1.061453153303934371e+01 5.438669240263700466e+00
1.062515137360728978e+01 5.149630357567663630e+00
1.063578183932750854e+01 4.973787920707146704e+00
1.064642294083046359e+01 5.702044586495638612e+00
1.065707468875722519e+01 5.597018699886761262e+00
1.066773709375955193e+01 5.910000872875248668e+00
1.067841016649985519e+01 5.655571674014600703e+00
1.068909391765121519e+01 6.179260450304000507e+00
1.069978835789740934e+01 5.990576003615047718e+00
1.071049349793284122e+01 5.900370918824126676e+00
1.072120934846262230e+01 6.011635677505976716e+00
1.073193592020264830e+01 5.435930377897588706e+00
1.074267322387948376e+01 5.906386294429615269e+00
1.075342127023045435e+01 4.776639364765399520e+00
1.076418007000360966e+01 5.527175567662921729e+00
1.077494963395772487e+01 6.294710123277852176e+00
1.078572997286235946e+01 5.683096979584139063e+00
1.079652109749786604e+01 6.157057439514605157e+00
1.080732301865535838e+01 5.629561147972461654e+00
1.081813574713675052e+01 5.627376827813638904e+00
1.082895929375480470e+01 5.454670287948700569e+00
1.083979366933308341e+01 4.055168850407582681e+00
1.085063888470592630e+01 5.398149456337046459e+00
1.086149495071854787e+01 5.464904398085594472e+00
1.087236187822703393e+01 5.698215779310313422e+00
1.088323967809830783e+01 5.621276072604125318e+00
1.089412836121015538e+01 5.426496941509777905e+00
1.090502793845127272e+01 5.373727150449386869e+00
1.091593842072125575e+01 4.608283538228334919e+00
1.092685981893055747e+01 4.769731374766834620e+00
1.093779214400056965e+01 5.240272667879660062e+00
1.094873540686364244e+01 5.204995190343129963e+00
1.095968961846305412e+01 5.233561210074312520e+00
1.097065478975298625e+01 5.105363300380970415e+00
1.098163093169861249e+01 5.069704114938636152e+00
1.099261805527609326e+01 4.328995820487495649e+00
1.100361617147250470e+01 3.582115104812782391e+00
1.101462529128598611e+01 4.729106961451299718e+00
1.102564542572569728e+01 4.670873511398134781e+00
1.103667658581177058e+01 4.411242015402416783e+00
1.104771878257536777e+01 4.513007841681749177e+00
1.105877202705865159e+01 4.393220224982139932e+00
1.106983633031488701e+01 4.134617918382163637e+00
1.108091170340838083e+01 3.823967830015189140e+00
1.109199815741450301e+01 4.146861571424149240e+00
1.110309570341971686e+01 4.372326837356635743e+00
1.111420435252153993e+01 4.477023454720089113e+00
1.112532411582863290e+01 4.272633267314212446e+00
1.113645500446078351e+01 4.425173113367960376e+00
1.114759702954887644e+01 3.325723227130670701e+00
1.115875020223492164e+01 3.681051463197662521e+00
1.116991453367207754e+01 3.574559970360640548e+00
1.118109003502470777e+01 3.688736907955899813e+00
1.119227671746831376e+01 3.637051049854872709e+00
1.120347459218956310e+01 3.415640501926916706e+00
1.121468367038634106e+01 3.231488148423796503e+00
1.122590396326773821e+01 3.135385029070798524e+00
1.123713548205403256e+01 2.991941353025536543e+00
1.124837823797674297e+01 3.191956704724345784e+00
1.125963224227863257e+01 3.184808935562134735e+00
1.127089750621371778e+01 2.668359449750901558e+00
1.128217404104722554e+01 2.899561703586427175e+00
1.129346185805569291e+01 3.013837341124688152e+00
1.130476096852695456e+01 2.882677395083176997e+00
1.131607138376011612e+01 2.964646115751923272e+00
1.132739311506561641e+01 2.748423006508861288e+00
1.133872617376518122e+01 2.895408786315765148e+00
1.135007057119186236e+01 2.814741726031318336e+00
1.136142631869005903e+01 2.845945083995942593e+00
1.137279342761551248e+01 2.530423373510861218e+00
1.138417190933534684e+01 2.535245904905404579e+00
1.139556177522804603e+01 2.378407641416454776e+00
1.140696303668344669e+01 2.416500276495136657e+00
1.141837570510285005e+01 2.323035748516361743e+00
1.142979979189892958e+01 2.171146352881991870e+00
1.144123530849573278e+01 2.264042892718407085e+00
1.145268226632879305e+01 2.355513346151909104e+00
1.146414067684506044e+01 2.042216187469302557e+00
1.147561055150295850e+01 2.174243394467489487e+00
1.148709190177237893e+01 2.153992355776195744e+00
1.149858473913466561e+01 2.029770428382321690e+00
1.151008907508264123e+01 1.994229826003857786e+00
1.152160492112064460e+01 1.996898796299806378e+00
1.153313228876454133e+01 2.150807004867922423e+00
1.154467118954168825e+01 1.952970487798701305e+00
1.155622163499099919e+01 1.796133176648324392e+00
1.156778363666291476e+01 1.963836947766479879e+00
1.157935720611939345e+01 1.893067532604862713e+00
1.159094235493406444e+01 1.870779502616001233e+00
1.160253909469204991e+01 1.698482880870571199e+00
1.161414743699006635e+01 1.801760578907669386e+00
1.162576739343652221e+01 1.699379649201870235e+00
1.163739897565136694e+01 1.584962117956417282e+00
1.164904219526613538e+01 1.844234174439993934e+00
1.166069706392407035e+01 1.557703809336990375e+00
1.167236359328002493e+01 1.430462808528258467e+00
1.168404179500053175e+01 1.841430528113970233e+00
1.169573168076382252e+01 1.502126672227204640e+00
1.170743326225975878e+01 1.363251946904584289e+00
1.171914655118992599e+01 1.692344842392283111e+00
1.173087155926761760e+01 1.393481129636401583e+00
1.174260829821783325e+01 1.342113704067691149e+00
1.175435677977733384e+01 1.611036508532500910e+00
1.176611701569460777e+01 1.529528363972341598e+00
1.177788901772987806e+01 1.248445257795166352e+00
1.178967279765513254e+01 1.416837173885625578e+00
1.180146836725415938e+01 1.452467786820870410e+00
1.181327573832253641e+01 1.340824505482267170e+00
1.182509492266764717e+01 1.324797305940577985e+00
1.183692593210868438e+01 1.655857593501117275e+00
1.184876877847663401e+01 1.501569140099996424e+00
1.186062347361432678e+01 1.221589272050046082e+00
1.187249002937649855e+01 1.579779395112544060e+00
1.188436845762971572e+01 2.146883309930928796e+00
1.189625877025236811e+01 1.122302473688967517e+00
1.190816097913477911e+01 1.445051805700526604e+00
1.192007509617916661e+01 2.737847971249225854e+00
1.193200113329961809e+01 1.089182230561642983e+00
1.194393910242220258e+01 1.452513285916360752e+00
1.195588901548488714e+01 2.708656812471763153e+00
1.196785088443757417e+01 1.506827628431748112e+00
1.197982472124212805e+01 1.608313440387768134e+00
1.199181053787241602e+01 2.306144416134280117e+00
1.200380834631422822e+01 1.707200751832868235e+00
1.201581815856538427e+01 1.456241087733152639e+00
1.202783998663571730e+01 2.278547360506959052e+00
1.203987384254702775e+01 2.292724604277766698e+00
1.205191973833318109e+01 1.287114810897041828e+00
1.206397768604006693e+01 1.773572966515724492e+00
1.207604769772563813e+01 2.172660484765544631e+00
1.208812978545991257e+01 1.173295372068716702e+00
1.210022396132499090e+01 1.410233882506149783e+00
1.211233023741503700e+01 2.736750820137246354e+00
1.212444862583633132e+01 1.092640755809049402e+00
1.213657913870727256e+01 1.289577075220109448e+00
1.214872178815835468e+01 2.290804834090810260e+00
1.216087658633222013e+01 1.277670626986534108e+00
1.217304354538368472e+01 1.756460312473438590e+00
1.218522267747971277e+01 2.342029123362814769e+00
1.219741399479943134e+01 1.493447247500738095e+00
1.220961750953417990e+01 1.305674954065201732e+00
1.222183323388744647e+01 1.742670800453344881e+00
1.223406118007494747e+01 1.892797874105597078e+00
1.224630136032464556e+01 1.215584638239238346e+00
1.225855378687672292e+01 1.749686528874403457e+00
1.227081847198362219e+01 2.074204606109640192e+00
1.228309542791001974e+01 1.156874190556832049e+00
1.229538466693285770e+01 1.675822806044305224e+00
1.230768620134138125e+01 2.241774490926671248e+00
1.232000004343713506e+01 1.255946783740846007e+00
1.233232620553395975e+01 1.852405290337636012e+00
1.234466469995803273e+01 1.947869668665822118e+00
1.235701553904784689e+01 1.426043401881567529e+00
1.236937873515422659e+01 1.716020365149410365e+00
1.238175430064036320e+01 1.711754791338455872e+00
1.239414224788182928e+01 1.716200038986812615e+00
1.240654258926657327e+01 1.466123653382482406e+00
1.241895533719494793e+01 1.789015764271570497e+00
1.243138050407970141e+01 1.801944032772030191e+00
1.244381810234597729e+01 1.365574011035385338e+00
1.245626814443139274e+01 2.086649042677626742e+00
1.246873064278601007e+01 1.569996630226079493e+00
1.248120560987228522e+01 1.281597695095326062e+00
1.249369305816520281e+01 2.148788997924122146e+00
1.250619300015223345e+01 1.796138328391682970e+00
1.251870544833331600e+01 1.250287869723955225e+00
1.253123041522088243e+01 1.802770138497702179e+00
1.254376791333988095e+01 1.881046506533846641e+00
1.255631795522783989e+01 1.519145314938804114e+00
1.256888055343483224e+01 1.739693418449228535e+00
1.258145572052343297e+01 2.047653529381213922e+00
1.259404346906877592e+01 1.588685981482143683e+00
1.260664381165862302e+01 1.942145753798812047e+00
1.261925676089335191e+01 1.989652804544825404e+00
1.263188232938587952e+01 1.609370535323465079e+00
1.264452052976177043e+01 1.996161397868142950e+00
1.265717137465927955e+01 2.322870511993713194e+00
1.266983487672921349e+01 2.042575946188514457e+00
1.268251104863505674e+01 2.325365927369954733e+00
1.269519990305300539e+01 2.361676531605525931e+00
1.270790145267191740e+01 1.832044137661106742e+00
1.272061571019333925e+01 2.157931979039898085e+00
1.273334268833151661e+01 2.496155770141411878e+00
1.274608239981345470e+01 2.224639405298976413e+00
1.275883485737886680e+01 2.222029853144646960e+00
1.277160007378020090e+01 2.760293122153076872e+00
1.278437806178266989e+01 2.312918427615386019e+00
1.279716883416425510e+01 2.608422614513607574e+00
1.280997240371574897e+01 2.414576773582749691e+00
1.282278878324071059e+01 2.791104967538471815e+00
1.283561798555550659e+01 2.250601629537420934e+00
1.284846002348936622e+01 3.017797980399640423e+00
1.286131490988431381e+01 2.641057024683889143e+00
1.287418265759523628e+01 2.645453075964189882e+00
1.288706327948990271e+01 2.720154681165199761e+00
1.289995678844894478e+01 2.926342772917214230e+00
1.291286319736583721e+01 3.083198557431170883e+00
1.292578251914697951e+01 3.366580759730859906e+00
