# wavelength[um] flux[W/sr/m2/um]
4.433653498549093186e+00 5.955178002253724845e-01
4.438089369613354762e+00 7.535006525373866282e-01
4.442529678767354717e+00 7.470187102481795627e-01
4.446974430451398952e+00 7.876896170810131492e-01
4.451423629110244917e+00 7.015494580508575551e-01
4.455877279193092733e+00 6.992634567036815074e-01
4.460335385153590515e+00 6.419428830332555291e-01
4.464797951449841484e+00 6.469759411751588862e-01
4.469264982544411069e+00 6.598260293490830763e-01
4.473736482904336675e+00 5.527261965086351925e-01
4.478212457001122360e+00 4.677152870621421044e-01
4.482692909310737051e+00 4.018509950026629696e-01
4.487177844313640307e+00 4.299314540050447886e-01
4.491667266494762778e+00 4.316713412384417525e-01
4.496161180343516861e+00 2.962113643771808746e-01
4.500659590353822459e+00 2.319196335067231496e-01
4.505162501024093658e+00 2.552656075185859019e-01
4.509669916857241390e+00 2.549563402619794972e-01
4.514181842360688535e+00 1.447829416531494218e-01
4.518698282046352155e+00 1.186793502307015996e-01
4.523219240430670141e+00 1.579804029858956627e-01
4.527744722034610092e+00 1.084128052363649702e-01
4.532274731383646227e+00 5.954175124590184442e-02
4.536809273007785137e+00 8.553986538277273677e-02
4.541348351441579112e+00 7.611486895427099775e-02
4.545891971224099493e+00 3.268139503035282639e-02
4.550440136898975751e+00 4.698831251119917757e-02
4.554992853014370624e+00 4.625240962782743714e-02
4.559550124122995207e+00 1.816954853388001723e-02
4.564111954782122282e+00 2.941174040611375592e-02
4.568678349553586315e+00 2.837182580814857566e-02
4.573249313003776351e+00 1.157217215546269863e-02
4.577824849703659993e+00 2.308032381294366359e-02
4.582404964228774524e+00 1.753252133383441380e-02
4.586989661159233123e+00 9.395798952382164795e-03
4.591578945079738183e+00 1.914433278098544994e-02
4.596172820579575991e+00 1.004886482847097348e-02
4.600771292252614941e+00 1.182405693337341621e-02
4.605374364697328637e+00 1.580643643966371872e-02
4.609982042516789669e+00 6.843299938016199173e-03
4.614594330318677606e+00 1.574659233622308085e-02
4.619211232715274562e+00 1.068199393994788242e-02
4.623832754323488281e+00 1.099055184154701902e-02
4.628458899764849477e+00 1.757831450655772745e-02
4.633089673665492292e+00 7.480083011652607049e-03
4.637725080656193377e+00 2.229402154762834959e-02
4.642365125372356793e+00 1.219916031490810363e-02
4.647009812454028221e+00 2.345298581322722772e-02
4.651659146545906509e+00 3.147186429602934210e-02
4.656313132297318802e+00 2.504131748080584349e-02
4.660971774362248077e+00 1.013612127842667965e-01
4.665635077399347352e+00 2.049187007704946772e-01
4.670303046071911268e+00 1.214627209180944162e-01
4.674975685047906282e+00 2.367772800583886963e-02
4.679652998999974223e+00 4.516624014829834916e-02
4.684334992605429626e+00 2.281958574713753227e-02
4.689021670546271281e+00 2.551969352101703808e-02
4.693713037509176011e+00 2.416715974539960371e-02
4.698409098185504895e+00 1.593152473754504833e-02
4.703109857271324579e+00 2.839805567560610075e-02
4.707815319467393955e+00 1.185621373283694650e-02
4.712525489479173046e+00 3.145693828231121980e-02
4.717240372016835437e+00 1.020674101044314816e-02
4.721959971795260280e+00 3.557470649648265815e-02
4.726684293534048287e+00 1.022389382999408687e-02
4.731413341957528829e+00 3.999725959488610594e-02
4.736147121794751946e+00 1.165571719273592391e-02
4.740885637779490125e+00 4.661281035946470558e-02
4.745628894650255170e+00 1.408713859268191822e-02
4.750376897150309752e+00 5.595972887473101010e-02
4.755129650027656751e+00 1.745769938231786847e-02
4.759887158035051691e+00 6.909083228196044590e-02
4.764649425930005400e+00 2.173613783764693358e-02
4.769416458474777798e+00 8.786788965112921068e-02
4.774188260436393882e+00 2.580807831524764909e-02
4.778964836586673037e+00 1.061658047872092586e-01
4.783746191702191730e+00 3.236394687027270567e-02
4.788532330564299500e+00 1.470562153214214629e-01
4.793323257959137607e+00 4.041885674570887960e-02
4.798118978677631041e+00 1.817884099599642866e-01
4.802919497515497405e+00 5.234233937355844968e-02
4.807724819273262007e+00 1.881573773268568894e-01
4.812534948756252540e+00 4.160800443882667343e-02
4.817349890774592858e+00 2.064615668718733921e-01
4.822169650143221631e+00 9.301795240355804906e-02
4.826994231681898562e+00 2.058327813981567223e-01
4.831823640215216820e+00 1.308963860604434870e-01
4.836657880572579948e+00 2.143653573498134068e-01
4.841496957588230288e+00 1.739877981637270032e-01
4.846340876101235651e+00 2.226393904687591074e-01
4.851189640955513305e+00 3.400264049275123490e-01
4.856043256999840629e+00 2.037459521560178732e-01
4.860901729087831136e+00 3.902691145290838048e-01
4.865765062077957559e+00 2.252959565825726207e-01
4.870633260833544753e+00 4.465973579883859568e-01
4.875506330222795448e+00 2.599195606210382703e-01
4.880384275118787585e+00 5.382193186858320599e-01
4.885267100399468099e+00 3.252000468191131310e-01
4.890154810947647590e+00 4.963579754349984885e-01
4.895047411651042069e+00 5.538533563122034487e-01
4.899944907402259631e+00 3.618379999605049746e-01
4.904847303098789801e+00 7.560315018399804687e-01
4.909754603643035509e+00 5.346810082639504857e-01
4.914666813942293544e+00 8.579708807483497068e-01
4.919583938908781207e+00 7.077509440962266307e-01
4.924505983459624758e+00 1.060440346431567704e+00
4.929432952516856759e+00 9.369368966925465392e-01
4.934364851007448038e+00 6.831582385466248297e-01
4.939301683863292602e+00 1.113763899893660758e+00
4.944243456021227168e+00 7.447260051382839086e-01
4.949190172423037382e+00 1.042996929598362321e+00
4.954141838015429400e+00 5.067367606716508543e-01
4.959098457750073408e+00 6.071706369391867142e-01
4.964060036583591184e+00 1.115526920905278052e+00
4.969026579477557881e+00 1.175648593191051861e+00
4.973998091398528665e+00 1.212445525688644388e+00
4.978974577317995198e+00 7.575741706527877595e-01
4.983956042212439819e+00 1.262760448052204776e+00
4.988942491063345308e+00 1.254112669049419093e+00
4.993933928857153148e+00 1.316028159036340295e+00
4.998930360585300825e+00 1.172805374677486911e+00
5.003931791244230709e+00 8.391551640222798536e-01
5.008938225835386504e+00 1.235811285230487666e+00
5.013949669365177719e+00 9.910964001050565075e-01
5.018966126845049835e+00 3.322615782285205932e-01
5.023987603291483417e+00 8.644776183638963607e-01
5.029014103725941709e+00 6.364004099990498986e-01
5.034045633174911494e+00 1.129137039258781838e+00
5.039082196669929736e+00 1.295158772772462275e+00
5.044123799247563156e+00 1.332484762773065601e+00
5.049170445949409114e+00 1.407790143766393776e+00
5.054222141822116932e+00 1.390565616477946742e+00
5.059278891917391441e+00 1.138285873935205084e+00
5.064340701291981439e+00 1.371937245636005942e+00
5.069407575007690347e+00 1.379803411143665226e+00
5.074479518131395750e+00 1.260699239054855925e+00
5.079556535735048506e+00 8.696991157554539997e-01
5.084638632895669197e+00 4.421737526043924005e-01
5.089725814695342798e+00 1.118794481035992883e+00
5.094818086221257758e+00 1.203729661837728449e+00
5.099915452565697116e+00 8.907405075846787090e-01
5.105017918826000312e+00 1.275540856809600054e+00
5.110125490104636903e+00 9.491738659945856416e-01
5.115238171509194132e+00 8.191258448014865357e-01
5.120355968152357384e+00 1.292471964495552683e+00
5.125478885151911967e+00 1.181112817359596390e+00
5.130606927630776859e+00 1.110814237446644093e+00
5.135740100717002932e+00 7.797974100342656145e-01
5.140878409543741867e+00 5.800708480292180447e-01
5.146021859249313657e+00 4.680221666954859638e-01
5.151170454977185287e+00 6.618813302257583464e-01
5.156324201875936986e+00 1.065789393486716197e+00
5.161483105099309299e+00 1.181337382134951097e+00
5.166647169806227069e+00 1.206661861255941881e+00
5.171816401160747922e+00 6.469588576373835886e-01
5.176990804332091578e+00 1.134646412134052484e+00
5.182170384494675375e+00 1.259600718144093801e+00
5.187355146828076080e+00 1.152140826755458480e+00
5.192545096517046765e+00 1.002276231148531371e+00
5.197740238751555886e+00 5.573217178296575591e-01
5.202940578726747312e+00 5.161218458873000348e-01
5.208146121642936777e+00 7.056919970733999126e-01
5.213356872705670497e+00 3.350303169739174969e-01
5.218572837125715402e+00 6.839990693423957380e-01
5.223794020119036041e+00 8.990440601887919048e-01
5.229020426906815011e+00 1.004329016564550203e+00
5.234252062715459175e+00 5.350170881402100953e-01
5.239488932776602326e+00 5.314526938085621932e-01
5.244731042327116732e+00 9.137337787092044694e-01
5.249978396609109588e+00 7.272346728855398901e-01
5.255231000869925673e+00 1.061313853223634585e+00
5.260488860362181995e+00 1.063787251906450626e+00
5.265751980343742922e+00 1.097111522572481457e+00
5.271020366077721064e+00 9.852036569399501564e-01
5.276294022832505703e+00 5.103446464209693278e-01
5.281572955881746800e+00 9.024381970120550767e-01
5.286857170504389636e+00 8.724544427010996195e-01
5.292146671984641948e+00 3.222718873202002343e-01
5.297441465612009459e+00 8.576984895158128452e-01
5.302741556681281665e+00 8.945743787774980138e-01
5.308046950492545157e+00 7.591464832388062911e-01
5.313357652351208493e+00 1.225716470932622926e+00
5.318673667567959562e+00 1.156298975636641746e+00
5.323995001458826870e+00 1.218393699418454768e+00
5.329321659345144901e+00 1.047816735825791712e+00
5.334653646553559447e+00 1.131443375836038490e+00
5.339990968416064021e+00 9.477562053111322493e-01
5.345333630269974101e+00 5.564680887663163711e-01
5.350681637457967987e+00 2.593187381403927461e-01
5.356034995328045945e+00 3.366442728591206857e-01
5.361393709233554183e+00 8.107576880368044803e-01
5.366757784533227493e+00 1.036977832139208244e+00
5.372127226591127069e+00 9.399098488320820621e-01
5.377502040776687586e+00 9.859822873289234568e-01
5.382882232464750061e+00 9.355493933074998658e-01
5.388267807035500567e+00 1.082463315671021276e+00
5.393658769874506653e+00 1.128065813348703594e+00
5.399055126372735103e+00 9.333789474791474028e-01
5.404456881926535949e+00 1.060321729894492471e+00
5.409864041937665569e+00 6.414428771781773841e-01
5.415276611813294672e+00 6.166196644189162468e-01
5.420694596965989653e+00 2.537646412088558900e-01
5.426118002813722363e+00 4.684478462916102370e-01
5.431546834779906519e+00 8.538142408851204790e-01
5.436981098293380832e+00 9.915427774122534954e-01
5.442420798788408121e+00 6.217264299981828390e-01
5.447865941704685966e+00 8.492218692399760016e-01
5.453316532487360035e+00 9.460395657847399109e-01
5.458772576587027636e+00 7.622846863109978832e-01
5.464234079459717286e+00 2.821050898233737336e-01
5.469701046566937563e+00 5.438747212568453282e-01
5.475173483375657568e+00 6.605854436077132075e-01
5.480651395358322020e+00 4.718804174472797097e-01
5.486134787992848594e+00 8.588304648838894773e-01
5.491623666762627032e+00 1.131867417188758829e+00
5.497118037156523584e+00 1.151364915141053435e+00
5.502617904668907656e+00 1.001390191622024251e+00
5.508123274799649138e+00 1.201158021470610349e+00
5.513634153054125520e+00 1.099192896530728492e+00
5.519150544943213887e+00 6.240076383504865598e-01
5.524672455983298036e+00 5.420069465894657990e-01
5.530199891696303105e+00 7.763036169860456637e-01
5.535732857609660051e+00 1.051208736010506239e+00
5.541271359256338513e+00 8.324074531862131199e-01
5.546815402174844145e+00 7.069347257556998221e-01
5.552364991909218617e+00 6.128660638437497532e-01
5.557920134009044943e+00 4.153492271274463743e-01
5.563480834029461697e+00 7.682014257457180362e-01
5.569047097531185209e+00 4.680781110452146843e-01
5.574618930080467827e+00 5.134849334698998735e-01
5.580196337249130778e+00 3.186412923858998325e-01
5.585779324614604135e+00 5.486834067593756581e-01
5.591367897759871752e+00 8.294582612151245593e-01
5.596962062273499683e+00 1.074466427218216502e+00
5.602561823749654835e+00 6.662403045003184587e-01
5.608167187788102304e+00 8.669088447601416281e-01
5.613778159994197381e+00 4.981893837856136709e-01
5.619394745978918415e+00 6.012999247450856455e-01
5.625016951358852602e+00 8.538597590256343794e-01
5.630644781756208417e+00 5.759133201449982975e-01
5.636278242798814730e+00 5.421386266583889668e-01
5.641917340120138569e+00 2.402095938333282943e-01
5.647562079359275344e+00 3.752401353381319971e-01
5.653212466160955074e+00 5.394197773661989492e-01
5.658868506175564583e+00 7.186428428150778425e-01
5.664530205059156387e+00 9.455362342745676774e-01
5.670197568473430039e+00 7.847137700090119905e-01
5.675870602085741901e+00 3.603865598950287685e-01
5.681549311569130012e+00 8.046371175526790820e-01
5.687233702602297214e+00 6.916047252285982827e-01
5.692923780869640460e+00 4.932194993677241346e-01
5.698619552061241045e+00 9.427110721762866907e-01
5.704321021872854836e+00 7.345734782022529386e-01
5.710028196005964674e+00 3.755815088878436958e-01
5.715741080167752841e+00 4.598344888549228404e-01
5.721459680071105502e+00 3.428479223008137344e-01
5.727184001434619809e+00 5.098628039089850850e-01
5.732914049982608340e+00 5.551766308140533290e-01
5.738649831445122196e+00 5.466743887826399639e-01
5.744391351557942116e+00 4.837129049794409164e-01
5.750138616062591801e+00 3.954309711653323789e-01
5.755891630706342355e+00 5.990667341329851681e-01
5.761650401242202513e+00 4.394655167571853149e-01
5.767414933428949730e+00 2.131482374506295518e-01
5.773185233031118635e+00 5.481099522742961527e-01
5.778961305818993921e+00 4.697152925750905927e-01
5.784743157568644101e+00 8.684664907580831317e-01
5.790530794061934827e+00 1.019302280121716198e+00
5.796324221086497808e+00 1.042288087934141405e+00
5.802123444435760113e+00 6.471906947872757554e-01
5.807928469908951286e+00 7.904296785527453739e-01
5.813739303311101558e+00 6.371443718045046722e-01
5.819555950453048077e+00 2.516808854060988421e-01
5.825378417151428678e+00 3.722176119713867526e-01
5.831206709228702323e+00 3.310785919701401125e-01
5.837040832513173072e+00 5.640067414193723483e-01
5.842880792838964332e+00 7.615095737300261458e-01
5.848726596046033066e+00 6.073268759401587724e-01
5.854578247980187555e+00 6.722673139963958322e-01
5.860435754493076743e+00 3.237263093182449203e-01
5.866299121442202669e+00 4.077059770279706785e-01
5.872168354690941783e+00 5.664369939813573840e-01
5.878043460108523632e+00 2.781845638477417615e-01
5.883924443570054841e+00 2.398318176324682194e-01
5.889811310956534207e+00 4.508854851447520184e-01
5.895704068154810074e+00 2.415869155146703195e-01
5.901602721057636280e+00 5.283810129411155021e-01
5.907507275563671278e+00 6.775829755283158118e-01
5.913417737577481681e+00 6.691106607950954022e-01
5.919334113009534271e+00 5.612581182172418082e-01
5.925256407776182677e+00 5.523745687827205098e-01
5.931184627799722442e+00 4.633502136770258351e-01
5.937118779008376812e+00 2.007812192752113922e-01
5.943058867336306506e+00 4.137747131224960295e-01
5.949004898723619483e+00 5.758994594567147240e-01
5.954956879116324764e+00 4.740012124343953581e-01
5.960914814466400813e+00 7.280994051400127010e-01
5.966878710731783109e+00 3.940657412560152895e-01
5.972848573876380129e+00 5.333880906994862281e-01
5.978824409870049372e+00 6.345243116223165947e-01
5.984806224688616894e+00 4.466469838546585081e-01
5.990794024313907506e+00 3.047515365122611120e-01
5.996787814733729682e+00 5.653046076933658792e-01
6.002787601941870221e+00 7.117533242972922114e-01
6.008793391938101358e+00 7.442845286943058358e-01
6.014805190728216289e+00 3.704606036871947450e-01
6.020823004324017624e+00 7.689676093313486671e-01
6.026846838743329826e+00 9.525204519993148988e-01
6.032876700009986770e+00 7.918125732298146868e-01
6.038912594153839741e+00 5.218685750735604367e-01
6.044954527210790296e+00 2.737195082683474556e-01
6.051002505222769834e+00 1.538630253707663209e-01
6.057056534237768020e+00 5.547659682580218243e-01
6.063116620309810578e+00 6.007365444409468180e-01
6.069182769498975283e+00 3.161388093052983073e-01
6.075254987871399948e+00 3.311945061670513168e-01
6.081333281499318844e+00 5.644026612612024207e-01
6.087417656461035165e+00 7.876440646849597327e-01
6.093508118840904153e+00 8.408751145248157810e-01
6.099604674729399711e+00 7.542643242200365306e-01
6.105707330223097529e+00 4.698187863270548714e-01
6.111816091424631558e+00 3.636597991001987440e-01
6.117930964442756192e+00 4.148513093276716690e-01
6.124051955392354252e+00 6.575917587383701690e-01
6.130179070394424556e+00 9.801959158700919161e-01
6.136312315576075704e+00 9.794553290498171361e-01
6.142451697070548278e+00 5.031949184865898150e-01
6.148597221017229053e+00 7.154018252978535664e-01
6.154748893561648337e+00 7.387318512420989469e-01
6.160906720855489738e+00 3.602971584137871774e-01
6.167070709056560851e+00 5.900541676878976460e-01
6.173240864328839450e+00 8.355092215587601734e-01
6.179417192842489470e+00 7.031097012581188910e-01
6.185599700773853904e+00 2.902525064841250946e-01
6.191788394305445031e+00 7.074944590332522543e-01
6.197983279625935538e+00 9.609144079362433866e-01
6.204184362930218910e+00 1.147419905125887318e+00
6.210391650419379239e+00 5.598426269529120924e-01
6.216605148300705430e+00 9.022065692385502489e-01
6.222824862787705413e+00 7.713428917885377656e-01
6.229050800100091045e+00 1.231554775949295077e+00
6.235282966463794985e+00 9.076178910559563606e-01
6.241521368110988455e+00 8.696660334411630000e-01
6.247766011280059040e+00 1.024780873687342053e+00
6.254016902215655982e+00 9.540658060921609618e-01
6.260274047168675082e+00 1.146476901242384550e+00
6.266537452396248042e+00 9.356514020183749336e-01
6.272807124161805525e+00 8.917234747480564661e-01
6.279083068735027418e+00 1.168625042801175962e+00
6.285365292391835723e+00 9.709482476783739546e-01
6.291653801414451408e+00 8.325297473935986403e-01
6.297948602091395287e+00 8.650539143248331397e-01
6.304249700717476479e+00 1.107415423838056023e+00
6.310557103593776418e+00 1.139623162353410768e+00
6.316870817027704810e+00 1.107857751078930919e+00
6.323190847332971209e+00 1.075802539825811976e+00
6.329517200829613444e+00 9.075699927826752500e-01
6.335849883843987840e+00 6.620259739237284169e-01
6.342188902708793208e+00 2.684789046873182761e-01
6.348534263763021990e+00 4.692338526438386004e-01
6.354885973352024209e+00 7.058786415664958236e-01
6.361244037827538556e+00 6.506123255290714447e-01
6.367608463547619557e+00 4.599405039380478066e-01
6.373979256876696198e+00 4.253833509672572122e-01
6.380356424185563924e+00 6.237313040107340667e-01
6.386739971851379316e+00 5.172451931821702154e-01
6.393129906257697392e+00 4.668065045151289505e-01
6.399526233794450292e+00 5.577647855978419278e-01
6.405928960857968590e+00 3.665882861694248485e-01
6.412338093850992848e+00 2.499600173375284007e-01
6.418753639182643411e+00 2.086186763242006692e-01
6.425175603268465707e+00 3.567651207838156702e-01
6.431603992530422254e+00 3.463723841482188592e-01
6.438038813396905979e+00 4.185330107863703408e-01
6.444480072302737561e+00 4.705229545386240830e-01
6.450927775689183186e+00 3.705876142024935871e-01
6.457381930003953663e+00 3.821550661659109949e-01
6.463842541701190214e+00 3.634077184285702256e-01
6.470309617241494671e+00 2.350526844268041038e-01
6.476783163091949902e+00 2.745758951946504767e-01
6.483263185726116262e+00 1.925435982220480013e-01
6.489749691624008499e+00 1.728895836870131542e-01
6.496242687272122396e+00 1.766912210540071138e-01
6.502742179163471192e+00 1.908094767491931854e-01
6.509248173797545611e+00 1.832051738553452103e-01
6.515760677680336066e+00 2.158876998273203118e-01
6.522279697324338876e+00 2.321685056157554994e-01
6.528805239248586467e+00 2.558601761147529241e-01
6.535337309978613618e+00 2.715937237536175108e-01
6.541875916046493877e+00 2.996960661010250604e-01
6.548421063990831570e+00 2.744284659500152990e-01
6.554972760356781336e+00 1.960660698078298958e-01
6.561531011696033922e+00 2.963287659978705579e-01
6.568095824566834828e+00 2.511506756702671095e-01
6.574667205534010073e+00 2.080439415558634486e-01
6.581245161168945756e+00 2.151184559495512294e-01
6.587829698049589844e+00 2.331849753728149621e-01
6.594420822760478806e+00 2.366067047180017147e-01
6.601018541892748281e+00 2.088829352269879480e-01
6.607622862044109979e+00 2.762690793945641321e-01
6.614233789818874776e+00 2.102320248287559978e-01
6.620851331827975805e+00 1.851828862840785295e-01
6.627475494688961355e+00 1.991086921274268784e-01
6.634106285025993976e+00 1.792192037943057259e-01
6.640743709469855816e+00 1.742287986972028413e-01
6.647387774657984139e+00 1.873326551745660429e-01
6.654038487234453569e+00 2.730608266222913638e-01
6.660695853849973425e+00 2.838231856286748123e-01
6.667359881161896595e+00 2.004197997232603501e-01
6.674030575834250634e+00 2.070904432376798332e-01
6.680707944537742193e+00 2.128042992037185444e-01
6.687391993949728608e+00 2.046860708511571147e-01
6.694082730754263189e+00 1.857381945648282351e-01
6.700780161642089006e+00 1.900648672145670848e-01
6.707484293310628232e+00 1.964720462327680384e-01
6.714195132464016780e+00 1.775568646060219913e-01
6.720912685813111409e+00 1.883623524748639921e-01
6.727636960075451533e+00 1.889461685422366977e-01
6.734367961975309846e+00 2.559773011691374167e-01
6.741105698243684330e+00 1.821389825637227122e-01
6.747850175618314239e+00 1.736996258598092757e-01
6.754601400843687209e+00 2.014588311976400481e-01
6.761359380671025932e+00 2.271881429918025663e-01
6.768124121858305919e+00 2.248720420955376553e-01
6.774895631170272381e+00 1.757153261858302451e-01
6.781673915378439332e+00 2.086931677852990885e-01
6.788458981261083380e+00 1.861104725904479673e-01
6.795250835603268591e+00 1.792141634933156757e-01
6.802049485196855372e+00 1.868225720922478683e-01
6.808854936840480043e+00 2.127786473871596251e-01
6.815667197339611683e+00 2.275612912892820139e-01
6.822486273506513932e+00 1.947782442427821725e-01
6.829312172160262762e+00 2.011525104729303404e-01
6.836144900126752688e+00 2.101923868875552603e-01
6.842984464238715425e+00 2.255691756234395884e-01
6.849830871335718996e+00 1.968938862288584501e-01
6.856684128264157962e+00 2.089953373028926586e-01
6.863544241877307606e+00 2.056024172842882136e-01
6.870411219035266193e+00 2.148239549321894759e-01
6.877285066604999386e+00 2.145732212644383408e-01
6.884165791460373107e+00 2.399021220415823441e-01
6.891053400482104685e+00 2.837931043435527600e-01
6.897947900557811707e+00 2.271213465003247556e-01
6.904849298582002248e+00 2.096016100130168314e-01
6.911757601456057998e+00 2.196677213108236548e-01
6.918672816088298205e+00 2.646152250504062442e-01
6.925594949393933497e+00 2.187778240839111932e-01
6.932524008295088969e+00 2.717023950113263142e-01
6.939459999720836159e+00 2.546509406223089189e-01
6.946402930607153969e+00 2.895738171179877973e-01
6.953352807896971299e+00 2.424346807797876924e-01
6.960309638540181254e+00 2.412352445570426773e-01
6.967273429493618941e+00 2.821074912894346864e-01
6.974244187721073907e+00 2.998154475782436879e-01
6.981221920193293684e+00 2.963306170651442972e-01
6.988206633888011332e+00 3.370650965867914572e-01
6.995198335789934774e+00 2.967890563541262239e-01
7.002197032890780548e+00 3.455684335423032660e-01
7.009202732189245388e+00 3.212901554756792399e-01
7.016215440691027538e+00 3.235480868177474378e-01
7.023235165408840075e+00 3.247947383546119227e-01
7.030261913362399362e+00 5.055829050054579943e-01
7.037295691578454360e+00 4.648626621132841419e-01
7.044336507090792843e+00 2.916169181115052522e-01
7.051384366940223636e+00 3.400126491101465587e-01
7.058439278174613030e+00 4.319399705740273876e-01
7.065501247848868793e+00 4.327179246954396263e-01
7.072570283024954385e+00 5.046437170610709178e-01
7.079646390771910269e+00 3.680023112650378514e-01
7.086729578165847698e+00 3.868568717836452509e-01
7.093819852289949601e+00 4.504567524729273242e-01
7.100917220234500782e+00 5.088408982004033465e-01
7.108021689096868378e+00 4.491568954725777552e-01
7.115133265981508082e+00 3.947251722455133449e-01
7.122251958000004990e+00 4.151937577074799601e-01
7.129377772271054070e+00 5.051966870046468161e-01
7.136510715920461934e+00 4.038469638038590936e-01
7.143650796081180587e+00 3.795519449959568470e-01
7.150798019893290558e+00 4.227211615049294435e-01
7.157952394504015103e+00 4.034714315802107043e-01
7.165113927067729094e+00 4.222747691919951918e-01
7.172282624745966118e+00 4.767542437049839266e-01
7.179458494707433580e+00 6.708878448634447711e-01
7.186641544127991388e+00 6.912424555606168086e-01
7.193831780190692804e+00 7.355734290767917960e-01
7.201029210085776455e+00 7.474155979009640127e-01
7.208233841010668996e+00 6.570406703592206465e-01
7.215445680170001985e+00 7.758725327088286106e-01
7.222664734775614548e+00 1.217251024310046281e+00
