wl_pl (micron)	Fp_w1	snr_w1
5.997305207932233984e+00	6.388490145885921083e+05	2.315632527811515851e-01
6.057579632132558345e+00	5.523280781596153975e+05	2.078459550235888242e-01
6.118459829440422659e+00	7.541838851165917004e+05	2.938511373515947933e-01
6.179951888027764184e+00	7.906126555690994719e+05	3.184401482831730745e-01
6.242061957254174231e+00	1.088764267862495733e+06	4.533544231372104716e-01
6.304796248281853366e+00	1.150358607132328441e+06	4.960498228475445637e-01
6.368161034696747436e+00	6.070656427158039296e+05	2.717884407010799919e-01
6.432162653135911512e+00	4.273679525334449136e+05	1.990758957837139576e-01
6.496807503921196769e+00	2.595013687569976028e+05	1.259028760459567631e-01
6.562102051699297611e+00	3.000304945949224057e+05	1.515605774438289755e-01
6.628052826088236316e+00	2.626331343801294570e+05	1.379449332420411845e-01
6.694666422330328714e+00	2.449050120548627747e+05	1.335107392551098393e-01
6.761949501951739272e+00	2.507263278282274259e+05	1.416556757367992969e-01
6.829908793428641545e+00	2.583328384506874136e+05	1.511558236824593060e-01
6.898551092860084388e+00	2.960988383050006814e+05	1.794686708651339613e-01
6.967883264647622532e+00	3.654467478687349940e+05	2.296606617344418289e-01
7.037912242181770139e+00	5.009554381301600370e+05	3.267986369888279952e-01
7.108645028535355515e+00	5.633868788996739313e+05	3.818743544559528025e-01
7.180088697163850675e+00	7.704775432011211524e+05	5.427750532875303957e-01
7.252250392612733521e+00	9.213602390496606240e+05	6.743006253394634442e-01
7.325137331231958093e+00	7.126728628460613545e+05	5.413506923759862088e-01
7.398756801897606650e+00	5.808081378201412736e+05	4.572767702147268465e-01
7.473116166740798150e+00	5.912762007004957413e+05	4.818133828142995290e-01
7.548222861883920665e+00	9.757663247320945375e+05	8.219379199948545489e-01
7.624084398184262312e+00	1.164429609819471603e+06	1.013366697242858105e+00
7.700708361985109107e+00	5.280507093883591006e+05	4.748652143704627515e-01
7.778102415874408315e+00	9.447749243895547697e+05	8.776004271651157707e-01
7.856274299451034615e+00	9.433994078642504755e+05	9.055385145575829409e-01
7.935231830098784300e+00	1.082667638060531579e+06	1.073835855782657056e+00
8.014982903768117950e+00	1.473899882546987617e+06	1.509955924691015472e+00
8.095535495765789236e+00	2.354781305856880732e+06	2.489356015317231829e+00
8.176897661552379404e+00	2.816171784806000069e+06	3.069723118339570789e+00
8.259077537547879544e+00	4.902563219670630991e+06	5.497447559141576789e+00
8.342083341945345509e+00	5.156316809210679494e+06	5.946853630907721566e+00
8.425923375532734738e+00	5.986163205673000775e+06	7.088702250930065674e+00
8.510606022523013792e+00	7.235098043151493184e+06	8.784022153075129680e+00
8.596139751392593453e+00	8.433004776169745252e+06	1.048714738894133802e+01
8.682533115728196194e+00	8.950028120862808079e+06	1.139803716907801956e+01
8.769794755082248372e+00	9.553669004026902840e+06	1.245182129903583856e+01
8.857933395836843360e+00	1.075271408874318376e+07	1.432862222065381985e+01
8.946957852076408813e+00	1.065576275566351227e+07	1.452563735869841821e+01
9.036877026469138485e+00	1.061531681990058720e+07	1.479302070242743383e+01
9.127699911157268531e+00	1.112114576619250700e+07	1.582269907252151242e+01
9.219435588656336833e+00	1.098700361117408238e+07	1.595272332027634654e+01
9.312093232763436035e+00	1.063638284963009879e+07	1.574561940179449593e+01
9.405682109474627239e+00	1.023551011008839495e+07	1.542955846113289731e+01
9.500211577911558791e+00	9.217754773303937167e+06	1.413981029658564914e+01
9.595691091257400274e+00	8.077314804124291986e+06	1.259379582232570982e+01
9.692130197702201855e+00	8.503653945061122999e+06	1.343739555925109208e+01
9.789538541397700300e+00	8.105315867284596898e+06	1.297716898571371402e+01
9.887925863421797246e+00	8.481552398877665401e+06	1.373337417184955633e+01
9.987302002752668884e+00	9.156625812796650454e+06	1.497568359076153399e+01
1.008767689725269712e+01	9.349952627944581211e+06	1.544133534908695893e+01
1.018906058466227371e+01	9.655910656842969358e+06	1.608810866667262118e+01
1.029146320360360356e+01	8.793086864908274263e+06	1.478916019794481329e+01
1.039489499459459410e+01	9.776665703920884058e+06	1.655079563572921941e+01
1.049936630107293389e+01	8.011535961656432599e+06	1.368320491530994154e+01
1.060488757043044927e+01	9.690487850923765451e+06	1.661547108035649600e+01
1.071146935505789166e+01	1.073356302322090045e+07	1.847098255903743791e+01
1.081912231340018415e+01	1.058075088379019126e+07	1.828044989684103072e+01
1.092785721102229601e+01	1.013520137707577832e+07	1.756701536448593970e+01
1.103768492168583570e+01	8.600472566586025059e+06	1.495745299061648481e+01
1.114861642843644596e+01	7.908765758791560307e+06	1.377248078862552738e+01
1.126066282470214119e+01	6.206218785980715416e+06	1.082344679691813560e+01
1.137383531540266546e+01	5.333136187957346439e+06	9.296460647502298613e+00
1.148814521807002897e+01	4.362490456154920161e+06	7.595212544693033863e+00
1.160360396398027838e+01	3.699889614308069460e+06	6.426527859578684776e+00
1.172022309929666406e+01	3.164382072735298891e+06	5.479033705102413165e+00
1.183801428622426855e+01	3.150262012836366892e+06	5.430966459432948312e+00
1.195698930417627182e+01	3.860696864353882615e+06	6.618154886618341060e+00
1.207716005095191392e+01	3.831739281552668661e+06	6.533793712977049140e+00
1.219853854392630410e+01	3.703837989136755932e+06	6.280134640440793170e+00
1.232113692125219728e+01	3.788345148992025759e+06	6.382872027900896583e+00
1.244496744307382485e+01	3.804896323803206440e+06	6.367765967460262466e+00
1.257004249275295926e+01	3.949228449874985032e+06	6.560879760540140992e+00
1.269637457810726211e+01	4.985963864076640457e+06	8.210816238043097570e+00
1.282397633266110226e+01	6.063851552616930567e+06	9.893178180870817684e+00
1.295286051690895412e+01	7.336421213622950017e+06	1.184988688498694032e+01
1.308304001959145424e+01	8.305362150395873003e+06	1.327804656852991805e+01
1.321452785898433469e+01	8.894792840357830748e+06	1.407302757798792392e+01
1.334733718420025816e+01	9.518435517937570810e+06	1.489569311176826183e+01
1.348148127650377859e+01	8.703378650663165376e+06	1.348289777628973773e+01
1.361697355063949644e+01	9.396643808520518243e+06	1.438434946209565801e+01
1.375382755617355812e+01	9.558120982329126447e+06	1.445955999325850705e+01
1.389205697884866986e+01	7.139933135437526740e+06	1.069408165440222369e+01
1.403167564195267936e+01	7.956042008436862379e+06	1.176275312785533167e+01
1.417269750770094561e+01	6.294679054278925061e+06	9.203135247741288438e+00
1.431513667863261574e+01	4.853819385082070716e+06	7.015020837135105936e+00
1.445900739902088183e+01	3.841102239831239916e+06	5.484926803539614149e+00
1.460432405629747343e+01	3.294814497344266158e+06	4.646355524269715431e+00
1.475110118249141600e+01	3.087016301768884528e+06	4.297770667995169269e+00
1.489935345568228620e+01	3.069900686483919155e+06	4.218562192269804889e+00
1.504909570146803510e+01	3.291138816358793527e+06	4.462963542649228899e+00
1.520034289444761377e+01	3.311768970492228400e+06	4.432053842740419469e+00
1.535311015971844739e+01	3.543254807923767250e+06	4.678588456903336024e+00
1.550741277438898535e+01	4.288055888741150498e+06	5.584057081064664807e+00
1.566326616910645875e+01	5.401553014803565107e+06	6.934815799488520227e+00
1.582068592959999265e+01	6.665929660332839936e+06	8.435481674163350263e+00
1.597968779823918695e+01	8.020128068520518020e+06	1.000183874122377681e+01
1.614028767560842681e+01	7.633737507283712737e+06	9.389875186454622380e+00
1.630250162209695119e+01	8.536711449544712901e+06	1.034732363813395395e+01
1.646634585950496188e+01	9.154269646783102304e+06	1.093376227575414106e+01
1.663183677266582094e+01	9.449738206574091688e+06	1.112177197326838396e+01
1.679899091108456943e+01	8.886004423655549064e+06	1.030840730138580064e+01
1.696782499059295901e+01	9.755596928409701213e+06	1.114489960659627243e+01
1.713835589502102863e+01	9.811693541720597073e+06	1.104161323988116727e+01
1.731060067788556367e+01	1.002300369825389422e+07	1.110902032081406432e+01
1.748457656409546601e+01	1.023240222988262028e+07	1.116904844843767641e+01
1.766030095167431924e+01	9.910902928063200787e+06	1.065623401889524935e+01
1.783779141350018804e+01	1.052656644285224937e+07	1.114392929470008831e+01
1.801706569906300359e+01	1.018756765218115970e+07	1.062379607192283615e+01
1.819814173623951703e+01	9.894571175758989528e+06	1.016415115922740320e+01
1.838103763308614447e+01	nan	nan
1.848647141062578925e+01	nan	nan
