wl_pl (micron)	Fp_w1	snr_w1
5.997305207932233984e+00	1.747291156685296737e+05	6.333760766940188525e-02
6.057579632132558345e+00	1.397302617526300601e+05	5.258457462805248700e-02
6.118459829440422659e+00	2.318304962464785203e+05	9.033415809324280010e-02
6.179951888027764184e+00	2.469291953721400932e+05	9.946513321106002781e-02
6.242061957254174231e+00	5.643259912247924367e+05	2.350006282977784300e-01
6.304796248281853366e+00	6.409798111499549123e+05	2.764217798886696165e-01
6.368161034696747436e+00	1.951452767926727829e+05	8.737436080146721018e-02
6.432162653135911512e+00	1.849702665795224020e+05	8.616635339831885121e-02
6.496807503921196769e+00	1.569486957538142742e+05	7.614865576183611762e-02
6.562102051699297611e+00	1.766468589415744646e+05	8.923549347833402423e-02
6.628052826088236316e+00	1.935747270156709710e+05	1.016743292566768680e-01
6.694666422330328714e+00	1.986251954041369027e+05	1.082822853268104041e-01
6.761949501951739272e+00	2.322583299573670665e+05	1.312221821121241638e-01
6.829908793428641545e+00	2.337282595399836136e+05	1.367600302689314928e-01
6.898551092860084388e+00	2.770631093173543341e+05	1.679317628804996299e-01
6.967883264647622532e+00	3.233216313378488994e+05	2.031900379668094281e-01
7.037912242181770139e+00	4.221168919814361725e+05	2.753746939266611959e-01
7.108645028535355515e+00	5.211698719784577843e+05	3.532635329362976973e-01
7.180088697163850675e+00	6.131756807544509647e+05	4.319837331358584720e-01
7.252250392612733521e+00	8.381366790414372226e+05	6.134109787261581292e-01
7.325137331231958093e+00	6.761880459500654833e+05	5.136434908860357806e-01
7.398756801897606650e+00	5.787000374217035715e+05	4.556174111331884879e-01
7.473116166740798150e+00	5.864037575691293459e+05	4.778439230737363541e-01
7.548222861883920665e+00	9.468510378609339241e+05	7.975909782422804239e-01
7.624084398184262312e+00	1.125736634457226610e+06	9.797104803752467728e-01
7.700708361985109107e+00	5.431564907017648220e+05	4.884460435047778271e-01
7.778102415874408315e+00	9.724832395132727688e+05	9.033262252095113354e-01
7.856274299451034615e+00	9.739930149521917338e+05	9.348894303541737116e-01
7.935231830098784300e+00	1.125480525998210767e+06	1.116273411635688495e+00
8.014982903768117950e+00	1.508865999655984808e+06	1.545746525773423530e+00
8.095535495765789236e+00	2.411345031964062247e+06	2.549066183056465817e+00
8.176897661552379404e+00	2.835555623188789468e+06	3.090814766149585502e+00
8.259077537547879544e+00	4.923174522844368592e+06	5.520485927743549404e+00
8.342083341945345509e+00	5.192568691348275170e+06	5.988516432164931125e+00
8.425923375532734738e+00	6.057673529925972223e+06	7.173022259641955500e+00
8.510606022523013792e+00	7.406259123076437972e+06	8.990701846861300695e+00
8.596139751392593453e+00	8.845943614735309035e+06	1.099723324502691746e+01
8.682533115728196194e+00	9.519618758221551776e+06	1.211800863270193673e+01
8.769794755082248372e+00	1.029708383835031651e+07	1.341266524143582828e+01
8.857933395836843360e+00	1.197586761747320183e+07	1.594222198264785284e+01
8.946957852076408813e+00	1.184242478432522714e+07	1.612671399495078361e+01
9.036877026469138485e+00	1.160174560234788060e+07	1.615345054824251037e+01
9.127699911157268531e+00	1.225685737316791900e+07	1.742038733844045595e+01
9.219435588656336833e+00	1.190957695454778150e+07	1.727722193595875311e+01
9.312093232763436035e+00	1.139566347617191076e+07	1.685721433602966357e+01
9.405682109474627239e+00	1.090964285470145382e+07	1.643476509962056653e+01
9.500211577911558791e+00	9.656072388735927641e+06	1.480556253924135213e+01
9.595691091257400274e+00	8.391286055981354788e+06	1.307903998742158969e+01
9.692130197702201855e+00	8.842940646530268714e+06	1.396849474687989812e+01
9.789538541397700300e+00	8.419253212190594524e+06	1.347522308621818432e+01
9.887925863421797246e+00	8.810143772296976298e+06	1.426027965078710658e+01
9.987302002752668884e+00	9.570800102802086622e+06	1.564585185196812311e+01
1.008767689725269712e+01	9.799478024761535227e+06	1.617552687266167766e+01
1.018906058466227371e+01	1.012351882430993579e+07	1.685823465515052177e+01
1.029146320360360356e+01	9.129025371758837253e+06	1.534824004465825453e+01
1.039489499459459410e+01	1.023616317344944738e+07	1.731945878627812263e+01
1.049936630107293389e+01	8.238568278322253376e+06	1.406722551437661295e+01
1.060488757043044927e+01	1.006356083269921690e+07	1.724761605617872462e+01
1.071146935505789166e+01	1.127537376086669229e+07	1.939106117402896245e+01
1.081912231340018415e+01	1.100375575609534420e+07	1.900184995862440829e+01
1.092785721102229601e+01	1.041910405400750227e+07	1.805307713543090387e+01
1.103768492168583570e+01	8.740929264277424663e+06	1.519921613684042505e+01
1.114861642843644596e+01	8.018488169673189521e+06	1.396175464787682330e+01
1.126066282470214119e+01	6.276641235902648419e+06	1.094535686897364002e+01
1.137383531540266546e+01	5.427460829798911698e+06	9.459840120226381543e+00
1.148814521807002897e+01	4.473636268901133910e+06	7.787714362372470944e+00
1.160360396398027838e+01	3.808914715569782536e+06	6.615067016863403815e+00
1.172022309929666406e+01	3.246517124232873786e+06	5.620720111886711834e+00
1.183801428622426855e+01	3.222582389714424964e+06	5.555190424978763808e+00
1.195698930417627182e+01	3.926691081016991753e+06	6.730789175513234746e+00
1.207716005095191392e+01	3.896995569915730041e+06	6.644589814397612315e+00
1.219853854392630410e+01	3.779346506534183398e+06	6.407639574426174711e+00
1.232113692125219728e+01	3.863783324002420530e+06	6.509450374425524544e+00
1.244496744307382485e+01	3.883311419904066250e+06	6.498462789260758932e+00
1.257004249275295926e+01	4.029801147958971560e+06	6.694177468625309047e+00
1.269637457810726211e+01	5.067062715505579486e+06	8.343681903632072405e+00
1.282397633266110226e+01	6.114023502016454935e+06	9.974536016075200351e+00
1.295286051690895412e+01	7.322183694524032995e+06	1.182705420149418707e+01
1.308304001959145424e+01	8.312834935386696830e+06	1.328989889293288584e+01
1.321452785898433469e+01	8.829774290732344612e+06	1.397100518028248928e+01
1.334733718420025816e+01	9.430359844567263499e+06	1.475904767076407609e+01
1.348148127650377859e+01	8.553601869849087670e+06	1.325264708962629356e+01
1.361697355063949644e+01	9.273664443602262065e+06	1.419762076007498308e+01
1.375382755617355812e+01	9.383728674711102620e+06	1.419785708389758661e+01
1.389205697884866986e+01	7.093937199886986986e+06	1.062560012051360658e+01
1.403167564195267936e+01	7.864089689876018092e+06	1.162768097782081078e+01
1.417269750770094561e+01	6.231699477778402157e+06	9.111516731645386002e+00
1.431513667863261574e+01	4.908582428520027548e+06	7.093862224234222857e+00
1.445900739902088183e+01	3.910285411370267160e+06	5.583420466284742645e+00
1.460432405629747343e+01	3.364095934446577914e+06	4.743809591096376010e+00
1.475110118249141600e+01	3.141664449342649430e+06	4.373677075487176324e+00
1.489935345568228620e+01	3.103153014435713179e+06	4.264155075504327819e+00
1.504909570146803510e+01	3.346740298281224910e+06	4.538186121074797796e+00
1.520034289444761377e+01	3.371896052268727217e+06	4.512335670293022183e+00
1.535311015971844739e+01	3.615004897424577270e+06	4.773101474747709183e+00
1.550741277438898535e+01	4.350458756584892981e+06	5.665091643388411313e+00
1.566326616910645875e+01	5.353396454484227113e+06	6.873198211725160434e+00
1.582068592959999265e+01	6.544603707948985510e+06	8.282564645615789090e+00
1.597968779823918695e+01	7.677436555254204199e+06	9.576430761263642566e+00
1.614028767560842681e+01	7.358199506719460711e+06	9.052402993112625751e+00
1.630250162209695119e+01	8.000622271537363529e+06	9.700482802301678475e+00
1.646634585950496188e+01	8.766037906465779990e+06	1.047231048932656705e+01
1.663183677266582094e+01	8.935565821500835940e+06	1.051953713887802877e+01
1.679899091108456943e+01	8.250259242913352326e+06	9.574097063087799953e+00
1.696782499059295901e+01	8.966784442943336442e+06	1.024789144680918618e+01
1.713835589502102863e+01	8.971037080542949960e+06	1.009981719322051141e+01
1.731060067788556367e+01	9.048491747244281694e+06	1.003367578135210003e+01
1.748457656409546601e+01	9.327425234836189076e+06	1.018560441478699730e+01
1.766030095167431924e+01	8.694311315630631521e+06	9.353415022490134234e+00
1.783779141350018804e+01	9.699824724089667201e+06	1.027252887824624672e+01
1.801706569906300359e+01	9.191938133194029331e+06	9.589731867093764350e+00
1.819814173623951703e+01	8.807479412118760869e+06	9.051661251397419505e+00
1.838103763308614447e+01	nan	nan
1.848647141062578925e+01	nan	nan
