# wavelength[um] flux[erg/cm2/s/cm]
4.389537909141639105e+00 8.318799506293960847e+06
4.393929642551338333e+00 9.532624578457888216e+06
4.398325769891044068e+00 1.086476600666893274e+07
4.402726295556887770e+00 1.395910290023668855e+07
4.407131223949391163e+00 1.454230651176371239e+07
4.411540559473484002e+00 1.684936930039048567e+07
4.415954306538509400e+00 1.724811505782324821e+07
4.420372469558211392e+00 2.041563914849151298e+07
4.424795052950750929e+00 2.178235390028071031e+07
4.429222061138705868e+00 2.095480129167698324e+07
4.433653498549093186e+00 1.966145029638575017e+07
4.438089369613354762e+00 2.507609450243057311e+07
4.442529678767354717e+00 2.491123283628732339e+07
4.446974430451398952e+00 2.613293224579361454e+07
4.451423629110244917e+00 2.319303603190913796e+07
4.455877279193092733e+00 2.265431751163926721e+07
4.460335385153590515e+00 2.070220232326930389e+07
4.464797951449841484e+00 2.076895557783157751e+07
4.469264982544411069e+00 2.104422715112556145e+07
4.473736482904336675e+00 1.746486050821809471e+07
4.478212457001122360e+00 1.462237674120681919e+07
4.482692909310737051e+00 1.256438264809583127e+07
4.487177844313640307e+00 1.338523132379631512e+07
4.491667266494762778e+00 1.341321923453613184e+07
4.496161180343516861e+00 9.271341508078720421e+06
4.500659590353822459e+00 7.339741266932274215e+06
4.505162501024093658e+00 8.036335521580407396e+06
4.509669916857241390e+00 8.065247804028319195e+06
4.514181842360688535e+00 4.666896666128762998e+06
4.518698282046352155e+00 3.855426459877962712e+06
4.523219240430670141e+00 5.071694604161121882e+06
4.527744722034610092e+00 3.546616997681603301e+06
4.532274731383646227e+00 1.995769875164194731e+06
4.536809273007785137e+00 2.853541699198310263e+06
4.541348351441579112e+00 2.583862085284749512e+06
4.545891971224099493e+00 1.126244299979503499e+06
4.550440136898975751e+00 1.608283445324389497e+06
4.554992853014370624e+00 1.602005769002183806e+06
4.559550124122995207e+00 6.365552615051313769e+05
4.564111954782122282e+00 1.027082983666341752e+06
4.568678349553586315e+00 9.988008735421629390e+05
4.573249313003776351e+00 4.034698786300047650e+05
4.577824849703659993e+00 8.094765384643960278e+05
4.582404964228774524e+00 6.158336290409747744e+05
4.586989661159233123e+00 3.271763758949360927e+05
4.591578945079738183e+00 6.821189506811948959e+05
4.596172820579575991e+00 3.502803785737704602e+05
4.600771292252614941e+00 4.147266970760229742e+05
4.605374364697328637e+00 5.586127574693837669e+05
4.609982042516789669e+00 2.337841147351694817e+05
4.614594330318677606e+00 5.612082090973498998e+05
4.619211232715274562e+00 3.736328598296671407e+05
4.623832754323488281e+00 3.815503595130563481e+05
4.628458899764849477e+00 6.265074771615270292e+05
4.633089673665492292e+00 2.565888502132179565e+05
4.637725080656193377e+00 7.928599705716526369e+05
4.642365125372356793e+00 4.266063230132547906e+05
4.647009812454028221e+00 8.230253325874076691e+05
4.651659146545906509e+00 1.109833835742900381e+06
4.656313132297318802e+00 8.702483066452093190e+05
4.660971774362248077e+00 3.368980276404108852e+06
4.665635077399347352e+00 6.762575244761852548e+06
4.670303046071911268e+00 4.096354560651120264e+06
4.674975685047906282e+00 8.144278733386456734e+05
4.679652998999974223e+00 1.518603312533794437e+06
4.684334992605429626e+00 8.037339788841566769e+05
4.689021670546271281e+00 9.004564244536550250e+05
4.693713037509176011e+00 8.558491149462630274e+05
4.698409098185504895e+00 5.585791032284952234e+05
4.703109857271324579e+00 1.009766043146976852e+06
4.707815319467393955e+00 4.079837459735466982e+05
4.712525489479173046e+00 1.101214615709861740e+06
4.717240372016835437e+00 3.512361189622809179e+05
4.721959971795260280e+00 1.265166687974334927e+06
4.726684293534048287e+00 3.496066955654643243e+05
4.731413341957528829e+00 1.399946148210196290e+06
4.736147121794751946e+00 4.025517645659611444e+05
4.740885637779490125e+00 1.643306684097950347e+06
4.745628894650255170e+00 4.840318182306378731e+05
4.750376897150309752e+00 1.940531002542569302e+06
4.755129650027656751e+00 6.074049099342974368e+05
4.759887158035051691e+00 2.366039236585021019e+06
4.764649425930005400e+00 7.567193548952494748e+05
4.769416458474777798e+00 2.981909011185178068e+06
4.774188260436393882e+00 8.915588207939113490e+05
4.778964836586673037e+00 3.585835114712582435e+06
4.783746191702191730e+00 1.071236053768426180e+06
4.788532330564299500e+00 4.846994327117560431e+06
4.793323257959137607e+00 1.395267441372975009e+06
4.798118978677631041e+00 6.037322021773499437e+06
4.802919497515497405e+00 1.776391958973540924e+06
4.807724819273262007e+00 6.190379778034301475e+06
4.812534948756252540e+00 1.399249069774886360e+06
4.817349890774592858e+00 6.774608814555975609e+06
4.822169650143221631e+00 2.990446671927106101e+06
4.826994231681898562e+00 6.606806250337672420e+06
4.831823640215216820e+00 4.324545292720886879e+06
4.836657880572579948e+00 6.971304965807381086e+06
4.841496957588230288e+00 5.019571376751990989e+06
4.846340876101235651e+00 7.144078153388169594e+06
4.851189640955513305e+00 1.040801636246456020e+07
4.856043256999840629e+00 6.544991726170279086e+06
4.860901729087831136e+00 1.243722491105009057e+07
4.865765062077957559e+00 7.295549929498616606e+06
4.870633260833544753e+00 1.418103289649652876e+07
4.875506330222795448e+00 8.323625063976231031e+06
4.880384275118787585e+00 1.707963111711720377e+07
4.885267100399468099e+00 1.027252227101554722e+07
4.890154810947647590e+00 1.544828474652577564e+07
4.895047411651042069e+00 1.748193187279732525e+07
4.899944907402259631e+00 1.061767824922078848e+07
4.904847303098789801e+00 2.456445783635118976e+07
4.909754603643035509e+00 1.689255384212734550e+07
4.914666813942293544e+00 2.824718654867642745e+07
4.919583938908781207e+00 2.281333634461443126e+07
4.924505983459624758e+00 3.589769098386339843e+07
4.929432952516856759e+00 3.159189842386139557e+07
4.934364851007448038e+00 2.110059364169507101e+07
4.939301683863292602e+00 3.934705114897614717e+07
4.944243456021227168e+00 2.426241316817369685e+07
4.949190172423037382e+00 3.687970412839815766e+07
4.954141838015429400e+00 1.383857869529433362e+07
4.959098457750073408e+00 1.761879956118838117e+07
4.964060036583591184e+00 3.989818029256949574e+07
4.969026579477557881e+00 4.312101373334017396e+07
4.973998091398528665e+00 4.531123951497168839e+07
4.978974577317995198e+00 2.417846753199306875e+07
4.983956042212439819e+00 4.791308661786796898e+07
4.988942491063345308e+00 4.699036366935056448e+07
4.993933928857153148e+00 5.039935287253677845e+07
4.998930360585300825e+00 4.320345933102954179e+07
5.003931791244230709e+00 2.696917960856061801e+07
5.008938225835386504e+00 4.602724361826132238e+07
5.013949669365177719e+00 3.384341038648544252e+07
5.018966126845049835e+00 5.437664444437872618e+06
5.023987603291483417e+00 2.757240031180138513e+07
5.029014103725941709e+00 1.780877433717897534e+07
5.034045633174911494e+00 4.053122065273687989e+07
5.039082196669929736e+00 4.900169858084119111e+07
5.044123799247563156e+00 5.149258360796490312e+07
5.049170445949409114e+00 5.627653182936268300e+07
5.054222141822116932e+00 5.450117650047478825e+07
5.059278891917391441e+00 4.123186346286142617e+07
5.064340701291981439e+00 5.345621025121841580e+07
5.069407575007690347e+00 5.386229782687746733e+07
5.074479518131395750e+00 4.691959169284214824e+07
5.079556535735048506e+00 2.715381498292014003e+07
5.084638632895669197e+00 8.830502330388359725e+06
5.089725814695342798e+00 3.916613050505010039e+07
5.094818086221257758e+00 4.356815286174628139e+07
5.099915452565697116e+00 2.851085091443308070e+07
5.105017918826000312e+00 4.720021112763685733e+07
5.110125490104636903e+00 3.073019267662259564e+07
5.115238171509194132e+00 2.474297965889438242e+07
5.120355968152357384e+00 4.812639853221490979e+07
5.125478885151911967e+00 4.230089575879749656e+07
5.130606927630776859e+00 3.823101389309838414e+07
5.135740100717002932e+00 2.253887287661680207e+07
5.140878409543741867e+00 1.281367018263849802e+07
5.146021859249313657e+00 9.807467904913317412e+06
5.151170454977185287e+00 1.690842114314409345e+07
5.156324201875936986e+00 3.575613786913122237e+07
5.161483105099309299e+00 4.168471412762374431e+07
5.166647169806227069e+00 4.343852512578105927e+07
5.171816401160747922e+00 2.004408262496588379e+07
5.176990804332091578e+00 4.068774370467889309e+07
5.182170384494675375e+00 4.605583860106267780e+07
5.187355146828076080e+00 4.038763584553223103e+07
5.192545096517046765e+00 3.252065634543896839e+07
5.197740238751555886e+00 1.335224184666142426e+07
5.202940578726747312e+00 1.099046471456461959e+07
5.208146121642936777e+00 1.844186717890893668e+07
5.213356872705670497e+00 4.435780462624195032e+06
5.218572837125715402e+00 1.825345416843396798e+07
5.223794020119036041e+00 2.831146020408080891e+07
5.229020426906815011e+00 3.250104286455332115e+07
5.234252062715459175e+00 1.185483596044844575e+07
5.239488932776602326e+00 1.125626101364920102e+07
5.244731042327116732e+00 2.781010785219500214e+07
5.249978396609109588e+00 1.927916109957532957e+07
5.255231000869925673e+00 3.526463701677398384e+07
5.260488860362181995e+00 3.610482237668315321e+07
5.265751980343742922e+00 3.746480978728522360e+07
5.271020366077721064e+00 3.092939011677219719e+07
5.276294022832505703e+00 9.634929971399059519e+06
5.281572955881746800e+00 2.563668858498197421e+07
5.286857170504389636e+00 2.350685448604401946e+07
5.292146671984641948e+00 4.228343770327741280e+06
5.297441465612009459e+00 2.326150272348330915e+07
5.302741556681281665e+00 2.548447529658016562e+07
5.308046950492545157e+00 1.999851940557029471e+07
5.313357652351208493e+00 4.190918101456509531e+07
5.318673667567959562e+00 3.872512857766947895e+07
5.323995001458826870e+00 4.139247931267984211e+07
5.329321659345144901e+00 3.261639672876495868e+07
5.334653646553559447e+00 3.607596457691576332e+07
5.339990968416064021e+00 2.678459273133742809e+07
5.345333630269974101e+00 9.856450106581998989e+06
5.350681637457967987e+00 1.711614082601282746e+06
5.356034995328045945e+00 3.367739717367285863e+06
5.361393709233554183e+00 1.916397913856985793e+07
5.366757784533227493e+00 3.062261292940433696e+07
5.372127226591127069e+00 2.717965799722651020e+07
5.377502040776687586e+00 2.873117322324097529e+07
5.382882232464750061e+00 2.704474990151875466e+07
5.388267807035500567e+00 3.301082124342655018e+07
5.393658769874506653e+00 3.455126601775456220e+07
5.399055126372735103e+00 2.569311361079492047e+07
5.404456881926535949e+00 3.034784232760303095e+07
5.409864041937665569e+00 1.309797829412148148e+07
5.415276611813294672e+00 1.037662085969883390e+07
5.420694596965989653e+00 1.808384686300384579e+06
5.426118002813722363e+00 5.503484568932208233e+06
5.431546834779906519e+00 1.918112339398165792e+07
5.436981098293380832e+00 2.511100660796131566e+07
5.442420798788408121e+00 1.118452860199423879e+07
5.447865941704685966e+00 2.050322781089367345e+07
5.453316532487360035e+00 2.307712617326756194e+07
5.458772576587027636e+00 1.393680346785312891e+07
5.464234079459717286e+00 1.604748177371041616e+06
5.469701046566937563e+00 7.332009484174507670e+06
5.475173483375657568e+00 1.032918737243694998e+07
5.480651395358322020e+00 6.237011101234906353e+06
5.486134787992848594e+00 1.917772805384735763e+07
5.491623666762627032e+00 3.116841070025167242e+07
5.497118037156523584e+00 3.408334811694058031e+07
5.502617904668907656e+00 2.657960942250442877e+07
5.508123274799649138e+00 3.487005674492084980e+07
5.513634153054125520e+00 2.940905776645967364e+07
5.519150544943213887e+00 9.639651988941920921e+06
5.524672455983298036e+00 7.454786645080545917e+06
5.530199891696303105e+00 1.564911483958675340e+07
5.535732857609660051e+00 2.626311510117164254e+07
5.541271359256338513e+00 1.768267774966797978e+07
5.546815402174844145e+00 1.325819823067296855e+07
5.552364991909218617e+00 8.649082748186431825e+06
5.557920134009044943e+00 3.802000346027304884e+06
5.563480834029461697e+00 1.320256210649105720e+07
5.569047097531185209e+00 5.176496555383685045e+06
5.574618930080467827e+00 5.073215272190990858e+06
5.580196337249130778e+00 2.041652321678003995e+06
5.585779324614604135e+00 7.252325628386047669e+06
5.591367897759871752e+00 1.678767976715755463e+07
5.596962062273499683e+00 2.483558767177723348e+07
5.602561823749654835e+00 1.133342711524628103e+07
5.608167187788102304e+00 1.698260860630438477e+07
5.613778159994197381e+00 6.010423230817133561e+06
5.619394745978918415e+00 7.336643829989232123e+06
5.625016951358852602e+00 1.557447006735575572e+07
5.630644781756208417e+00 6.966829330970336683e+06
5.636278242798814730e+00 4.663045432628943585e+06
5.641917340120138569e+00 1.122431110766436439e+06
5.647562079359275344e+00 2.834296141975949984e+06
5.653212466160955074e+00 6.414070050278912298e+06
5.658868506175564583e+00 1.151798334425215796e+07
5.664530205059156387e+00 1.831008956945994124e+07
5.670197568473430039e+00 1.284008750519412756e+07
5.675870602085741901e+00 2.423918052513464354e+06
5.681549311569130012e+00 1.258020186066802219e+07
5.687233702602297214e+00 1.074465819008225761e+07
5.692923780869640460e+00 5.280290046472351998e+06
5.698619552061241045e+00 1.788094867008820921e+07
5.704321021872854836e+00 1.199505825240233541e+07
5.710028196005964674e+00 3.121283392784901895e+06
5.715741080167752841e+00 4.055622777879761998e+06
5.721459680071105502e+00 2.138418493819938507e+06
5.727184001434619809e+00 4.820452165695383213e+06
5.732914049982608340e+00 6.229613278457517736e+06
5.738649831445122196e+00 5.227303083027508110e+06
5.744391351557942116e+00 3.437413321975626983e+06
5.750138616062591801e+00 2.599894778824642301e+06
5.755891630706342355e+00 5.506198718012762256e+06
5.761650401242202513e+00 2.902224051901568193e+06
5.767414933428949730e+00 1.300398675899820402e+06
5.773185233031118635e+00 4.837136711256802082e+06
5.778961305818993921e+00 4.331534993531115353e+06
5.784743157568644101e+00 1.311261250764708407e+07
5.790530794061934827e+00 1.869519912084130570e+07
5.796324221086497808e+00 1.914301712169367820e+07
5.802123444435760113e+00 8.343156556588985026e+06
5.807928469908951286e+00 1.146807769671776891e+07
5.813739303311101558e+00 6.404801268419629894e+06
5.819555950453048077e+00 1.334856676986112958e+06
5.825378417151428678e+00 2.408577856395412236e+06
5.831206709228702323e+00 2.069611927145887632e+06
5.837040832513173072e+00 6.054785328921795823e+06
5.842880792838964332e+00 1.087855356881327368e+07
5.848726596046033066e+00 6.532429821198713034e+06
5.854578247980187555e+00 7.135501566271082498e+06
5.860435754493076743e+00 1.735947423769257963e+06
5.866299121442202669e+00 2.368380154496490490e+06
5.872168354690941783e+00 4.151577669487800915e+06
5.878043460108523632e+00 1.784338125045909081e+06
5.883924443570054841e+00 1.500638876776193967e+06
5.889811310956534207e+00 2.362921105611617677e+06
5.895704068154810074e+00 1.530998737806800054e+06
5.901602721057636280e+00 3.366459612862621434e+06
5.907507275563671278e+00 7.613569865459015593e+06
5.913417737577481681e+00 6.988012423352191225e+06
5.919334113009534271e+00 4.897221422365447506e+06
5.925256407776182677e+00 4.301424761177256703e+06
5.931184627799722442e+00 2.508926762120308820e+06
5.937118779008376812e+00 1.473005912418798776e+06
5.943058867336306506e+00 2.562086412309813779e+06
5.949004898723619483e+00 4.714603500062947161e+06
5.954956879116324764e+00 5.233900415630517527e+06
5.960914814466400813e+00 8.151853435229961760e+06
5.966878710731783109e+00 2.724676505909354426e+06
5.972848573876380129e+00 3.590323991091809236e+06
5.978824409870049372e+00 4.747668144905288704e+06
5.984806224688616894e+00 2.473328093878883868e+06
5.990794024313907506e+00 1.728568873601693194e+06
5.996787814733729682e+00 5.340565602039434947e+06
6.002787601941870221e+00 8.820101813244080171e+06
6.008793391938101358e+00 6.283970198131097481e+06
6.014805190728216289e+00 2.168141757736444473e+06
6.020823004324017624e+00 7.178914447018845938e+06
6.026846838743329826e+00 1.090348233255692758e+07
6.032876700009986770e+00 7.608987922753180377e+06
6.038912594153839741e+00 3.941477337550000288e+06
6.044954527210790296e+00 1.637570235404577572e+06
6.051002505222769834e+00 1.911946379186405335e+06
6.057056534237768020e+00 2.812119713933177292e+06
6.063116620309810578e+00 3.540248366904416587e+06
6.069182769498975283e+00 1.835353916349112289e+06
6.075254987871399948e+00 1.866225099986455170e+06
6.081333281499318844e+00 5.097920662884009071e+06
6.087417656461035165e+00 7.998949980414155871e+06
6.093508118840904153e+00 9.672900577936468646e+06
6.099604674729399711e+00 7.667931855080109090e+06
6.105707330223097529e+00 2.868043224042118993e+06
6.111816091424631558e+00 2.132549651333350688e+06
6.117930964442756192e+00 2.389827678496527020e+06
6.124051955392354252e+00 6.836059080900314264e+06
6.130179070394424556e+00 1.213711398183404282e+07
6.136312315576075704e+00 1.088336202912363410e+07
6.142451697070548278e+00 2.957123872379811946e+06
6.148597221017229053e+00 6.707099580691344105e+06
6.154748893561648337e+00 5.297358885404692963e+06
6.160906720855489738e+00 2.118366513182563242e+06
6.167070709056560851e+00 6.031882106566074304e+06
6.173240864328839450e+00 8.318031818172945641e+06
6.179417192842489470e+00 4.353521063780255616e+06
6.185599700773853904e+00 1.949039757144304458e+06
6.191788394305445031e+00 4.816466334811729379e+06
6.197983279625935538e+00 1.124524960687042214e+07
6.204184362930218910e+00 1.634834996850720048e+07
6.210391650419379239e+00 8.489303612701360136e+06
6.216605148300705430e+00 1.192080319938859157e+07
6.222824862787705413e+00 8.634294603352656588e+06
6.229050800100091045e+00 2.281323619070385769e+07
6.235282966463794985e+00 1.257708115400703996e+07
6.241521368110988455e+00 1.346415765469533764e+07
6.247766011280059040e+00 1.699096209883960336e+07
6.254016902215655982e+00 2.080724852187366784e+07
6.260274047168675082e+00 2.302999085369629785e+07
6.266537452396248042e+00 1.398748764813105017e+07
6.272807124161805525e+00 1.164684626967515051e+07
6.279083068735027418e+00 2.123768335105765983e+07
6.285365292391835723e+00 1.673871787804055028e+07
6.291653801414451408e+00 1.460716541931356117e+07
6.297948602091395287e+00 1.907208720043870434e+07
6.304249700717476479e+00 2.258695120061181858e+07
6.310557103593776418e+00 2.234077334039818496e+07
6.316870817027704810e+00 1.895507423457878083e+07
6.323190847332971209e+00 1.760038061444974318e+07
6.329517200829613444e+00 1.235153407749806531e+07
6.335849883843987840e+00 6.141931916945770383e+06
6.342188902708793208e+00 2.684989066208415199e+06
6.348534263763021990e+00 3.108747306860162411e+06
6.354885973352024209e+00 6.973125385890085250e+06
6.361244037827538556e+00 7.941634342196091078e+06
6.367608463547619557e+00 3.793181918720897287e+06
6.373979256876696198e+00 3.242783227091448382e+06
6.380356424185563924e+00 8.007204027500606142e+06
6.386739971851379316e+00 5.565469144412627444e+06
6.393129906257697392e+00 4.845206212524694391e+06
6.399526233794450292e+00 6.284552714349613525e+06
6.405928960857968590e+00 3.306556960262024775e+06
6.412338093850992848e+00 2.583269316659033298e+06
6.418753639182643411e+00 2.826998829064067453e+06
6.425175603268465707e+00 3.794594852325331420e+06
6.431603992530422254e+00 3.612050206938638352e+06
6.438038813396905979e+00 5.597579926795776002e+06
6.444480072302737561e+00 8.296032025599064305e+06
6.450927775689183186e+00 4.692325743452785537e+06
6.457381930003953663e+00 7.503420898677896708e+06
6.463842541701190214e+00 7.347609795758157969e+06
6.470309617241494671e+00 4.127401684266457334e+06
6.476783163091949902e+00 4.179951024233593140e+06
6.483263185726116262e+00 3.391038228779564146e+06
6.489749691624008499e+00 3.582195167468956672e+06
6.496242687272122396e+00 3.567465097080163192e+06
6.502742179163471192e+00 3.957688873956989963e+06
6.509248173797545611e+00 4.549911732691595331e+06
6.515760677680336066e+00 4.329423301300812513e+06
6.522279697324338876e+00 3.518754127205853350e+06
6.528805239248586467e+00 5.214694594408982433e+06
6.535337309978613618e+00 6.308571975690991618e+06
6.541875916046493877e+00 4.933428383016346954e+06
6.548421063990831570e+00 5.073904009388863109e+06
6.554972760356781336e+00 4.014186468088899739e+06
6.561531011696033922e+00 4.900577337792067789e+06
6.568095824566834828e+00 3.527065154998619109e+06
6.574667205534010073e+00 3.810018872345779091e+06
6.581245161168945756e+00 4.777136415687605739e+06
6.587829698049589844e+00 4.134333462914125063e+06
6.594420822760478806e+00 4.134956403127351310e+06
6.601018541892748281e+00 5.078651644875140861e+06
6.607622862044109979e+00 6.543175089836201631e+06
6.614233789818874776e+00 4.832207646250535734e+06
6.620851331827975805e+00 4.847043154662078246e+06
6.627475494688961355e+00 4.532504693654353730e+06
6.634106285025993976e+00 3.932938432413579896e+06
6.640743709469855816e+00 3.793870709293817636e+06
6.647387774657984139e+00 4.694391806471974589e+06
6.654038487234453569e+00 6.257942195653610863e+06
6.660695853849973425e+00 6.402980363739227876e+06
6.667359881161896595e+00 5.174732068132319488e+06
6.674030575834250634e+00 5.199633160548931919e+06
6.680707944537742193e+00 4.520208889750008471e+06
6.687391993949728608e+00 4.858062955836251378e+06
6.694082730754263189e+00 5.622865294246142730e+06
6.700780161642089006e+00 5.613862337319344282e+06
6.707484293310628232e+00 4.440840858703571372e+06
6.714195132464016780e+00 4.697241029492369853e+06
6.720912685813111409e+00 4.951985001677668653e+06
6.727636960075451533e+00 5.139601491142074578e+06
6.734367961975309846e+00 7.262573067426345311e+06
6.741105698243684330e+00 5.673776604918909259e+06
6.747850175618314239e+00 5.372834869499123655e+06
6.754601400843687209e+00 5.960107229636667296e+06
6.761359380671025932e+00 6.881265904692383483e+06
6.768124121858305919e+00 6.549002419267889112e+06
6.774895631170272381e+00 5.092404537319213152e+06
6.781673915378439332e+00 5.574125358096369542e+06
6.788458981261083380e+00 5.501853810741117224e+06
6.795250835603268591e+00 4.723960157343058847e+06
6.802049485196855372e+00 5.549350272901583463e+06
6.808854936840480043e+00 6.486112967310422100e+06
6.815667197339611683e+00 6.536503731283630244e+06
6.822486273506513932e+00 5.326929536996001378e+06
6.829312172160262762e+00 5.384509634156724438e+06
6.836144900126752688e+00 6.216710487762129866e+06
6.842984464238715425e+00 6.588220251274817623e+06
6.849830871335718996e+00 5.543748788241326809e+06
6.856684128264157962e+00 5.965894788957686163e+06
6.863544241877307606e+00 5.093144469019662589e+06
6.870411219035266193e+00 5.383486082752015442e+06
6.877285066604999386e+00 6.223074630007937551e+06
6.884165791460373107e+00 7.065484234822201543e+06
6.891053400482104685e+00 8.448226232634283602e+06
6.897947900557811707e+00 7.024212272750681266e+06
6.904849298582002248e+00 5.772946842822293751e+06
6.911757601456057998e+00 6.409838197512887418e+06
6.918672816088298205e+00 8.205958243473891169e+06
6.925594949393933497e+00 6.967290679196870886e+06
6.932524008295088969e+00 8.691591352914156392e+06
6.939459999720836159e+00 7.983890897089703009e+06
6.946402930607153969e+00 8.727170539527708665e+06
6.953352807896971299e+00 6.798939074303762987e+06
6.960309638540181254e+00 5.465704760235493071e+06
6.967273429493618941e+00 7.536115366706999019e+06
6.974244187721073907e+00 8.373926977537349798e+06
6.981221920193293684e+00 8.789791494983982295e+06
6.988206633888011332e+00 9.203337669745376334e+06
6.995198335789934774e+00 6.972382598175541498e+06
7.002197032890780548e+00 1.009622333839466050e+07
7.009202732189245388e+00 9.979961668144442141e+06
7.016215440691027538e+00 9.775597881400981918e+06
7.023235165408840075e+00 6.881611433670622297e+06
7.030261913362399362e+00 1.336519562947008573e+07
7.037295691578454360e+00 1.161948543379343115e+07
7.044336507090792843e+00 5.841202235117902979e+06
7.051384366940223636e+00 7.936161598042657599e+06
7.058439278174613030e+00 1.082388664616269246e+07
7.065501247848868793e+00 1.299940707700633258e+07
7.072570283024954385e+00 1.569481416588427313e+07
7.079646390771910269e+00 1.076530305360343494e+07
7.086729578165847698e+00 1.171880027213424630e+07
7.093819852289949601e+00 1.350193541312643886e+07
7.100917220234500782e+00 1.575199406892019697e+07
7.108021689096868378e+00 1.378335920442298055e+07
7.115133265981508082e+00 9.369524515806360170e+06
7.122251958000004990e+00 1.122583820266718417e+07
7.129377772271054070e+00 1.536066017617132701e+07
7.136510715920461934e+00 1.210616116825509816e+07
7.143650796081180587e+00 8.993123891253447160e+06
7.150798019893290558e+00 9.427007366950159892e+06
7.157952394504015103e+00 1.137180926826576330e+07
7.165113927067729094e+00 9.005429404526200145e+06
7.172282624745966118e+00 9.289150736077686772e+06
7.179458494707433580e+00 1.890546188406486064e+07
7.186641544127991388e+00 2.034047434977884218e+07
7.193831780190692804e+00 2.065477260500103608e+07
7.201029210085776455e+00 1.942987336369796842e+07
7.208233841010668996e+00 1.189699684395216405e+07
7.215445680170001985e+00 2.040858073811756074e+07
7.222664734775614548e+00 3.656178838430939615e+07
