# wavelength[um] flux[erg/cm2/s/cm]
4.230092928255739793e+00 5.240066481439673953e+04
4.234325136935488842e+00 5.733639796314277191e+04
4.238561579940727242e+00 5.962161288603262074e+04
4.242802261507900852e+00 6.210044750769538223e+04
4.247047185877692144e+00 5.391654867785998067e+04
4.251296357295021089e+00 5.780324395038799412e+04
4.255549780009054928e+00 5.954835789430600562e+04
4.259807458273230374e+00 5.909149532967859705e+04
4.264069396345225194e+00 6.869606702489794407e+04
4.268335598486969751e+00 6.249182499443213601e+04
4.272606068964664772e+00 6.636784879688992805e+04
4.276880812048779568e+00 6.857657390330619819e+04
4.281159832014060029e+00 9.521060088732909935e+04
4.285443133139530403e+00 7.743932392627761874e+04
4.289730719708485296e+00 6.765786427520198049e+04
4.294022596008521653e+00 6.309967072996187926e+04
4.298318766331513885e+00 5.759601713567779370e+04
4.302619234973628970e+00 7.673988004917258513e+04
4.306924006235345104e+00 7.455869057338430139e+04
4.311233084421424167e+00 8.218873212933000468e+04
4.315546473840940145e+00 9.391283318383690494e+04
4.319864178807288901e+00 1.222982224502897297e+05
4.324186203638174852e+00 1.402789002463838842e+05
4.328512552655626955e+00 1.682182891037006339e+05
4.332843230185990713e+00 2.173944039473677112e+05
4.337178240559948605e+00 3.048036526683768025e+05
4.341517588112503212e+00 5.197301491957856924e+05
4.345861277183007410e+00 6.913328603923468618e+05
4.350209312115151938e+00 8.815229704993013293e+05
4.354561697256974284e+00 1.171641895451860968e+06
4.358918436960855125e+00 1.482404712513411650e+06
4.363279535583538760e+00 2.578834629666325171e+06
4.367644997486123337e+00 3.107968681633858476e+06
4.372014827034064410e+00 3.596111546031407081e+06
4.376389028597194475e+00 4.210132453029671684e+06
4.380767606549714976e+00 5.404644396032458171e+06
4.385150565270209633e+00 6.909243880879670382e+06
4.389537909141639105e+00 8.408351648425985128e+06
4.393929642551338333e+00 9.637357013177886605e+06
4.398325769891044068e+00 1.100097601653640531e+07
4.402726295556887770e+00 1.412183224743931182e+07
4.407131223949391163e+00 1.472812118239523470e+07
4.411540559473484002e+00 1.691087050732030720e+07
4.415954306538509400e+00 1.728080945787718520e+07
4.420372469558211392e+00 2.025668163393587247e+07
4.424795052950750929e+00 2.105062029881286249e+07
4.429222061138705868e+00 1.998196614642642066e+07
4.433653498549093186e+00 1.870874346269984171e+07
4.438089369613354762e+00 2.367192114486569166e+07
4.442529678767354717e+00 2.346828492209803313e+07
4.446974430451398952e+00 2.474599914330668375e+07
4.451423629110244917e+00 2.203982623542474955e+07
4.455877279193092733e+00 2.196800938504090160e+07
4.460335385153590515e+00 2.016723045361527056e+07
4.464797951449841484e+00 2.032534863845221326e+07
4.469264982544411069e+00 2.072904606450402737e+07
4.473736482904336675e+00 1.736440558398156613e+07
4.478212457001122360e+00 1.469370909806066565e+07
4.482692909310737051e+00 1.262452133738114871e+07
4.487177844313640307e+00 1.350669497449426726e+07
4.491667266494762778e+00 1.356135514399941452e+07
4.496161180343516861e+00 9.305754462371608242e+06
4.500659590353822459e+00 7.285970168479586020e+06
4.505162501024093658e+00 8.019405572945248336e+06
4.509669916857241390e+00 8.009689655531744473e+06
4.514181842360688535e+00 4.548490258626539260e+06
4.518698282046352155e+00 3.728421748175822664e+06
4.523219240430670141e+00 4.963100734316448681e+06
4.527744722034610092e+00 3.405888724856252782e+06
4.532274731383646227e+00 1.870559282959961332e+06
4.536809273007785137e+00 2.687314126755786594e+06
4.541348351441579112e+00 2.391219131356875412e+06
4.545891971224099493e+00 1.026716305364224245e+06
4.550440136898975751e+00 1.476181373897647019e+06
4.554992853014370624e+00 1.453062302976085106e+06
4.559550124122995207e+00 5.708132019308066228e+05
4.564111954782122282e+00 9.239970758913706522e+05
4.568678349553586315e+00 8.913271952780886786e+05
4.573249313003776351e+00 3.635505102967797429e+05
4.577824849703659993e+00 7.250897573321737582e+05
4.582404964228774524e+00 5.508004022128051147e+05
4.586989661159233123e+00 2.951777296341048204e+05
4.591578945079738183e+00 6.014369522262213286e+05
4.596172820579575991e+00 3.156943992204127135e+05
4.600771292252614941e+00 3.714637039751338307e+05
4.605374364697328637e+00 4.965738459828154300e+05
4.609982042516789669e+00 2.149886081158317684e+05
4.614594330318677606e+00 4.946937880255177151e+05
4.619211232715274562e+00 3.355847368743096013e+05
4.623832754323488281e+00 3.452783692430188530e+05
4.628458899764849477e+00 5.522390371629263973e+05
4.633089673665492292e+00 2.349937383764964179e+05
4.637725080656193377e+00 7.003873431300177472e+05
4.642365125372356793e+00 3.832479242527944734e+05
4.647009812454028221e+00 7.367972793558028061e+05
4.651659146545906509e+00 9.887177766718068160e+05
4.656313132297318802e+00 7.866961903390929801e+05
4.660971774362248077e+00 3.184356414420043584e+06
4.665635077399347352e+00 6.437710849237511866e+06
4.670303046071911268e+00 3.815863917213126551e+06
4.674975685047906282e+00 7.438577635684069246e+05
4.679652998999974223e+00 1.418939282401664881e+06
4.684334992605429626e+00 7.168984294116962701e+05
4.689021670546271281e+00 8.017248168749016477e+05
4.693713037509176011e+00 7.592337151427837089e+05
4.698409098185504895e+00 5.005036107595557696e+05
4.703109857271324579e+00 8.921512308671806240e+05
4.707815319467393955e+00 3.724739396247096593e+05
4.712525489479173046e+00 9.882488621213646838e+05
4.717240372016835437e+00 3.206542257550185896e+05
4.721959971795260280e+00 1.117612365829629824e+06
4.726684293534048287e+00 3.211930974739143276e+05
4.731413341957528829e+00 1.256550969070180785e+06
4.736147121794751946e+00 3.661751550501942402e+05
4.740885637779490125e+00 1.464384625884684967e+06
4.745628894650255170e+00 4.425605111287077307e+05
4.750376897150309752e+00 1.758026731297315331e+06
4.755129650027656751e+00 5.484498012806888437e+05
4.759887158035051691e+00 2.170552511274114251e+06
4.764649425930005400e+00 6.828609094816673314e+05
4.769416458474777798e+00 2.760451166144261137e+06
4.774188260436393882e+00 8.107846923845205456e+05
4.778964836586673037e+00 3.335297123819446191e+06
4.783746191702191730e+00 1.016743377288191114e+06
4.788532330564299500e+00 4.619907257184963673e+06
4.793323257959137607e+00 1.269795834188172594e+06
4.798118978677631041e+00 5.711051332379932515e+06
4.802919497515497405e+00 1.644383088476750068e+06
4.807724819273262007e+00 5.911138343287763186e+06
4.812534948756252540e+00 1.307154010755493771e+06
4.817349890774592858e+00 6.486181417333152145e+06
4.822169650143221631e+00 2.922245159229829907e+06
4.826994231681898562e+00 6.466427539084030315e+06
4.831823640215216820e+00 4.112231248289426323e+06
4.836657880572579948e+00 6.734486318343246356e+06
4.841496957588230288e+00 5.465987885254284367e+06
4.846340876101235651e+00 6.994422734963629395e+06
4.851189640955513305e+00 1.068224455746821128e+07
4.856043256999840629e+00 6.400867864920032211e+06
4.860901729087831136e+00 1.226066583127563260e+07
4.865765062077957559e+00 7.077881220832951367e+06
4.870633260833544753e+00 1.403026978968924284e+07
4.875506330222795448e+00 8.165613821713408455e+06
4.880384275118787585e+00 1.690865857603513822e+07
4.885267100399468099e+00 1.021646078033982776e+07
4.890154810947647590e+00 1.559354569177294336e+07
4.895047411651042069e+00 1.739981635356468707e+07
4.899944907402259631e+00 1.136747602465546317e+07
4.904847303098789801e+00 2.375143012062941119e+07
4.909754603643035509e+00 1.679749927576010302e+07
4.914666813942293544e+00 2.695395015952979401e+07
4.919583938908781207e+00 2.223465166543945298e+07
4.924505983459624758e+00 3.331471601919627935e+07
4.929432952516856759e+00 2.943474071526523307e+07
4.934364851007448038e+00 2.146204903457419947e+07
4.939301683863292602e+00 3.498992485739441961e+07
4.944243456021227168e+00 2.339625746679707244e+07
4.949190172423037382e+00 3.276671491742925346e+07
4.954141838015429400e+00 1.591960484629947692e+07
4.959098457750073408e+00 1.907482812483584508e+07
4.964060036583591184e+00 3.504531179597663134e+07
4.969026579477557881e+00 3.693408983572183549e+07
4.973998091398528665e+00 3.809009956381259859e+07
4.978974577317995198e+00 2.379989449072178453e+07
4.983956042212439819e+00 3.967078946844562143e+07
4.988942491063345308e+00 3.939911147859542817e+07
4.993933928857153148e+00 4.134424396345866472e+07
4.998930360585300825e+00 3.684476749177417904e+07
5.003931791244230709e+00 2.636283698514332622e+07
5.008938225835386504e+00 3.882415654903460294e+07
5.013949669365177719e+00 3.113621169569335133e+07
5.018966126845049835e+00 1.043830533232870698e+07
5.023987603291483417e+00 2.715836535044817999e+07
5.029014103725941709e+00 1.999310852794547752e+07
5.034045633174911494e+00 3.547288627431518584e+07
5.039082196669929736e+00 4.068861285774339736e+07
5.044123799247563156e+00 4.186124341748201102e+07
5.049170445949409114e+00 4.422703173452621698e+07
5.054222141822116932e+00 4.368590725061679631e+07
5.059278891917391441e+00 3.576030539239877462e+07
5.064340701291981439e+00 4.310067972076291591e+07
5.069407575007690347e+00 4.334780259847075492e+07
5.074479518131395750e+00 3.960603467800977826e+07
5.079556535735048506e+00 2.732240352890873328e+07
5.084638632895669197e+00 1.389129812792189606e+07
5.089725814695342798e+00 3.514796522499480098e+07
5.094818086221257758e+00 3.781628262537533790e+07
5.099915452565697116e+00 2.798343834882869944e+07
5.105017918826000312e+00 4.007229785106669366e+07
5.110125490104636903e+00 2.981917644388012588e+07
5.115238171509194132e+00 2.573359736393883452e+07
5.120355968152357384e+00 4.060420428629996628e+07
5.125478885151911967e+00 3.710575350077651441e+07
5.130606927630776859e+00 3.489725847865325212e+07
5.135740100717002932e+00 2.449805814651996642e+07
5.140878409543741867e+00 1.822346314730192721e+07
5.146021859249313657e+00 1.470335000607716292e+07
5.151170454977185287e+00 2.079361524585482478e+07
5.156324201875936986e+00 3.348276128851788491e+07
5.161483105099309299e+00 3.711280841126160324e+07
5.166647169806227069e+00 3.790840038688653708e+07
5.171816401160747922e+00 2.032481194328449294e+07
5.176990804332091578e+00 3.564596832782356441e+07
5.182170384494675375e+00 3.957152362577912956e+07
5.187355146828076080e+00 3.619557157235819101e+07
5.192545096517046765e+00 3.148743644643891230e+07
5.197740238751555886e+00 1.750877814419695735e+07
5.202940578726747312e+00 1.621444599396745116e+07
5.208146121642936777e+00 2.216996793702903017e+07
5.213356872705670497e+00 1.052528782535119168e+07
5.218572837125715402e+00 2.148846451308325678e+07
5.223794020119036041e+00 2.824430214742648602e+07
5.229020426906815011e+00 3.155192660226253048e+07
5.234252062715459175e+00 1.680805753646286950e+07
5.239488932776602326e+00 1.669607878599484824e+07
5.244731042327116732e+00 2.870579326529678702e+07
5.249978396609109588e+00 2.284675105772988871e+07
5.255231000869925673e+00 3.334215804440445825e+07
5.260488860362181995e+00 3.341986215571779385e+07
5.265751980343742922e+00 3.446677499482420832e+07
5.271020366077721064e+00 3.095108570932346210e+07
5.276294022832505703e+00 1.603294991994997673e+07
5.281572955881746800e+00 2.835093210051890835e+07
5.286857170504389636e+00 2.740896467781551555e+07
5.292146671984641948e+00 1.012446993663658760e+07
5.297441465612009459e+00 2.694539273657939583e+07
5.302741556681281665e+00 2.810388296457041055e+07
5.308046950492545157e+00 2.384929014741560444e+07
5.313357652351208493e+00 3.850701860465934873e+07
5.318673667567959562e+00 3.632620367213477194e+07
5.323995001458826870e+00 3.827696695273108780e+07
5.329321659345144901e+00 3.291813359578743950e+07
5.334653646553559447e+00 3.554534197479333729e+07
5.339990968416064021e+00 2.977463931999592856e+07
5.345333630269974101e+00 1.748196059625412524e+07
5.350681637457967987e+00 8.146738426800332032e+06
5.356034995328045945e+00 1.057599174487291276e+07
5.361393709233554183e+00 2.547070396577870473e+07
5.366757784533227493e+00 3.257761939384006336e+07
5.372127226591127069e+00 2.952813876127561927e+07
5.377502040776687586e+00 3.097554710442206636e+07
5.382882232464750061e+00 2.939115101085229591e+07
5.388267807035500567e+00 3.400658800292529911e+07
5.393658769874506653e+00 3.543923271982081980e+07
5.399055126372735103e+00 2.932296444415862858e+07
5.404456881926535949e+00 3.331098957078158110e+07
5.409864041937665569e+00 2.015152230640462041e+07
5.415276611813294672e+00 1.937167807797471061e+07
5.420694596965989653e+00 7.972251325625913218e+06
5.426118002813722363e+00 1.471672312499683164e+07
5.431546834779906519e+00 2.682336546695040911e+07
5.436981098293380832e+00 3.115023505238354951e+07
5.442420798788408121e+00 1.953211185024899989e+07
5.447865941704685966e+00 2.667909185672101006e+07
5.453316532487360035e+00 2.972070949874616414e+07
5.458772576587027636e+00 2.394787970458630845e+07
5.464234079459717286e+00 8.862592777293995023e+06
5.469701046566937563e+00 1.708632828773701936e+07
5.475173483375657568e+00 2.075290376706346497e+07
5.480651395358322020e+00 1.482456052825258859e+07
5.486134787992848594e+00 2.698095479158333316e+07
5.491623666762627032e+00 3.555866362677858025e+07
5.497118037156523584e+00 3.617119559008169174e+07
5.502617904668907656e+00 3.145960069376626238e+07
5.508123274799649138e+00 3.773549216052520275e+07
5.513634153054125520e+00 3.453216328619022667e+07
5.519150544943213887e+00 1.960377812425805256e+07
5.524672455983298036e+00 1.702765041600101069e+07
5.530199891696303105e+00 2.438829740078545362e+07
5.535732857609660051e+00 3.302469642440018803e+07
5.541271359256338513e+00 2.615085139723196626e+07
5.546815402174844145e+00 2.220900941001622006e+07
5.552364991909218617e+00 1.925375523806017637e+07
5.557920134009044943e+00 1.304858080617783964e+07
5.563480834029461697e+00 2.413375955599952862e+07
5.569047097531185209e+00 1.470510754965833947e+07
5.574618930080467827e+00 1.613160494718080945e+07
5.580196337249130778e+00 1.001041143289900199e+07
5.585779324614604135e+00 1.723739759821874648e+07
5.591367897759871752e+00 2.605819979892798886e+07
5.596962062273499683e+00 3.375535834277620912e+07
5.602561823749654835e+00 2.093055646143627167e+07
5.608167187788102304e+00 2.723474458030475304e+07
5.613778159994197381e+00 1.565108108197309822e+07
5.619394745978918415e+00 1.889039426183256507e+07
5.625016951358852602e+00 2.682479546150884032e+07
5.630644781756208417e+00 1.809285055672033131e+07
5.636278242798814730e+00 1.703178726737254485e+07
5.641917340120138569e+00 7.546406953085723333e+06
5.647562079359275344e+00 1.178851652510315180e+07
5.653212466160955074e+00 1.694637209774692357e+07
5.658868506175564583e+00 2.257683075542733073e+07
5.664530205059156387e+00 2.970489687299938872e+07
5.670197568473430039e+00 2.465251015031062439e+07
5.675870602085741901e+00 1.132187769018720277e+07
5.681549311569130012e+00 2.527842057309163362e+07
5.687233702602297214e+00 2.172740323966151848e+07
5.692923780869640460e+00 1.549494755820877850e+07
5.698619552061241045e+00 2.961614178806779534e+07
5.704321021872854836e+00 2.307730642642099783e+07
5.710028196005964674e+00 1.179924109146219119e+07
5.715741080167752841e+00 1.444612652053843066e+07
5.721459680071105502e+00 1.077088513998760842e+07
5.727184001434619809e+00 1.601781239099160582e+07
5.732914049982608340e+00 1.744138824810162559e+07
5.738649831445122196e+00 1.717428243705232069e+07
5.744391351557942116e+00 1.519628908729989082e+07
5.750138616062591801e+00 1.242283034014885686e+07
5.755891630706342355e+00 1.882023650962216035e+07
5.761650401242202513e+00 1.380621638950415514e+07
5.767414933428949730e+00 6.696249369005106390e+06
5.773185233031118635e+00 1.721938199424380809e+07
5.778961305818993921e+00 1.475654112432684936e+07
5.784743157568644101e+00 2.728367947254502028e+07
5.790530794061934827e+00 3.202232555017709360e+07
5.796324221086497808e+00 3.274444599978050962e+07
5.802123444435760113e+00 2.033209532215379551e+07
5.807928469908951286e+00 2.483208071320646629e+07
5.813739303311101558e+00 2.001648077737115696e+07
5.819555950453048077e+00 7.906788206407748163e+06
5.825378417151428678e+00 1.169356115306044742e+07
5.831206709228702323e+00 1.040114072294244915e+07
5.837040832513173072e+00 1.771879435418218002e+07
5.842880792838964332e+00 2.392352882468545437e+07
5.848726596046033066e+00 1.907973651781242341e+07
5.854578247980187555e+00 2.111990054899620265e+07
5.860435754493076743e+00 1.017016195127935335e+07
5.866299121442202669e+00 1.280846102255721577e+07
5.872168354690941783e+00 1.779514299013318121e+07
5.878043460108523632e+00 8.739425821261461824e+06
5.883924443570054841e+00 7.534538763712491840e+06
5.889811310956534207e+00 1.416498527741022594e+07
5.895704068154810074e+00 7.589676789843062870e+06
5.901602721057636280e+00 1.659957908552142046e+07
5.907507275563671278e+00 2.128689698117269576e+07
5.913417737577481681e+00 2.102073136392483860e+07
5.919334113009534271e+00 1.763244380958918482e+07
5.925256407776182677e+00 1.735335887317624688e+07
5.931184627799722442e+00 1.455657627327005379e+07
5.937118779008376812e+00 6.307728034538054839e+06
5.943058867336306506e+00 1.299911598986857757e+07
5.949004898723619483e+00 1.809241511035548151e+07
5.954956879116324764e+00 1.489118726776551083e+07
5.960914814466400813e+00 2.287391742270962521e+07
5.966878710731783109e+00 1.237994037761313841e+07
5.972848573876380129e+00 1.675688107253792137e+07
5.978824409870049372e+00 1.993416915916790068e+07
5.984806224688616894e+00 1.403182883225834183e+07
5.990794024313907506e+00 9.574051882771210745e+06
5.996787814733729682e+00 1.775956802569938451e+07
6.002787601941870221e+00 2.236039014780487120e+07
6.008793391938101358e+00 2.338238807526572794e+07
6.014805190728216289e+00 1.163836310988130793e+07
6.020823004324017624e+00 2.415782992323871329e+07
6.026846838743329826e+00 2.992431254395077005e+07
6.032876700009986770e+00 2.487552563078816235e+07
6.038912594153839741e+00 1.639498481590470485e+07
6.044954527210790296e+00 8.599151963200509548e+06
6.051002505222769834e+00 4.833749501638993621e+06
6.057056534237768020e+00 1.742848690341029689e+07
6.063116620309810578e+00 1.887269514758596942e+07
6.069182769498975283e+00 9.931793608281496912e+06
6.075254987871399948e+00 1.040478227483707853e+07
6.081333281499318844e+00 1.773123254284721985e+07
6.087417656461035165e+00 2.474456807257873565e+07
6.093508118840904153e+00 2.641687082377637550e+07
6.099604674729399711e+00 2.369591259834536910e+07
6.105707330223097529e+00 1.475979247643548250e+07
6.111816091424631558e+00 1.142470953259124421e+07
6.117930964442756192e+00 1.303293825715919957e+07
6.124051955392354252e+00 2.065885438313655555e+07
6.130179070394424556e+00 3.079376288376199827e+07
6.136312315576075704e+00 3.077049666262279078e+07
6.142451697070548278e+00 1.580833459241185337e+07
6.148597221017229053e+00 2.247501118720465526e+07
6.154748893561648337e+00 2.320794556834965572e+07
6.160906720855489738e+00 1.131906905982031673e+07
6.167070709056560851e+00 1.853709838428339362e+07
6.173240864328839450e+00 2.624829632455527782e+07
6.179417192842489470e+00 2.208884272140220553e+07
6.185599700773853904e+00 9.118551420565512031e+06
6.191788394305445031e+00 2.222659394954350218e+07
6.197983279625935538e+00 3.018801644701087847e+07
6.204184362930218910e+00 3.604725944526185095e+07
6.210391650419379239e+00 1.758797484001679718e+07
6.216605148300705430e+00 2.834365529940280318e+07
6.222824862787705413e+00 2.423245162241577357e+07
6.229050800100091045e+00 3.869043436615729332e+07
6.235282966463794985e+00 2.851365698808053508e+07
6.241521368110988455e+00 2.732136421735332906e+07
6.247766011280059040e+00 3.219444064315483719e+07
6.254016902215655982e+00 2.997286127460357174e+07
6.260274047168675082e+00 3.601763410453466326e+07
6.266537452396248042e+00 2.939435570901916921e+07
6.272807124161805525e+00 2.801431917302057520e+07
6.279083068735027418e+00 3.671343849265231937e+07
6.285365292391835723e+00 3.050323881922262162e+07
6.291653801414451408e+00 2.615469338306695595e+07
6.297948602091395287e+00 2.717647022201989964e+07
6.304249700717476479e+00 3.479048160001663864e+07
6.310557103593776418e+00 3.580231754710242897e+07
6.316870817027704810e+00 3.480437772012079507e+07
6.323190847332971209e+00 3.379733355830011517e+07
6.329517200829613444e+00 2.851215221944594383e+07
6.335849883843987840e+00 2.079815936164413020e+07
6.342188902708793208e+00 8.434513546095132828e+06
6.348534263763021990e+00 1.474141624281518720e+07
6.354885973352024209e+00 2.217583154671246186e+07
6.361244037827538556e+00 2.043958902217102051e+07
6.367608463547619557e+00 1.444945708260158077e+07
6.373979256876696198e+00 1.336381210358143970e+07
6.380356424185563924e+00 1.959509682494103909e+07
6.386739971851379316e+00 1.624973699005739391e+07
6.393129906257697392e+00 1.466515885232659616e+07
6.399526233794450292e+00 1.752269752865266055e+07
6.405928960857968590e+00 1.151671066721937992e+07
6.412338093850992848e+00 7.852725541587566026e+06
6.418753639182643411e+00 6.553949009417355992e+06
6.425175603268465707e+00 1.120810682511510514e+07
6.431603992530422254e+00 1.088160937446426041e+07
6.438038813396905979e+00 1.314860231971278787e+07
6.444480072302737561e+00 1.478191457323905826e+07
6.450927775689183186e+00 1.164235326289922372e+07
6.457381930003953663e+00 1.200575548398947343e+07
6.463842541701190214e+00 1.141679018473024294e+07
6.470309617241494671e+00 7.384397866018077359e+06
6.476783163091949902e+00 8.626056151963548735e+06
6.483263185726116262e+00 6.048935536701307632e+06
6.489749691624008499e+00 5.431486459933182225e+06
6.496242687272122396e+00 5.550918420170789585e+06
6.502742179163471192e+00 5.994456503905777819e+06
6.509248173797545611e+00 5.755560282835932449e+06
6.515760677680336066e+00 6.782312117779078893e+06
6.522279697324338876e+00 7.293788716373780742e+06
6.528805239248586467e+00 8.038084496282984503e+06
6.535337309978613618e+00 8.532368473054604605e+06
6.541875916046493877e+00 9.415229595727413893e+06
6.548421063990831570e+00 8.621424525644848123e+06
6.554972760356781336e+00 6.159597245265020058e+06
6.561531011696033922e+00 9.309442743062390015e+06
6.568095824566834828e+00 7.890131176298238337e+06
6.574667205534010073e+00 6.535893184157647192e+06
6.581245161168945756e+00 6.758145608626896515e+06
6.587829698049589844e+00 7.325722055587522686e+06
6.594420822760478806e+00 7.433218853321636096e+06
6.601018541892748281e+00 6.562250947693780065e+06
6.607622862044109979e+00 8.679249102399779484e+06
6.614233789818874776e+00 6.604633847513268702e+06
6.620851331827975805e+00 5.817691951206151396e+06
6.627475494688961355e+00 6.255184044533961453e+06
6.634106285025993976e+00 5.630337340224028565e+06
6.640743709469855816e+00 5.473559140309073031e+06
6.647387774657984139e+00 5.885228932738866657e+06
6.654038487234453569e+00 8.578458868997467682e+06
6.660695853849973425e+00 8.916568348894968629e+06
6.667359881161896595e+00 6.296373704445323907e+06
6.674030575834250634e+00 6.505938151041490957e+06
6.680707944537742193e+00 6.685444230307265185e+06
6.687391993949728608e+00 6.430402564781551249e+06
6.694082730754263189e+00 5.835137475358960219e+06
6.700780161642089006e+00 5.971063905468035489e+06
6.707484293310628232e+00 6.172351370806182735e+06
6.714195132464016780e+00 5.578113414407161996e+06
6.720912685813111409e+00 5.917577827479237691e+06
6.727636960075451533e+00 5.935918950162296183e+06
6.734367961975309846e+00 8.041764088387040421e+06
6.741105698243684330e+00 5.722064895545107313e+06
6.747850175618314239e+00 5.456934685324724764e+06
6.754601400843687209e+00 6.329015840912921354e+06
6.761359380671025932e+00 7.137326010057543404e+06
6.768124121858305919e+00 7.064563554450758733e+06
6.774895631170272381e+00 5.520259778685385361e+06
6.781673915378439332e+00 6.556289227686775848e+06
6.788458981261083380e+00 5.846832934462757781e+06
6.795250835603268591e+00 5.630178994498406537e+06
6.802049485196855372e+00 5.869204200097553432e+06
6.808854936840480043e+00 6.684638354722737335e+06
6.815667197339611683e+00 7.149048809558154084e+06
6.822486273506513932e+00 6.119139011922427453e+06
6.829312172160262762e+00 6.319392491529019549e+06
6.836144900126752688e+00 6.603388584864472039e+06
6.842984464238715425e+00 7.086464650149036199e+06
6.849830871335718996e+00 6.185603865133262239e+06
6.856684128264157962e+00 6.565782163052884862e+06
6.863544241877307606e+00 6.459190437006228603e+06
6.870411219035266193e+00 6.748893586300713010e+06
6.877285066604999386e+00 6.741016555814566091e+06
6.884165791460373107e+00 7.536747441864371300e+06
6.891053400482104685e+00 8.915623317451469600e+06
6.897947900557811707e+00 7.135227536388421431e+06
6.904849298582002248e+00 6.584828781974865124e+06
6.911757601456057998e+00 6.901064995008937083e+06
6.918672816088298205e+00 8.313132470463659614e+06
6.925594949393933497e+00 6.873108049103754573e+06
6.932524008295088969e+00 8.535782481303347275e+06
6.939459999720836159e+00 8.000095242887764238e+06
6.946402930607153969e+00 9.097229765298247337e+06
6.953352807896971299e+00 7.616310121131676249e+06
6.960309638540181254e+00 7.578628720873423852e+06
6.967273429493618941e+00 8.862668221575343981e+06
6.974244187721073907e+00 9.418980075445462018e+06
6.981221920193293684e+00 9.309500896055875346e+06
6.988206633888011332e+00 1.058921231218598038e+07
6.995198335789934774e+00 9.323903191079700366e+06
7.002197032890780548e+00 1.085635252129032649e+07
7.009202732189245388e+00 1.009362792113116384e+07
7.016215440691027538e+00 1.016456292629667930e+07
7.023235165408840075e+00 1.020372763939467631e+07
7.030261913362399362e+00 1.588335540145733207e+07
7.037295691578454360e+00 1.460409124223287776e+07
7.044336507090792843e+00 9.161415676016012207e+06
7.051384366940223636e+00 1.068181240572040342e+07
7.058439278174613030e+00 1.356979438347155601e+07
7.065501247848868793e+00 1.359423453299814463e+07
7.072570283024954385e+00 1.585384994199306704e+07
7.079646390771910269e+00 1.156113357574307360e+07
7.086729578165847698e+00 1.215346706386228278e+07
7.093819852289949601e+00 1.415151624328864180e+07
7.100917220234500782e+00 1.598570827632418647e+07
7.108021689096868378e+00 1.411068003125848994e+07
7.115133265981508082e+00 1.240065701313470490e+07
7.122251958000004990e+00 1.304369659030159563e+07
7.129377772271054070e+00 1.587122200511700660e+07
7.136510715920461934e+00 1.268722654660746828e+07
7.143650796081180587e+00 1.192397602055015229e+07
7.150798019893290558e+00 1.328017695500830747e+07
7.157952394504015103e+00 1.267542885385746881e+07
7.165113927067729094e+00 1.326615312689897604e+07
7.172282624745966118e+00 1.497767629591335356e+07
7.179458494707433580e+00 2.107656324805686995e+07
7.186641544127991388e+00 2.171602220238602906e+07
7.193831780190692804e+00 2.310872080963502079e+07
7.201029210085776455e+00 2.348075351544091478e+07
7.208233841010668996e+00 2.064154143110240251e+07
7.215445680170001985e+00 2.437475448880162463e+07
7.222664734775614548e+00 3.824106875547091663e+07
