wl_pl (micron)	Fp_w1	snr_w1
5.997305207932233984e+00	1.887036878403854498e+05	6.840313597883203312e-02
6.057579632132558345e+00	1.479273024005618645e+05	5.566930051344825409e-02
6.118459829440422659e+00	2.522143990032706351e+05	9.827659286321631382e-02
6.179951888027764184e+00	2.719924568764095893e+05	1.095604235981630370e-01
6.242061957254174231e+00	6.932830595805901103e+05	2.886961276063588766e-01
6.304796248281853366e+00	8.292844714628513902e+05	3.576170248622230763e-01
6.368161034696747436e+00	2.342421092760069587e+05	1.048788771592842062e-01
6.432162653135911512e+00	2.515992378905926016e+05	1.172033086432167220e-01
6.496807503921196769e+00	1.842620166791864613e+05	8.940011506789156959e-02
6.562102051699297611e+00	2.406108176095957169e+05	1.215461566158373141e-01
6.628052826088236316e+00	2.941375007903039805e+05	1.544911848782470898e-01
6.694666422330328714e+00	3.037470325565217063e+05	1.655864474062883340e-01
6.761949501951739272e+00	5.290750480525221210e+05	2.988976079723074664e-01
6.829908793428641545e+00	4.532925171167825465e+05	2.652176769961964720e-01
6.898551092860084388e+00	8.202067336064651608e+05	4.970667349848729155e-01
6.967883264647622532e+00	8.570217730071075493e+05	5.385107757838141218e-01
7.037912242181770139e+00	1.077288840926793870e+06	7.026500532970680890e-01
7.108645028535355515e+00	1.549431420010188362e+06	1.049910021370321855e+00
7.180088697163850675e+00	1.195336292115709977e+06	8.419552908803904501e-01
7.252250392612733521e+00	1.738975499618644826e+06	1.272312500107730449e+00
7.325137331231958093e+00	1.494154575715776766e+06	1.134643057726210325e+00
7.398756801897606650e+00	1.342905923147977563e+06	1.056972949998383093e+00
7.473116166740798150e+00	1.312218722615940496e+06	1.068973852226916099e+00
7.548222861883920665e+00	2.171636581217684317e+06	1.828343795712065623e+00
7.624084398184262312e+00	2.359393006036904640e+06	2.052202003214255388e+00
7.700708361985109107e+00	1.071779607743415516e+06	9.635816169861554092e-01
7.778102415874408315e+00	2.134356690022678580e+06	1.981431783288121862e+00
7.856274299451034615e+00	2.178188446380139794e+06	2.089429216591546901e+00
7.935231830098784300e+00	2.513102437488773372e+06	2.490657830788574945e+00
8.014982903768117950e+00	3.173410893944452517e+06	3.247888621937053077e+00
8.095535495765789236e+00	4.476207575671037659e+06	4.726034058012698935e+00
8.176897661552379404e+00	4.946954719230331481e+06	5.385191480286497523e+00
8.259077537547879544e+00	7.228803616991466843e+06	8.093731557044694824e+00
8.342083341945345509e+00	7.672509136260511354e+06	8.833774859122904388e+00
8.425923375532734738e+00	8.366795535694203340e+06	9.891235610815458656e+00
8.510606022523013792e+00	9.546303550731197000e+06	1.157049793592871012e+01
8.596139751392593453e+00	1.096418814671274461e+07	1.360882707315441742e+01
8.682533115728196194e+00	1.148599940326531045e+07	1.459863300051951995e+01
8.769794755082248372e+00	1.197979898816722631e+07	1.558327844716423449e+01
8.857933395836843360e+00	1.356968846557050943e+07	1.803989238887464452e+01
8.946957852076408813e+00	1.324267902737423591e+07	1.801178264302351195e+01
9.036877026469138485e+00	1.305262420479719713e+07	1.815010966908431556e+01
9.127699911157268531e+00	1.343951079862916283e+07	1.908060218947914066e+01
9.219435588656336833e+00	1.316852322517139092e+07	1.908094615281842366e+01
9.312093232763436035e+00	1.310574335527081788e+07	1.935484803603584325e+01
9.405682109474627239e+00	1.354777335968952067e+07	2.035568317103356151e+01
9.500211577911558791e+00	1.366601815700240619e+07	2.086888714720288007e+01
9.595691091257400274e+00	1.413479716032375954e+07	2.190030592087369143e+01
9.692130197702201855e+00	1.438342521277138963e+07	2.258777354026300088e+01
9.789538541397700300e+00	1.499655807474984042e+07	2.383328925459831282e+01
9.887925863421797246e+00	1.507233382373390347e+07	2.423023803349477845e+01
9.987302002752668884e+00	1.543876498103115708e+07	2.507532014110594787e+01
1.008767689725269712e+01	1.551459123603017628e+07	2.544595073836536514e+01
1.018906058466227371e+01	1.499111859447161108e+07	2.482692557643193254e+01
1.029146320360360356e+01	1.458723663865897618e+07	2.437226841077097106e+01
1.039489499459459410e+01	1.530635964344337024e+07	2.574757726428923377e+01
1.049936630107293389e+01	1.489538730757018551e+07	2.523792051463371422e+01
1.060488757043044927e+01	1.507807133469099179e+07	2.569155928413465872e+01
1.071146935505789166e+01	1.543281156378639303e+07	2.641274737406291706e+01
1.081912231340018415e+01	1.526820218197578564e+07	2.623509866263345813e+01
1.092785721102229601e+01	1.532564911016773991e+07	2.640301088370364013e+01
1.103768492168583570e+01	1.473050171940983832e+07	2.543568549500561460e+01
1.114861642843644596e+01	1.448428519242577255e+07	2.503067251506801227e+01
1.126066282470214119e+01	1.317031450834897347e+07	2.278318311045071454e+01
1.137383531540266546e+01	1.243227986366215162e+07	2.149377168784720737e+01
1.148814521807002897e+01	1.148829830449186079e+07	1.983780213083195321e+01
1.160360396398027838e+01	1.055148425789291970e+07	1.818421594466200020e+01
1.172022309929666406e+01	9.247702863107541576e+06	1.590186309008759658e+01
1.183801428622426855e+01	8.843854738705117255e+06	1.514931594775840296e+01
1.195698930417627182e+01	9.294288678925050423e+06	1.583691532255542000e+01
1.207716005095191392e+01	9.246402209935065359e+06	1.567358216758537637e+01
1.219853854392630410e+01	9.517031677201239392e+06	1.603592211456491157e+01
1.232113692125219728e+01	9.422126014353845268e+06	1.578025723386039481e+01
1.244496744307382485e+01	9.473273533238772303e+06	1.576042891625487741e+01
1.257004249275295926e+01	9.428615604692466557e+06	1.557573359045755090e+01
1.269637457810726211e+01	1.101150854612031765e+07	1.802370075129091020e+01
1.282397633266110226e+01	1.163751732695229724e+07	1.888222957957266601e+01
1.295286051690895412e+01	1.202378943513488024e+07	1.933295611352130550e+01
1.308304001959145424e+01	1.238125233250440098e+07	1.971785136960482632e+01
1.321452785898433469e+01	1.152871080163103156e+07	1.819565338091955908e+01
1.334733718420025816e+01	1.112889268081841245e+07	1.739039544024753425e+01
1.348148127650377859e+01	9.251000942324662581e+06	1.432423012540739649e+01
1.361697355063949644e+01	9.724918101300880313e+06	1.488259679979470640e+01
1.375382755617355812e+01	9.695610686868792400e+06	1.466582996116254556e+01
1.389205697884866986e+01	7.283192683367894962e+06	1.090734134944035638e+01
1.403167564195267936e+01	8.148941084786707535e+06	1.204604376312247282e+01
1.417269750770094561e+01	6.453328147295004688e+06	9.433886479784998613e+00
1.431513667863261574e+01	5.018607439649883658e+06	7.252242818301473548e+00
1.445900739902088183e+01	3.977754428407244384e+06	5.679463675120343780e+00
1.460432405629747343e+01	3.409055389714584220e+06	4.807045958602502722e+00
1.475110118249141600e+01	3.172463703277082648e+06	4.416454636333118522e+00
1.489935345568228620e+01	3.121253671937094536e+06	4.288972311862246478e+00
1.504909570146803510e+01	3.377242309717870317e+06	4.579449450654618836e+00
1.520034289444761377e+01	3.403138200085978955e+06	4.554047671798231889e+00
1.535311015971844739e+01	3.651038522574490868e+06	4.820563482787882492e+00
1.550741277438898535e+01	4.401110007321627811e+06	5.730861092850124017e+00
1.566326616910645875e+01	5.419224335903305560e+06	6.957425784465759655e+00
1.582068592959999265e+01	6.628667861020627432e+06	8.388519995246518590e+00
1.597968779823918695e+01	7.781738519415790215e+06	9.705926793053219370e+00
1.614028767560842681e+01	7.457487465381758288e+06	9.174020913754393547e+00
1.630250162209695119e+01	8.126931411413150840e+06	9.852921751024966923e+00
1.646634585950496188e+01	8.922764079057296738e+06	1.065861882222965562e+01
1.663183677266582094e+01	9.090194923535743728e+06	1.070068462581072311e+01
1.679899091108456943e+01	8.346347655903559178e+06	9.685114320620122896e+00
1.696782499059295901e+01	9.075186107555858791e+06	1.037120464771563810e+01
1.713835589502102863e+01	9.078768959582367912e+06	1.022055439852055159e+01
1.731060067788556367e+01	9.160197836452685297e+06	1.015699174013547434e+01
1.748457656409546601e+01	9.443803832635421306e+06	1.031212096459859495e+01
1.766030095167431924e+01	8.806587313581718132e+06	9.473710044549759957e+00
1.783779141350018804e+01	9.823053907905945554e+06	1.040245573026309245e+01
1.801706569906300359e+01	9.308283619454098865e+06	9.710615321316756976e+00
1.819814173623951703e+01	8.916627397405600175e+06	9.163406078594876547e+00
1.838103763308614447e+01	nan	nan
1.848647141062578925e+01	nan	nan
