wl_pl (micron)	Fp_w1	snr_w1
4.020100502512562457e+00	nan	nan
4.060503522638317264e+00	nan	nan
4.101312603267848189e+00	6.255160682482736884e+05	8.155353689008629225e-02
4.142531825411243318e+00	6.617727604733060580e+05	8.771387108627624885e-02
4.184165311093767770e+00	1.360627920190563018e+05	1.821550277325130474e-02
4.226217223768076181e+00	1.404985732273785516e+03	1.882468447021872794e-04
4.268691768730570324e+00	1.671856843383690602e+03	2.235440210759632941e-04
4.311593193541932933e+00	2.814049260108656199e+03	3.782475965742911734e-04
4.354925788451902591e+00	4.642098095843187184e+04	6.348342046708459890e-03
4.398693886828302091e+00	3.094873500385491061e+05	4.335759966238162538e-02
4.442901865590395794e+00	5.459335300118603045e+05	7.813702261577870622e-02
4.487554145646581283e+00	2.460757681748621690e+05	3.569187690070749902e-02
4.532655192336495276e+00	4.269720636916486546e+04	6.242583041102751744e-03
4.578209515877566638e+00	8.088505613523034299e+03	1.195921855141313410e-03
4.624221671816035162e+00	6.083808483394558607e+03	9.194297771228519996e-04
4.670696261482527589e+00	2.416817135868565674e+04	3.773039657489023029e-03
4.717637932452201532e+00	9.872534123129476939e+03	1.597623478614710853e-03
4.765051379009510590e+00	2.280271746216065003e+04	3.808305725047480064e-03
4.812941342617645724e+00	8.429358841913398646e+04	1.442371731285691829e-02
4.861312612392697297e+00	2.778623569242735393e+05	4.851765451727255846e-02
4.910170025582573317e+00	6.701697657349986257e+05	1.197325518397864969e-01
4.959518468050739592e+00	9.409388831994365901e+05	1.733807758201953986e-01
5.009362874764818230e+00	1.018216512808942934e+06	1.950321364404692670e-01
5.059708230290092423e+00	1.381514142323158681e+06	2.758665202139980455e-01
5.110559569287982384e+00	1.108558569599781884e+06	2.300981408589858612e-01
5.161921977019520824e+00	9.712205399876545416e+05	2.082994766201175796e-01
5.213800589853888390e+00	6.605785929349232465e+05	1.456773586281761290e-01
5.266200595782067673e+00	8.762424631927971495e+05	1.985294157941569493e-01
5.319127234935656645e+00	1.017424658555913367e+06	2.376940278055109379e-01
5.372585800110888599e+00	7.795559134139002999e+05	1.888689553546230582e-01
5.426581637297933192e+00	5.497203023140175501e+05	1.387076997384704413e-01
5.481120146215499922e+00	6.155966786994629074e+05	1.618666483265082945e-01
5.536206780850831954e+00	5.283547380522177555e+05	1.443636971454509976e-01
5.591847050005112507e+00	3.669571934862770722e+05	1.037388400972431846e-01
5.648046517844360181e+00	2.992582558055251720e+05	8.723599321218863945e-02
5.704810804455861195e+00	2.748312712531061843e+05	8.255137800380246693e-02
5.762145586410190035e+00	2.030288750955226133e+05	6.297497157822555536e-02
5.820056597328886028e+00	2.934681269754904788e+05	9.435370629648626162e-02
5.878549628457820475e+00	1.213499443261510751e+05	4.058020348503819930e-02
5.937630529246340494e+00	1.724075194641208218e+05	6.005220323517965197e-02
