wl_pl (micron)	Fp_w1	snr_w1
4.040404040404040664e+00	nan	nan
4.122028364452606120e+00	3.984367711576577858e+05	7.409971687512584282e-02
4.205301664744578893e+00	6.246839171708327922e+04	1.184303163684858815e-02
4.290257253931337722e+00	2.151721592100755061e+03	4.073707491844123676e-04
4.376929117647121892e+00	1.740135113954418921e+05	3.405775822890260568e-02
4.465351928104639434e+00	4.508049245228762156e+05	9.195664100919537232e-02
4.555561057965339167e+00	4.804216643163090339e+04	9.979867283029349861e-03
4.647592594489891482e+00	3.276569853106805749e+04	7.111529139040860537e-03
4.741483353974536463e+00	3.360251750900829938e+04	7.820266771091414007e-03
4.837270896479072491e+00	1.967266824087832356e+05	4.809934406794461742e-02
4.934993540852387284e+00	7.310722690133212600e+05	1.874027454022028638e-01
5.034690380061525694e+00	1.017679084319645888e+06	2.815327907871845170e-01
5.136401296830445773e+00	9.282793164330453146e+05	2.772400123847851283e-01
5.240166979594697239e+00	7.499816010800091317e+05	2.370625124769130676e-01
5.346028938778427886e+00	8.832506763232934754e+05	2.970171322960751259e-01
5.454029523400214963e+00	7.651185145529861329e+05	2.788067795516283032e-01
5.564211938014360648e+00	7.180067082886272110e+05	2.823988071262767963e-01
5.676620259994448858e+00	6.182683372282707132e+05	2.587302306431196186e-01
5.791299457166053877e+00	6.154598410144497175e+05	2.747641438391464908e-01
5.908295405795671584e+00	5.161803109127728385e+05	2.491681951854681776e-01
6.027654908943058665e+00	5.956044592838353710e+05	3.112510321186977014e-01
6.149425715184332120e+00	7.723587387477547163e+05	4.328173022289547589e-01
6.273656537713309334e+00	1.119774536265180213e+06	6.709561850650757053e-01
6.400397073828729688e+00	5.165714511233790545e+05	3.336129373311125246e-01
6.529698024815169255e+00	2.797814486447402742e+05	1.959436097806737387e-01
6.661611116225575557e+00	2.536911285708170326e+05	1.920586169018728973e-01
6.796189118573567001e+00	2.545653248117315816e+05	2.070347980840759050e-01
6.933485868443741040e+00	3.310743591797053814e+05	2.889782471198962810e-01
7.073556290028461646e+00	5.323630140935510863e+05	5.006914800737477522e-01
7.216456417099744947e+00	8.467948498060933780e+05	8.601309266635183137e-01
7.362243415424991611e+00	6.462099856054793345e+05	7.069937704955783220e-01
7.510975605635596963e+00	7.851725099746576743e+05	9.202286263350639706e-01
7.662712486557527569e+00	8.439712280835430138e+05	1.056067867783539116e+00
7.817514759013236336e+00	9.445001063629064010e+05	1.261465610014041339e+00
7.975444350104412550e+00	1.279084898085525259e+06	1.823838816868606161e+00
8.136564437985310150e+00	2.588216754936194047e+06	3.930433491655578315e+00
8.300939477136529021e+00	5.032744075665286742e+06	8.096609838631591671e+00
8.468635224149389629e+00	6.614969387986277230e+06	1.122010851424962574e+01
8.639718764031194098e+00	8.696120102285722271e+06	1.548006460370759640e+01
8.814258537041927966e+00	1.015448398120251857e+07	1.892924190185715361e+01
8.992324366073077613e+00	1.063702683549276367e+07	2.073793354702441860e+01
9.173987484579601670e+00	1.105423408485313319e+07	2.247485429894830133e+01
9.359320565076162168e+00	1.043353589565031789e+07	2.204799101606524658e+01
9.548397748209012548e+00	8.642622154676586390e+06	1.890705105728349977e+01
9.741294672415254041e+00	8.303759399142801762e+06	1.868276004378209976e+01
9.938088504181219918e+00	8.822314665861455724e+06	2.030710381282520061e+01
1.013885796891215385e+01	9.505359093985911459e+06	2.230186335066272107e+01
1.034368338242552987e+01	9.285625334279149771e+06	2.216186161327868831e+01
1.055264668308059228e+01	8.856609620626319200e+06	2.143720018240826874e+01
1.076583146455696749e+01	1.065737045894197561e+07	2.599216819972497561e+01
1.098332300929549277e+01	9.360703804489372298e+06	2.298749630666041099e+01
1.120520832261459354e+01	7.050382629934072495e+06	1.737821388132481104e+01
1.143157616751589778e+01	4.842655326104464009e+06	1.193188857343937315e+01
1.166251710019298748e+01	3.428967145364774391e+06	8.410168016517582501e+00
1.189812350625749282e+01	3.507866343909479678e+06	8.528436506369541092e+00
1.213848963769703637e+01	3.768457827079313807e+06	9.062120741260560663e+00
1.238371165057980683e+01	3.796901798829858657e+06	9.016886575839532014e+00
1.263388764352081139e+01	4.471754731137760915e+06	1.046018397674182943e+01
1.288911769692527365e+01	6.706295416380973533e+06	1.539593570418632851e+01
1.314950391302477506e+01	8.604088025477295741e+06	1.935224069767653887e+01
1.341515045672224282e+01	9.109203682518435642e+06	2.005793880511673066e+01
1.368616359726208742e+01	9.479736717449661344e+06	2.040067671244599623e+01
1.396265175074213083e+01	7.544992065935111605e+06	1.587740593107103848e+01
1.424472552348439613e+01	5.564907130534432828e+06	1.143935601947623759e+01
1.453249775628206031e+01	3.566393541471391916e+06	7.156632187787700161e+00
1.482608356954028395e+01	3.078748608923196793e+06	6.021776626810476429e+00
1.512560040932897643e+01	3.301020628767312970e+06	6.288373258230283369e+00
1.543116809436592263e+01	3.920097166370744817e+06	7.269015486511331225e+00
1.574290886394907574e+01	6.040717033482468687e+06	1.088801837860687804e+01
1.606094742685713683e+01	7.823657849670777097e+06	1.370262156499813422e+01
1.638541101123809085e+01	8.852504088851859793e+06	1.506209559294207523e+01
1.671642941550552308e+01	9.165681740319810808e+06	1.514478000115985523e+01
1.705413506026321002e+01	9.782471097626565024e+06	1.568474595071705480e+01
1.739866304127863117e+01	1.012835710583502799e+07	1.575309454335545212e+01
1.775015118352667898e+01	1.022481798976733908e+07	1.542552358343224839e+01
1.810874009632519943e+01	1.003908643605580367e+07	1.469261139999212240e+01
1.839491374864422824e+01	nan	nan
