Wavelength	Phase  Flux	Phase  SNR
4.040404040404041	nan	nan
4.122028364452606	154011.4938993689	0.09418400414253209
4.205301664744579	14866.899239154192	0.009478761363681545
4.290257253931338	360.4139208287928	0.00023927465679002453
4.376929117647122	4547.020542532911	0.003141195657642058
4.465351928104639	91793.37237544717	0.06596664627640698
4.555561057965339	166366.1787695621	0.12434225819905337
4.6475925944898915	171849.03562013293	0.13351538642208655
4.7414833539745365	145317.62277578577	0.11726122513938748
4.8372708964790725	145779.44855760536	0.1220277230738283
4.934993540852387	171184.34148781907	0.14844410945819442
5.034690380061526	172330.28925858185	0.1546134910802176
5.136401296830446	156644.17756123442	0.1452628890371312
5.240166979594697	151263.9798193096	0.14489369940077057
5.346028938778428	152474.71847831729	0.15081311659247204
5.454029523400215	126188.0690069141	0.12886038406210604
5.564211938014361	113282.67166548684	0.11941443433347092
5.676620259994449	96584.83084591938	0.10506619569866049
5.791299457166054	94307.81523888493	0.10580953064164254
5.908295405795672	83479.87984505681	0.0965238111330091
6.027654908943059	88812.10934495759	0.10572158217441513
6.149425715184332	108240.32841615158	0.13250680588145605
6.273656537713309	164777.18809597302	0.20721633272529238
6.40039707382873	110848.46034883648	0.14305812812051824
6.529698024815169	105427.59682754976	0.13951637958762933
6.661611116225576	147840.26878482767	0.20047213588538243
6.796189118573567	212303.6656118775	0.2948268044231338
6.933485868443741	248797.9167178986	0.3536613565073726
7.073556290028462	301045.3407965294	0.4377838396162574
7.216456417099745	341791.3918384186	0.5081237247068621
7.362243415424992	405937.8251417069	0.6163618029424498
7.510975605635597	455688.0234518805	0.705793810308006
7.662712486557528	507954.20041211415	0.8012995188046235
7.817514759013236	542022.6137487487	0.8692420878360702
7.9754443501044125	585949.0896221156	0.9532345439318286
8.13656443798531	624095.2292041475	1.0274651012190155
8.300939477136529	661727.1393178331	1.0996292167065054
8.46863522414939	696947.759905553	1.1658226762359913
8.639718764031194	732615.4083884899	1.2301171369072679
8.814258537041928	763540.9368874012	1.2831961181018674
8.992324366073078	802745.1981532682	1.3463885628677446
9.173987484579602	843626.8426533455	1.4080577548504496
9.359320565076162	773672.4885730483	1.2813917907454297
9.548397748209013	549945.2203079688	0.9013596939891325
9.741294672415254	644688.7484285515	1.0425666267541416
9.93808850418122	897319.3757093189	1.4277410737171647
10.138857968912154	1056713.1301669609	1.6498843172435833
10.34368338242553	1101509.6562034956	1.6832651466702098
10.552646683080592	1133367.8573857383	1.6907812469838988
10.765831464556967	1163807.235657592	1.6907089585531838
10.983323009295493	1192663.409059317	1.683215505327652
11.205208322614594	1218426.9432374265	1.6667471579529323
11.431576167515898	1242123.2564788042	1.6434503519679395
11.662517100192987	1263849.5823731716	1.614167589652805
11.898123506257493	1283973.2024693035	1.5800951835825412
12.138489637697036	1302815.4994507811	1.5423245376660557
12.383711650579807	1318190.5526608787	1.4990351037881886
12.633887643520811	1325903.7186477974	1.4466009564141098
12.889117696925274	1341434.127859001	1.4026805329155656
13.149503913024775	1331741.3094650165	1.3335346986308483
13.415150456722243	1177030.7313468333	1.1279990581312376
13.686163597262087	1092689.4110670881	1.0017558384616714
13.96265175074213	870720.8083021041	0.763478746322565
14.244725523484396	642222.513328319	0.5385576237993973
14.53249775628206	454855.9867994884	0.3648333504276053
14.826083569540284	444339.0582312404	0.3409668799503773
15.125600409328976	454534.1441665274	0.3338210271954253
15.431168094365923	480869.10623625317	0.33817791910546574
15.742908863949076	616210.4379622758	0.4152171298139246
16.060947426857137	892028.4133974041	0.5762872641378824
16.38541101123809	1064622.0238408563	0.6599167804850203
16.716429415505523	1156802.8006652955	0.6885179925769325
17.05413506026321	1278067.169690615	0.7309686117997785
17.39866304127863	1304284.6913974753	0.7173542696114922
17.75015118352668	1290653.0473416948	0.6831251899182634
18.1087400963252	1278686.3423399827	0.6517470359193974
18.39491374864423	1240982.385907586	0.46436587787414013
