Wavelength	Phase  Flux	Phase  SNR
4.040404040404041	nan	nan
4.122028364452606	117173.89673865924	0.07467964750088733
4.205301664744579	15519.909023155618	0.010377609649717472
4.290257253931338	3903.804905948595	0.0027374313263504413
4.376929117647122	10174.279863131884	0.0074738704099485374
4.465351928104639	171874.4139242033	0.13203569221096015
4.555561057965339	323648.2861624197	0.25950796087426553
4.6475925944898915	379421.3065967091	0.31700101836015765
4.7414833539745365	367776.9159905603	0.31979803631586207
4.8372708964790725	471345.89435683924	0.4262717637464463
4.934993540852387	639756.6427674325	0.6015434809478859
5.034690380061526	748965.4254185022	0.731955836319079
5.136401296830446	834617.8185172915	0.8472535911817757
5.240166979594697	933829.4509767191	0.983652121819028
5.346028938778428	1055624.118280996	1.1521937277039163
5.454029523400215	1005834.1241074078	1.1359587726042382
5.564211938014361	977554.2479653205	1.140681070872689
5.676620259994449	906675.4018381706	1.0918209827710645
5.791299457166054	952373.20097661	1.1823686564398883
5.908295405795672	921690.9795039977	1.178967927334362
6.027654908943059	1035171.191975785	1.363273959348711
6.149425715184332	1289191.0020344637	1.7464954992102983
6.273656537713309	1957213.634251992	2.723667665970875
6.40039707382873	1431161.7106921324	2.045181185413606
6.529698024815169	1449513.5422653663	2.122262133660878
6.661611116225576	1977021.3319542997	2.957690333050865
6.796189118573567	2781262.4385800017	4.239750484018504
6.933485868443741	3326007.5213934844	5.154050309649197
7.073556290028462	4087946.787799849	6.420308052623478
7.216456417099745	4726274.660218465	7.503194911256366
7.362243415424992	5751989.111930173	9.199884554302383
7.510975605635597	6576729.0791360885	10.569685819789846
7.662712486557528	7475008.317778547	12.033851533048063
7.817514759013236	8044521.374052026	12.937363082613878
7.9754443501044125	8825346.934323201	14.126793443492137
8.13656443798531	9489630.977861406	15.067222384992379
8.300939477136529	10108766.634958861	15.861053244183802
8.46863522414939	10645842.848577537	16.443682507869614
8.639718764031194	11149737.413190812	16.886870301094675
8.814258537041928	11487101.101034721	16.99521271949483
8.992324366073078	12080304.054430308	17.387486075978053
9.173987484579602	12636373.943697333	17.63190556139236
9.359320565076162	10323314.418020856	13.960570797676606
9.548397748209013	5642786.194732803	7.389751810033168
9.741294672415254	6666337.917296471	8.384463750519163
9.93808850418122	11665330.91166772	14.0161258196126
10.138857968912154	15969655.566015286	18.32251942632328
10.34368338242553	17063977.098063722	18.726118616697892
10.552646683080592	17643079.54461791	18.51151940892031
10.765831464556967	18193356.55042865	18.241073080315402
10.983323009295493	18669557.536792915	17.881759671554473
11.205208322614594	19092009.71980628	17.465819898588947
11.431576167515898	19479661.836436506	17.019021528750695
11.662517100192987	19826043.511017974	16.541680991860193
11.898123506257493	20160668.540996864	16.062465213194173
12.138489637697036	20447545.780845642	15.55565131342815
12.383711650579807	20621844.066989858	14.979296792115381
12.633887643520811	20630357.161671247	14.307406876658009
12.889117696925274	20803412.12990649	13.772005003910145
13.149503913024775	20288080.42797751	12.82164566284988
13.415150456722243	17577051.404244147	10.60926233015246
13.686163597262087	16158838.03476699	9.310259830629377
13.96265175074213	13031877.20139741	7.169807503592123
14.244725523484396	10117018.183546733	5.3143663510378705
14.53249775628206	7725956.892078607	3.874492332458562
14.826083569540284	7349914.884528967	3.5180669029408316
15.125600409328976	7511043.880104123	3.4321516544931776
15.431168094365923	8065442.850447192	3.519528238761731
15.742908863949076	9961874.800552145	4.1525770886247155
16.060947426857137	13647619.068189781	5.436427630919008
16.38541101123809	16107556.914287731	6.136972225095277
16.716429415505523	17461786.735215787	6.369080444896877
17.05413506026321	19425478.710442297	6.788071090647438
17.39866304127863	20032098.584606394	6.713162210251542
17.75015118352668	19932053.933860548	6.4119387456137185
18.1087400963252	19712395.307313133	6.0925534812395785
18.39491374864423	19030140.57504894	4.311104083463359
