Wavelength	Phase  Flux	Phase  SNR
4.040404040404041	nan	nan
4.122028364452606	386974.61285601644	0.11369124610328434
4.205301664744579	37330.01075146713	0.011208101754977245
4.290257253931338	3030.2781452193253	0.0009292728964970615
4.376929117647122	13732.592000276596	0.004298835123648247
4.465351928104639	304921.0685883885	0.09737970047320366
4.555561057965339	442582.62921132904	0.14412963373737586
4.6475925944898915	457268.6134562339	0.15179200426593872
4.7414833539745365	350647.78995807766	0.1186219528252295
4.8372708964790725	445816.4852045474	0.15367532191432914
4.934993540852387	494264.92056943296	0.17360737340777985
5.034690380061526	500570.8047143407	0.1791776034887467
5.136401296830446	544916.8008237092	0.19880577017739698
5.240166979594697	604742.0517485703	0.22492050994090276
5.346028938778428	668206.2152878715	0.2533943230398111
5.454029523400215	871647.0462520587	0.3370369069631771
5.564211938014361	1000149.7217903573	0.39431478657888785
5.676620259994449	1115270.837019028	0.44825130387416895
5.791299457166054	1218682.486192673	0.4991630362170439
5.908295405795672	1269380.4146917532	0.5295717935605869
6.027654908943059	1425728.2041475226	0.6053677245729614
6.149425715184332	1713391.8409431372	0.7397163333046802
6.273656537713309	2149137.3066454013	0.9422883830832555
6.40039707382873	1997909.6312511007	0.8885825839477501
6.529698024815169	2035423.9746142346	0.9168327876446534
6.661611116225576	2502683.6322179916	1.1395767804189612
6.796189118573567	3053927.3280798495	1.4029637104380692
6.933485868443741	3218634.315052664	1.488819046223146
7.073556290028462	3368411.5662219767	1.5652136690709044
7.216456417099745	3455332.2864806745	1.6089243696957811
7.362243415424992	3065094.6001211125	1.4265646145467485
7.510975605635597	2948679.4636972263	1.367677802361067
7.662712486557528	2544099.4522376163	1.172535596830918
7.817514759013236	2728936.576615405	1.2455005230115979
7.9754443501044125	2508234.0327697354	1.1301078272820442
8.13656443798531	2484760.286048858	1.1014281522520946
8.300939477136529	2675613.3502974636	1.1628643213794483
8.46863522414939	2868865.182590705	1.2184850857784542
8.639718764031194	2971176.78307401	1.2293400651716317
8.814258537041928	3241537.0320239156	1.3025204843367177
8.992324366073078	3455083.790694305	1.3444894572016268
9.173987484579602	3907166.765744683	1.4684545365277115
9.359320565076162	4601626.1115141725	1.6663140894354738
9.548397748209013	4208913.061369458	1.4658186647197067
9.741294672415254	4987364.705478855	1.6668969287265087
9.93808850418122	5535873.309572037	1.7729149041665528
10.138857968912154	5345346.109997888	1.6384064547798496
10.34368338242553	5560217.341785252	1.6290709802543892
10.552646683080592	5876469.624598444	1.6441469765722354
10.765831464556967	5904516.040085263	1.5763798036830503
10.983323009295493	6085080.54507939	1.5491715935984947
11.205208322614594	6356647.899799282	1.542346893691695
11.431576167515898	6617389.308176373	1.5295986983807843
11.662517100192987	6961706.846875074	1.532469443650709
11.898123506257493	7172038.752375703	1.50312396376146
12.138489637697036	7523100.050514262	1.5008149906876607
12.383711650579807	8180156.957965501	1.5530571844009615
12.633887643520811	9133598.598738758	1.6500629002010074
12.889117696925274	9098580.886221725	1.5640952747371992
13.149503913024775	11770123.241640374	1.9247857777720616
13.415150456722243	15752361.095922424	2.4502523548242663
13.686163597262087	16852034.59728501	2.4938110985759283
13.96265175074213	14488322.438579077	2.0401320626748696
14.244725523484396	10768601.84938496	1.4429337665207294
14.53249775628206	7104193.759580878	0.9058038505376026
14.826083569540284	6724261.874772217	0.8156832862010396
15.125600409328976	6876781.957029977	0.7936259880111584
15.431168094365923	7446970.421308577	0.8176491044188021
15.742908863949076	10132440.034128098	1.0583695133988074
16.060947426857137	14829680.207134513	1.4736044704548428
16.38541101123809	17061162.91457364	1.6130362824987488
16.716429415505523	17195580.2462452	1.5469913906594543
17.05413506026321	15516487.422436764	1.3284384038753945
17.39866304127863	13186182.209016535	1.074408178680904
17.75015118352668	11993641.368262392	0.9300580142481836
18.1087400963252	11950402.844383063	0.8819843640315923
18.39491374864423	12764490.19356593	0.6849764052890822
