# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Tue Dec 17 16:35:27 2024
# Radiative transfer took 2.968 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total N2 O2 CO2 H2O O3 NO NO2 N2O HNO3 Water WaterIce Rayleigh CIA
1.106320000e+01 9.46476e-01 9.99999e-01 9.99999e-01 9.98559e-01 9.99934e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.48146e-01 9.99998e-01 9.99744e-01
1.112860000e+01 9.46212e-01 9.99999e-01 9.99999e-01 9.98897e-01 9.99925e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.47579e-01 9.99998e-01 9.99732e-01
1.119400000e+01 9.46151e-01 9.99999e-01 9.99999e-01 9.99343e-01 9.99913e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.47119e-01 9.99998e-01 9.99719e-01
1.125940000e+01 9.42453e-01 9.99999e-01 9.99999e-01 9.99625e-01 9.96217e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.46659e-01 9.99998e-01 9.99705e-01
1.132480000e+01 9.44643e-01 9.99999e-01 9.99999e-01 9.99735e-01 9.98926e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.46200e-01 9.99998e-01 9.99691e-01
1.139020000e+01 9.44497e-01 9.99999e-01 9.99999e-01 9.99763e-01 9.99170e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.45810e-01 9.99998e-01 9.99676e-01
1.145560000e+01 9.43741e-01 9.99999e-01 9.99999e-01 9.99839e-01 9.98637e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.45499e-01 9.99998e-01 9.99661e-01
1.152100000e+01 9.44352e-01 9.99999e-01 9.99999e-01 9.99897e-01 9.99572e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.45188e-01 9.99998e-01 9.99645e-01
1.158640000e+01 9.43523e-01 9.99999e-01 9.99999e-01 9.99184e-01 9.99751e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.44877e-01 9.99998e-01 9.99628e-01
1.165180000e+01 9.43860e-01 9.99999e-01 9.99999e-01 9.99744e-01 9.99868e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.44592e-01 9.99998e-01 9.99611e-01
1.171720000e+01 9.36284e-01 9.99999e-01 9.99999e-01 9.99689e-01 9.92159e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.44354e-01 9.99998e-01 9.99593e-01
1.178260000e+01 9.40658e-01 9.99999e-01 9.99999e-01 9.99589e-01 9.97192e-01 9.99972e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.44116e-01 9.99998e-01 9.99574e-01
1.184800000e+01 9.42597e-01 9.99999e-01 9.99999e-01 9.99424e-01 9.99710e-01 9.99950e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.43879e-01 9.99998e-01 9.99553e-01
1.191340000e+01 9.41233e-01 9.99999e-01 9.99999e-01 9.99377e-01 9.98613e-01 9.99905e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.43652e-01 9.99998e-01 9.99532e-01
1.197880000e+01 9.42072e-01 9.99999e-01 9.99999e-01 9.99221e-01 9.99918e-01 9.99873e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.43464e-01 9.99998e-01 9.99508e-01
1.204420000e+01 9.38868e-01 9.99999e-01 9.99999e-01 9.96213e-01 9.99848e-01 9.99768e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.43276e-01 9.99998e-01 9.99485e-01
1.210960000e+01 9.36428e-01 9.99999e-01 9.99999e-01 9.97081e-01 9.96634e-01 9.99693e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.43088e-01 9.99998e-01 9.99459e-01
1.217500000e+01 9.35709e-01 9.99999e-01 9.99999e-01 9.93493e-01 9.99949e-01 9.99463e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42901e-01 9.99998e-01 9.99432e-01
1.224040000e+01 9.29124e-01 9.99999e-01 9.99999e-01 9.87041e-01 9.99776e-01 9.99238e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42736e-01 9.99998e-01 9.99405e-01
1.230580000e+01 9.20002e-01 9.99999e-01 9.99999e-01 9.79250e-01 9.97987e-01 9.98927e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42584e-01 9.99998e-01 9.99379e-01
1.237120000e+01 9.09959e-01 9.99999e-01 9.99999e-01 9.70569e-01 9.96244e-01 9.98337e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42432e-01 9.99998e-01 9.99351e-01
1.243660000e+01 9.03322e-01 9.99999e-01 9.99999e-01 9.65104e-01 9.94548e-01 9.97899e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42280e-01 9.99998e-01 9.99321e-01
1.250200000e+01 8.92595e-01 9.99999e-01 9.99999e-01 9.65657e-01 9.80992e-01 9.96537e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42130e-01 9.99998e-01 9.99292e-01
1.256740000e+01 8.92072e-01 9.99999e-01 9.99999e-01 9.69376e-01 9.77054e-01 9.96477e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.42007e-01 9.99998e-01 9.99260e-01
1.263280000e+01 7.10490e-01 9.99999e-01 9.99999e-01 7.56970e-01 9.98851e-01 9.93903e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41884e-01 9.99998e-01 9.99229e-01
1.269820000e+01 9.16158e-01 9.99999e-01 9.99999e-01 9.81282e-01 9.97308e-01 9.93431e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41761e-01 9.99998e-01 9.99194e-01
1.276360000e+01 8.96341e-01 9.99999e-01 9.99999e-01 9.70330e-01 9.87776e-01 9.90032e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41639e-01 9.99998e-01 9.99158e-01
1.282900000e+01 8.90303e-01 9.99999e-01 9.99999e-01 9.61053e-01 9.93652e-01 9.87789e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41518e-01 9.99998e-01 9.99122e-01
1.289440000e+01 8.80828e-01 9.99999e-01 9.99999e-01 9.52629e-01 9.94035e-01 9.85015e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41412e-01 9.99998e-01 9.99082e-01
1.295980000e+01 8.52778e-01 9.99999e-01 9.99999e-01 9.24007e-01 9.97829e-01 9.79776e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41307e-01 9.99998e-01 9.99042e-01
1.302520000e+01 8.21044e-01 9.99999e-01 9.99999e-01 8.87091e-01 9.97137e-01 9.78801e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41206e-01 9.99998e-01 9.99001e-01
1.309060000e+01 7.69649e-01 9.99999e-01 9.99999e-01 8.30274e-01 9.99909e-01 9.72322e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41108e-01 9.99998e-01 9.98959e-01
1.315600000e+01 6.81540e-01 9.99999e-01 9.99999e-01 7.30866e-01 9.99628e-01 9.72655e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.41011e-01 9.99998e-01 9.98917e-01
1.322140000e+01 5.44076e-01 9.99999e-01 9.99999e-01 5.84996e-01 9.92492e-01 9.62677e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40920e-01 9.99998e-01 9.98870e-01
1.328680000e+01 4.42024e-01 9.99999e-01 9.99999e-01 4.73754e-01 9.89948e-01 9.63443e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40829e-01 9.99998e-01 9.98824e-01
1.335220000e+01 3.21549e-01 9.99999e-01 9.99999e-01 3.45347e-01 9.80679e-01 9.56780e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40742e-01 9.99998e-01 9.98774e-01
1.341760000e+01 2.30638e-01 9.99999e-01 9.99999e-01 2.47367e-01 9.78926e-01 9.51087e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40662e-01 9.99998e-01 9.98719e-01
1.348300000e+01 5.80656e-02 9.99999e-01 9.99999e-01 6.21059e-02 9.73720e-01 9.58009e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40583e-01 9.99998e-01 9.98664e-01
1.354840000e+01 5.56939e-02 9.99999e-01 9.99999e-01 5.96594e-02 9.99335e-01 9.43439e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40506e-01 9.99998e-01 9.98603e-01
1.361380000e+01 4.82132e-02 9.99999e-01 9.99999e-01 5.17681e-02 9.99613e-01 9.45763e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40430e-01 9.99998e-01 9.98536e-01
1.367920000e+01 4.81452e-02 9.99999e-01 9.99999e-01 5.19478e-02 9.63807e-01 9.11874e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40354e-01 9.99998e-01 9.98469e-01
1.374460000e+01 6.48751e-02 9.99999e-01 9.99999e-01 7.00597e-02 9.92613e-01 9.33125e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40280e-01 9.99999e-01 9.98400e-01
1.381000000e+01 5.26506e-02 9.99999e-01 9.99999e-01 5.72914e-02 9.99682e-01 8.70446e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40206e-01 9.99999e-01 9.98331e-01
1.387540000e+01 1.98828e-03 9.99999e-01 9.99999e-01 2.13652e-03 9.98953e-01 9.05806e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40133e-01 9.99999e-01 9.98261e-01
1.394080000e+01 8.44464e-03 9.99999e-01 9.99999e-01 9.14663e-03 9.98970e-01 8.70984e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.40063e-01 9.99999e-01 9.98191e-01
1.400620000e+01 4.48877e-03 9.99999e-01 9.99999e-01 4.83283e-03 9.70790e-01 9.02515e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39993e-01 9.99999e-01 9.98120e-01
1.407160000e+01 6.72834e-04 9.99999e-01 9.99999e-01 7.25375e-04 9.98364e-01 8.88535e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39923e-01 9.99999e-01 9.98050e-01
1.413700000e+01 1.68659e-05 9.99999e-01 9.99999e-01 1.80952e-05 9.34876e-01 9.29319e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39861e-01 9.99999e-01 9.97976e-01
1.420240000e+01 1.61344e-07 9.99999e-01 9.99999e-01 1.72779e-07 9.43397e-01 9.37375e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39800e-01 9.99999e-01 9.97900e-01
1.426780000e+01 3.96586e-13 9.99999e-01 9.99999e-01 4.24578e-13 9.98237e-01 9.58317e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39740e-01 9.99999e-01 9.97825e-01
1.433320000e+01 5.20405e-15 9.99999e-01 9.99999e-01 5.58388e-15 9.18646e-01 9.30808e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39700e-01 9.99999e-01 9.97741e-01
1.439860000e+01 1.88136e-21 9.99999e-01 9.99999e-01 2.02182e-21 9.38683e-01 9.42451e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39670e-01 9.99999e-01 9.97654e-01
1.446400000e+01 1.76868e-32 9.99999e-01 9.99999e-01 1.90613e-32 9.73498e-01 8.93818e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39640e-01 9.99999e-01 9.97566e-01
1.452940000e+01 3.04816e-50 9.99999e-01 9.99999e-01 3.28397e-50 8.81042e-01 9.05186e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39610e-01 9.99999e-01 9.97475e-01
1.459480000e+01 6.75935e-67 9.99999e-01 9.99999e-01 7.26821e-67 9.97430e-01 8.73940e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39580e-01 9.99999e-01 9.97380e-01
1.466020000e+01 2.18747e-75 9.99999e-01 9.99999e-01 2.35094e-75 9.99053e-01 9.24585e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39550e-01 9.99999e-01 9.97286e-01
1.472560000e+01 6.50585e-96 9.99999e-01 9.99999e-01 6.97986e-96 9.61974e-01 8.83710e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39534e-01 9.99999e-01 9.97189e-01
1.479100000e+01 7.89492e-100 9.99999e-01 9.99999e-01 8.46068e-100 9.98574e-01 9.50185e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39559e-01 9.99999e-01 9.97086e-01
1.485640000e+01 3.32013e-98 9.99999e-01 9.99999e-01 3.56264e-98 9.75142e-01 8.85477e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39585e-01 9.99999e-01 9.96983e-01
1.492180000e+01 4.89172e-103 9.99999e-01 9.99999e-01 5.25978e-103 9.09340e-01 9.60336e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39610e-01 9.99999e-01 9.96880e-01
1.498720000e+01 6.91622e-121 9.99999e-01 9.99999e-01 7.42305e-121 9.86013e-01 9.21519e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39635e-01 9.99999e-01 9.96762e-01
1.505260000e+01 4.87666e-83 9.99999e-01 9.99999e-01 5.23053e-83 9.87487e-01 9.67186e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39661e-01 9.99999e-01 9.96643e-01
1.511800000e+01 1.76496e-80 9.99999e-01 9.99999e-01 1.89796e-80 9.45491e-01 9.36875e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39686e-01 9.99999e-01 9.96524e-01
1.518340000e+01 1.77046e-80 9.99999e-01 9.99999e-01 1.89859e-80 9.08598e-01 9.72254e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39722e-01 9.99999e-01 9.96400e-01
1.524880000e+01 1.20718e-80 9.99999e-01 9.99999e-01 1.29385e-80 9.98353e-01 9.47412e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39767e-01 9.99999e-01 9.96270e-01
1.531420000e+01 6.19661e-74 9.99999e-01 9.99999e-01 6.63825e-74 9.84079e-01 9.77102e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39812e-01 9.99999e-01 9.96141e-01
1.537960000e+01 2.67825e-63 9.99999e-01 9.99999e-01 2.86767e-63 9.96504e-01 9.68649e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39857e-01 9.99999e-01 9.96011e-01
1.544500000e+01 3.07524e-35 9.99999e-01 9.99999e-01 3.29356e-35 9.96129e-01 9.79981e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39888e-01 9.99999e-01 9.95869e-01
1.551040000e+01 5.53987e-33 9.99999e-01 9.99999e-01 5.95569e-33 8.82483e-01 9.75656e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39919e-01 9.99999e-01 9.95727e-01
1.557580000e+01 1.85551e-21 9.99999e-01 9.99999e-01 1.99191e-21 9.78940e-01 9.81774e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39950e-01 9.99999e-01 9.95585e-01
1.564120000e+01 7.52541e-18 9.99999e-01 9.99999e-01 8.08529e-18 9.36872e-01 9.84239e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39973e-01 9.99999e-01 9.95440e-01
1.570660000e+01 1.79471e-13 9.99999e-01 9.99999e-01 1.95886e-13 8.67337e-01 9.86866e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39959e-01 9.99999e-01 9.95290e-01
1.577200000e+01 2.39500e-11 9.99999e-01 9.99999e-01 2.58291e-11 9.03896e-01 9.90152e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39946e-01 9.99999e-01 9.95139e-01
1.583740000e+01 7.49071e-09 9.99999e-01 9.99999e-01 8.03668e-09 9.70235e-01 9.90219e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39932e-01 9.99999e-01 9.94988e-01
1.590280000e+01 1.71092e-06 9.99999e-01 9.99999e-01 1.83554e-06 9.95919e-01 9.93081e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39918e-01 9.99999e-01 9.94819e-01
1.596820000e+01 6.09415e-04 9.99999e-01 9.99999e-01 6.55457e-04 8.52229e-01 9.94066e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39904e-01 9.99999e-01 9.94631e-01
1.603360000e+01 4.07539e-03 9.99999e-01 9.99999e-01 4.38508e-03 9.48811e-01 9.95641e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39891e-01 9.99999e-01 9.94443e-01
1.609900000e+01 2.52008e-02 9.99999e-01 9.99999e-01 2.71464e-02 9.62633e-01 9.96312e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39877e-01 9.99999e-01 9.94256e-01
1.616440000e+01 2.25913e-03 9.99999e-01 9.99999e-01 2.43636e-03 9.81377e-01 9.97241e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39833e-01 9.99999e-01 9.94062e-01
1.622980000e+01 2.24123e-03 9.99999e-01 9.99999e-01 2.45607e-03 7.58591e-01 9.97770e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39764e-01 9.99999e-01 9.93865e-01
1.629520000e+01 1.75014e-02 9.99999e-01 9.99999e-01 1.91191e-02 9.14776e-01 9.98205e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39695e-01 9.99999e-01 9.93667e-01
1.636060000e+01 3.68984e-02 9.99999e-01 9.99999e-01 3.97010e-02 9.85577e-01 9.98993e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39626e-01 9.99999e-01 9.93470e-01
1.642600000e+01 2.59354e-02 9.99999e-01 9.99999e-01 2.78641e-02 9.95110e-01 9.98859e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39560e-01 9.99999e-01 9.93266e-01
1.649140000e+01 5.27568e-02 9.99999e-01 9.99999e-01 5.66684e-02 9.96708e-01 9.99344e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39496e-01 9.99999e-01 9.93057e-01
1.655680000e+01 4.91696e-02 9.99999e-01 9.99999e-01 5.29282e-02 9.54872e-01 9.99499e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39432e-01 9.99999e-01 9.92847e-01
1.662220000e+01 1.10322e-01 9.99999e-01 9.99999e-01 1.18891e-01 9.59801e-01 9.99596e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39368e-01 9.99999e-01 9.92638e-01
1.668760000e+01 1.02544e-01 9.99999e-01 9.99999e-01 1.11140e-01 8.87950e-01 9.99741e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39313e-01 9.99999e-01 9.92431e-01
1.675300000e+01 5.96829e-02 9.99999e-01 9.99999e-01 6.45182e-02 9.85758e-01 9.99806e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39279e-01 9.99999e-01 9.92226e-01
1.681840000e+01 1.88678e-01 9.99999e-01 9.99999e-01 2.09753e-01 8.22185e-01 9.99864e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39246e-01 9.99999e-01 9.92022e-01
1.688380000e+01 2.51628e-01 9.99999e-01 9.99999e-01 3.04838e-01 6.41919e-01 9.99900e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39212e-01 9.99999e-01 9.91818e-01
1.694920000e+01 3.52093e-01 9.99999e-01 9.99999e-01 3.85702e-01 9.06913e-01 9.99931e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39178e-01 9.99999e-01 9.91614e-01
1.701460000e+01 4.02606e-01 9.99999e-01 9.99999e-01 4.35809e-01 9.90251e-01 9.99953e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39124e-01 9.99999e-01 9.91395e-01
1.708000000e+01 4.86487e-01 9.99999e-01 9.99999e-01 5.32382e-01 9.26935e-01 9.99969e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39070e-01 9.99999e-01 9.91176e-01
1.714540000e+01 5.26327e-01 9.99999e-01 9.99999e-01 5.75024e-01 9.45521e-01 9.99976e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39015e-01 9.99999e-01 9.90957e-01
1.721080000e+01 4.38835e-01 9.99999e-01 9.99999e-01 6.58153e-01 5.91627e-01 9.99985e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.38961e-01 9.99999e-01 9.90738e-01
1.727620000e+01 6.95934e-01 9.99999e-01 9.99999e-01 7.65688e-01 9.73127e-01 9.99987e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.38814e-01 9.99999e-01 9.90495e-01
1.734160000e+01 5.67482e-01 9.99999e-01 9.99999e-01 7.71817e-01 6.95092e-01 9.99993e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.38598e-01 9.99999e-01 9.90231e-01
1.740700000e+01 7.76411e-01 9.99999e-01 9.99999e-01 8.65668e-01 9.58188e-01 9.99994e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.38382e-01 9.99999e-01 9.89967e-01
1.747240000e+01 7.75142e-01 9.99999e-01 9.99999e-01 8.64896e-01 9.51978e-01 9.99995e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.38166e-01 9.99999e-01 9.89704e-01
1.753780000e+01 7.03490e-01 9.99999e-01 9.99999e-01 9.26798e-01 7.95062e-01 9.99996e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.37951e-01 9.99999e-01 9.89440e-01
1.760320000e+01 6.28941e-01 9.99999e-01 9.99999e-01 9.32979e-01 7.08261e-01 9.99997e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.37735e-01 9.99999e-01 9.89171e-01
1.766860000e+01 7.67576e-01 9.99999e-01 9.99999e-01 9.53548e-01 8.58918e-01 9.99998e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.37519e-01 9.99999e-01 9.88900e-01
1.773400000e+01 7.14892e-01 9.99999e-01 9.99999e-01 9.70014e-01 7.88461e-01 9.99998e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.37303e-01 9.99999e-01 9.88630e-01
1.779940000e+01 8.70971e-01 9.99999e-01 9.99999e-01 9.66450e-01 9.71911e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.37088e-01 9.99999e-01 9.88360e-01
1.786480000e+01 8.97823e-01 9.99999e-01 9.99999e-01 9.79656e-01 9.89881e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.36872e-01 9.99999e-01 9.88081e-01
1.793020000e+01 8.89033e-01 9.99999e-01 9.99999e-01 9.79728e-01 9.79867e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.36657e-01 9.99999e-01 9.87739e-01
1.799560000e+01 8.22980e-01 9.99999e-01 9.99999e-01 9.78799e-01 9.03572e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.36441e-01 9.99999e-01 9.87398e-01
1.806100000e+01 8.29237e-01 9.99999e-01 9.99999e-01 9.86269e-01 9.05394e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.36226e-01 9.99999e-01 9.87057e-01
1.812640000e+01 8.78203e-01 9.99999e-01 9.99999e-01 9.83120e-01 9.65399e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.36010e-01 9.99999e-01 9.86717e-01
1.819180000e+01 7.40624e-01 9.99999e-01 9.99999e-01 9.90081e-01 8.08755e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.35766e-01 9.99999e-01 9.83471e-01
1.825720000e+01 6.71105e-01 9.99999e-01 9.99999e-01 9.81491e-01 7.39832e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.35406e-01 9.99999e-01 9.81466e-01
1.832260000e+01 4.42351e-01 9.99999e-01 9.99999e-01 8.83039e-01 5.10312e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.35046e-01 9.99999e-01 9.81001e-01
1.838800000e+01 7.92359e-01 9.99999e-01 9.99999e-01 9.27724e-01 9.13557e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.34705e-01 9.99999e-01 9.80541e-01
